# num_image x_src y_src, sep, ein, fr, zs, fs, flag_out, frac_sh_trunc
# x_img, y_img, mag, delay, n_i, kappa, gamma1, gamma2, kappa*
# zmin, zmax, log10Mhmin, log10Mhmax, log10mshmin, log10mshmax, n_bins: 0.10, 3.00, 10.00, 16.00, 9.00, 16.00, 100
3  1.476060e-02  2.456829e-01  1.586456e+00  7.848839e-01  9.574910e-01  6.798887e+00 6 1 -1.000000e+00
 6.242589e-01  8.258361e-01  2.103240e+00  0.000000e+00  0.000000e+00  2.655486e-01  1.261211e-01 -2.192153e-01  1.770515e-02
-1.367140e-01 -1.672115e-01 -2.623517e-01  1.064460e+02  5.000000e-01  1.284367e+00  6.011503e-01 -1.879138e+00  8.192452e-01
-1.225704e-02 -1.374899e-02  3.012844e-03  1.110600e+02  1.000000e+00  2.090022e+01 -5.732766e-01 -7.986101e+00  2.008398e+01
3 -3.849900e-01 -3.195102e-02  1.828554e+00  6.968014e-01  7.428774e-01  3.349548e+00 6 1 -1.000000e+00
-1.210268e+00 -2.372776e-01  2.066876e+00  0.000000e+00  0.000000e+00  2.419346e-01 -2.932181e-01 -6.974521e-02  1.493269e-02
 6.032128e-01 -2.972997e-03 -1.535436e+00  8.538515e+01  5.000000e-01  3.995946e-01 -1.001930e+00  8.890499e-02  9.816228e-02
 2.395815e-03  4.210958e-04  8.022206e-05  1.331727e+02  1.000000e+00  1.131070e+02  4.521447e+00 -9.063224e+00  1.122461e+02
3  3.522445e-01  1.672967e-01  9.510357e-01  4.014354e-01  1.607889e-01  3.079284e+00 6 1 -1.000000e+00
 6.652823e-01  3.886139e-01  1.563955e+00  0.000000e+00  0.000000e+00  1.720545e-01 -1.327494e-01 -1.687205e-01  1.583936e-02
-1.674895e-01 -7.068992e-02 -2.514665e-01  9.418444e+01  5.000000e-01  9.054402e-01 -1.420988e+00 -1.402286e+00  6.130917e-01
-7.073489e-03 -3.241038e-03  8.274880e-04  1.020442e+02  1.000000e+00  3.691857e+01 -6.183518e+00 -6.590231e+00  3.632403e+01
3 -4.566588e-01 -3.314850e-01  1.314191e+00  4.398603e-01  1.222727e-01  5.599648e+00 6 1 -1.000000e+00
-9.388654e-01 -5.259823e-01  1.555937e+00  0.000000e+00  0.000000e+00  1.808956e-01 -2.803193e-02 -1.656704e-01  2.231660e-03
 9.500957e-04  7.953442e-04  1.264710e-05  2.347853e+02  1.000000e+00  2.839604e+02  2.441671e+01  2.002197e+01  2.830327e+02
 1.862592e-01  1.531302e-01 -1.902486e-01  1.953378e+02  5.000000e-01  4.975546e-01 -4.551005e-01 -2.302523e+00  1.586064e-01
3  3.671374e-01  1.256297e-01  1.314362e+00  6.051533e-01  2.850112e-01  1.715629e+00 6 1 -1.000000e+00
-3.224038e-01 -4.032666e-02 -5.927466e-01  7.196757e+01  5.000000e-01  7.775258e-01 -1.274843e+00 -3.336632e-01  2.994542e-01
 8.518368e-01  5.501878e-01  2.079731e+00  0.000000e+00  0.000000e+00  2.525286e-01 -1.803498e-01 -2.129694e-01  1.307941e-02
-8.410275e-03 -1.739871e-03  1.000363e-03  8.228883e+01  1.000000e+00  3.335237e+01 -6.840315e+00  4.985821e-01  3.209531e+01
3 -4.887984e-01  2.305660e-02  1.497753e+00  8.252673e-01  1.216461e-01  1.063990e+01 6 1 -1.000000e+00
-1.141475e+00 -2.396220e-01  2.720616e+00  0.000000e+00  0.000000e+00  3.052169e-01 -3.252405e-01 -9.684182e-02  3.331667e-02
 3.461588e-01 -6.581148e-02 -3.309524e-01  7.613338e+01  5.000000e-01  1.226893e+00 -1.656212e+00  5.744774e-01  7.912751e-01
 2.163771e-02 -3.862628e-03  2.949760e-03  8.270198e+01  1.000000e+00  2.153151e+01 -7.936751e+00  4.420451e+00  2.074846e+01
3 -1.202831e+00  2.834123e+00  1.560780e+00  8.153117e-01  5.329894e-02  3.854213e+00 6 2  2.838443e-01
 7.299985e-01 -1.168137e+00  3.533659e+00  0.000000e+00  0.000000e+00  3.777889e-01  2.259815e-01  2.304045e-01  5.347461e-03
 9.762525e-04  2.784250e-02  4.594240e-03  2.054478e+02  1.000000e+00  1.863148e+01  9.441175e+00 -2.017302e+00  1.697375e+01
 3.351489e-03  2.131732e-01 -1.883403e-01  2.015804e+02  5.000000e-01  2.065957e+00  2.535588e+00  1.288350e-01  1.078135e+00
3  7.958010e-01 -8.060181e-01  2.388739e+00  1.090972e+00  1.790758e-01  8.909083e+00 6 1  2.746117e-01
-6.430515e-01 -2.089743e+00  1.965129e+00  0.000000e+00  0.000000e+00  2.750473e-01 -5.296255e-03 -1.290575e-01  2.004803e-03
 1.739274e-01  1.549435e-01 -3.519070e-01  3.645469e+02  5.000000e-01  2.398562e+00 -4.766483e-01 -2.137859e+00  7.530883e-01
 3.695115e-02  3.654157e-02  1.917644e-02  3.662211e+02  1.000000e+00  1.063212e+01 -3.968286e-01 -6.361835e+00  7.742386e+00
3  1.817164e-01  2.254257e-01  1.174478e+00  7.378314e-01  2.100332e-01  1.065468e+01 6 1 -1.000000e+00
-2.913704e-01 -2.411607e-01 -6.127866e-01  5.494379e+01  5.000000e-01  5.779506e-01 -1.722879e-01 -1.334291e+00  1.732678e-01
 2.053091e-01  8.231266e-01  2.917569e+00  0.000000e+00  0.000000e+00  2.928875e-01  2.682649e-01 -2.920461e-01  1.564587e-02
-1.986382e-03 -1.768740e-03  1.582405e-04  7.783499e+01  1.000000e+00  8.164555e+01 -1.264225e+01 -4.937883e+00  8.059121e+01
1 -1.772901e+01  1.000782e+01  0.000000e+00  1.136887e+01  0.000000e+00  1.527590e+01 0 2 -1.000000e+00
-2.171511e+01  2.467516e+01  3.540099e+00  0.000000e+00  0.000000e+00  3.745225e-01 -1.363421e-01  3.002580e-01  1.764583e-05
3  1.811305e-01  6.798184e-01  2.063307e+00  1.009956e+00  1.497308e-01  1.205456e+01 6 1 -1.000000e+00
-7.722863e-02  1.622715e+00  1.916853e+00  0.000000e+00  0.000000e+00  2.326237e-01  2.460781e-01 -8.138528e-02  4.819360e-03
-1.830434e-01 -4.378766e-01 -2.870120e-01  2.693646e+02  5.000000e-01  6.661820e-01  1.244998e+00 -1.430241e+00  1.600165e-01
-4.147201e-04 -1.444323e-03  6.999106e-06  3.521694e+02  1.000000e+00  3.823261e+02  3.901234e+01 -3.181596e+01  3.805207e+02
3  1.609314e-02  4.381917e-02  1.468677e-01  7.270013e-02  1.626841e-01  8.363429e+00 6 3 -1.000000e+00
-9.438551e-03 -2.475234e-02 -5.639654e-01  2.344272e+00  5.000000e-01  1.584657e+00  1.106146e+00 -9.441518e-01  1.061471e+00
 4.764108e-02  1.105696e-01  3.466630e+00  0.000000e+00  0.000000e+00  3.754157e-01  2.388602e-01 -2.111558e-01  4.757267e-02
-2.380710e-03 -6.117986e-03  5.374994e-02  2.375025e+00  1.000000e+00  6.170663e+00  2.083557e+00 -1.946759e+00  5.465628e+00
3 -1.849156e+00 -1.510327e+00  2.053703e+00  8.356407e-01  1.320113e-01  3.055385e+00 6 1  2.877525e-01
-1.827520e+00  3.899720e-01  1.645300e+00  0.000000e+00  0.000000e+00  2.042535e-01 -1.584520e-01  1.770101e-02  8.433714e-04
 1.876069e-02 -3.699489e-03  2.422352e-03  3.311670e+02  1.000000e+00  2.291005e+01 -7.362828e+00  3.607926e+00  1.882072e+01
 1.828129e-01 -2.986043e-02 -2.171982e-01  3.279767e+02  5.000000e-01  2.127318e+00 -2.328154e+00  6.742657e-01  4.320843e-01
3 -1.073417e+00  1.641031e+00  4.378138e+00  2.482782e+00  6.038717e-03  9.235790e+00 6 2 -1.000000e+00
-5.716050e-01  4.229003e+00  3.987768e+00  0.000000e+00  0.000000e+00  4.157033e-01  2.437403e-01  1.767100e-01  4.665889e-04
 8.521913e-02 -9.958538e-02 -2.408100e-02  1.310069e+03  5.000000e-01  6.892258e+00  2.122894e+00  8.469860e+00  4.831326e+00
 3.249460e-02 -3.590919e-02  3.604329e-03  1.310969e+03  1.000000e+00  2.355455e+01  1.256394e+00  1.515537e+01  2.102764e+01
2 -1.579709e-01 -2.551387e-02  1.005325e+00  4.114673e-01  4.931153e-01  3.623661e+00 6 1 -1.000000e+00
-6.516454e-01  1.087687e-01  2.261062e+00  0.000000e+00  0.000000e+00  2.324538e-01 -3.731839e-01  8.712568e-02  5.757526e-03
 3.502829e-01  1.913374e-01 -1.114964e+00  4.453825e+01  5.000000e-01  3.796929e-01 -5.979584e-01 -9.613098e-01  3.817291e-02
3  3.611318e-01 -4.028181e-01  1.794752e+00  7.965200e-01  3.345501e-01  8.039388e+00 6 1 -1.000000e+00
 8.725678e-01 -1.102732e+00  1.592707e+00  0.000000e+00  0.000000e+00  2.066063e-01 -1.272773e-02  3.807368e-02  1.012755e-02
-3.002726e-01  2.557885e-01 -5.328403e-01  1.272160e+02  5.000000e-01  6.537721e-01 -1.801854e-01  1.401479e+00  3.459527e-01
-4.972650e-03  4.179352e-03  2.217810e-04  1.485590e+02  1.000000e+00  7.109402e+01 -1.001229e+01  1.743484e+01  7.040244e+01
3 -3.672729e-01 -3.237997e-01  1.132454e+00  5.857965e-01  1.232089e-01  3.878573e+00 6 1 -1.000000e+00
-6.481757e-01 -5.870096e-01  1.864145e+00  0.000000e+00  0.000000e+00  1.760774e-01 -1.541112e-02 -3.770568e-01  5.557482e-03
 2.111586e-01  1.505514e-01 -2.296791e-01  1.533620e+02  5.000000e-01  4.672661e-01 -4.484865e-01 -2.106316e+00  1.811120e-01
 1.662323e-03  8.090860e-04  3.145967e-05  1.910192e+02  1.000000e+00  1.854651e+02 -4.403159e+01  1.737442e+01  1.846978e+02
2 -1.554349e-01 -1.680822e-02  7.710357e-01  3.846053e-01  3.763489e-01  3.912598e+00 6 1 -1.000000e+00
-4.746746e-01 -1.602733e-01  2.235841e+00  0.000000e+00  0.000000e+00  2.120911e-01 -3.647670e-01 -2.012123e-01  6.458701e-03
 2.812197e-01 -8.220950e-03 -8.414562e-01  4.783939e+01  5.000000e-01  2.982905e-01 -1.287539e+00  1.518386e-01  3.434086e-02
3  1.935648e-01 -1.493453e-01  7.086650e-01  2.625164e-01  1.854873e-01  8.090551e+00 6 1 -1.000000e+00
 5.253718e-01 -3.475512e-01  1.944494e+00  0.000000e+00  0.000000e+00  2.635575e-01 -8.364511e-02  1.451843e-01  3.502753e-03
-5.431375e-02  6.008917e-02 -3.606790e-01  4.949533e+01  5.000000e-01  1.825099e+00  6.995706e-02  1.856998e+00  7.628521e-01
-1.009720e-02  1.153776e-02  1.430555e-02  4.990471e+01  1.000000e+00  1.090857e+01  1.363027e+00  5.139936e+00  9.088994e+00
1  5.754348e-03 -9.457915e-04  0.000000e+00  3.477856e-02  0.000000e+00  1.582098e+01 0 2 -1.000000e+00
 4.386238e-02  1.656010e-02  6.100939e+00  0.000000e+00  0.000000e+00  5.684138e-01 -1.098951e-01 -1.013927e-01  1.959821e-01
1 -7.588845e-02 -1.675641e-01  0.000000e+00  8.207560e-02  0.000000e+00  3.110894e+00 0 2  2.978526e-01
 1.510006e-01 -6.754336e-02  3.977038e+00  0.000000e+00  0.000000e+00  4.395711e-01 -1.945018e-01  1.574996e-01  1.214895e-02
3 -5.472373e-01  1.393038e-01  1.722304e+00  8.622293e-01  1.036443e-01  4.622071e+00 6 1 -1.000000e+00
-1.310716e+00  4.825146e-01  2.878891e+00  0.000000e+00  0.000000e+00  3.588739e-01 -1.953947e-01  1.597111e-01  9.519265e-03
 3.216840e-01 -6.666633e-02 -2.983807e-01  2.479365e+02  5.000000e-01  1.102990e+00 -1.710019e+00  6.617145e-01  4.363038e-01
 7.150648e-03 -1.857423e-03  2.444662e-04  2.752916e+02  1.000000e+00  6.915167e+01 -2.050152e+01  1.156687e+01  6.765172e+01
2 -4.507967e-01 -2.669537e-01  1.879059e+00  1.290018e+00  1.268456e-01  1.130734e+01 6 3 -1.000000e+00
-1.392532e+00 -4.910253e-01  3.633316e+00  0.000000e+00  0.000000e+00  3.999663e-01 -1.603884e-01 -2.430748e-01  5.158600e-03
 3.635580e-01  1.775637e-01 -4.608701e-01  2.478905e+02  5.000000e-01  9.476685e-01 -6.454700e-01 -1.325110e+00  1.363463e-01
3 -2.624705e-01 -1.039585e-01  8.523543e-01  5.552971e-01  1.169490e-01  3.442786e+00 6 1 -1.000000e+00
-4.880261e-01 -4.221832e-01  2.400124e+00  0.000000e+00  0.000000e+00  2.564297e-01 -1.365620e-01 -3.429321e-01  2.017941e-02
 2.256170e-01  4.388698e-02 -2.806920e-01  5.321009e+01  5.000000e-01  9.471184e-01 -1.681545e+00 -8.589674e-01  5.991949e-01
 5.068619e-03  8.876423e-04  3.786740e-04  6.365809e+01  1.000000e+00  5.796933e+01 -2.451134e+01 -1.976013e+00  5.718027e+01
1  1.248609e+00 -2.149860e+00  0.000000e+00  6.562294e-01  0.000000e+00  1.038876e+01 0 2  3.042228e-01
 6.822214e-01 -8.486694e-01  6.590525e+00  0.000000e+00  0.000000e+00  2.432508e-01  1.827890e-01  6.225147e-01  1.158454e-03
3 -1.811334e-01  6.171380e-01  1.514220e+00  8.232607e-01  1.069541e-01  2.687745e+00 6 1 -1.000000e+00
 3.589610e-02  1.307576e+00  2.200847e+00  0.000000e+00  0.000000e+00  2.705312e-01  2.462435e-01  1.308371e-01  1.305293e-02
 7.461893e-02 -2.061484e-01 -2.353897e-01  7.331402e+01  5.000000e-01  1.383992e+00  1.548685e+00  1.413258e+00  8.695439e-01
 8.834979e-03 -2.875206e-02  7.876896e-03  7.493606e+01  1.000000e+00  1.277913e+01  2.729901e+00  2.083764e+00  1.199186e+01
1 -2.479662e+00  8.059325e-01  0.000000e+00  2.642174e+00  0.000000e+00  8.760066e+00 0 2 -1.000000e+00
-5.317372e+00  2.721653e+00  3.902118e+00  0.000000e+00  0.000000e+00  4.581013e-01 -1.536087e-01  1.174200e-01  6.321397e-04
3  4.939684e-02 -3.646037e-01  4.801680e-01  3.281692e-01  2.731762e-01  1.803954e+00 6 1  2.756881e-01
-7.567834e-02 -3.622135e-01  2.033849e+00  0.000000e+00  0.000000e+00  2.315380e-01  2.940380e-01 -1.113420e-01  8.319708e-03
 3.680144e-02  1.045944e-01 -5.555991e-01  7.374813e+01  5.000000e-01  6.444027e-01  1.209139e+00 -6.813889e-01  2.199346e-01
 1.387439e-03  2.686380e-03  9.342827e-04  8.338714e+01  1.000000e+00  3.479881e+01 -4.449268e+00 -7.226582e+00  3.370150e+01
1 -3.780255e-02  1.967865e-02  0.000000e+00  3.038228e-02  0.000000e+00  9.103830e+00 0 2  2.891019e-01
 4.100904e-02  3.855649e-02  4.536884e+00  0.000000e+00  0.000000e+00  5.193564e-01 -3.348628e-02 -9.737219e-02  1.305747e-03
3 -2.243393e-02 -5.026229e-02  1.751176e-01  9.978272e-02  6.034870e-02  8.420098e+00 6 2 -1.000000e+00
 1.084961e-02 -1.494178e-01  5.719038e+00  0.000000e+00  0.000000e+00  4.531028e-01  3.467242e-01 -6.343741e-02  1.214202e-02
 1.387528e-02  2.567370e-02 -3.451366e-01  1.940279e+00  5.000000e-01  1.767248e+00  1.031986e+00 -1.555981e+00  7.805890e-01
 1.832852e-03  3.492788e-03  1.084584e-02  1.986860e+00  1.000000e+00  1.221744e+01  3.014450e+00 -4.954077e+00  1.061088e+01
3  3.661677e-01  1.026116e-01  1.053626e+00  4.375592e-01  1.090616e-01  5.809168e+00 6 1 -1.000000e+00
 8.058671e-01  3.918197e-01  1.711724e+00  0.000000e+00  0.000000e+00  2.322957e-01 -7.109517e-02  1.044234e-02  2.395350e-03
-1.631612e-01 -2.183641e-02 -1.866833e-01  2.415986e+02  5.000000e-01  9.336695e-01 -2.219288e+00 -6.601701e-01  3.890219e-01
-1.651964e-03 -1.655720e-04  2.562084e-05  2.727019e+02  1.000000e+00  2.104522e+02 -6.877708e+01  1.045078e+01  2.090036e+02
3 -1.732371e-01 -7.531504e-02  8.249166e-01  3.326597e-01  5.261815e-01  9.910773e+00 6 1 -1.000000e+00
-5.866797e-01 -1.203729e-01  1.942459e+00  0.000000e+00  0.000000e+00  2.414607e-01 -2.081484e-01 -1.313186e-01  2.290721e-02
 1.877701e-01  1.637308e-01 -1.022086e+00  2.239310e+01  5.000000e-01  6.579576e-01 -1.329588e-01 -1.038126e+00  2.865597e-01
 4.357473e-03  2.735411e-03  1.317388e-03  2.759525e+01  1.000000e+00  2.929955e+01  5.963003e-01 -6.436708e+00  2.826672e+01
1  1.618549e-02 -6.807349e-02  0.000000e+00  1.493093e-02  0.000000e+00  1.302621e+01 0 2  2.847783e-01
 3.677404e-02 -2.165088e-02  4.215856e+00  0.000000e+00  0.000000e+00  4.200899e-01 -1.133711e-01  2.936716e-01  1.400161e-03
3  9.016668e-02 -1.131364e+00  3.100071e+00  1.474752e+00  2.574483e-01  1.390716e+00 6 1 -1.000000e+00
 1.725077e-01 -2.608059e+00  1.717142e+00  0.000000e+00  0.000000e+00  2.198164e-01  1.604698e-01  2.393538e-02  1.720024e-02
-3.123893e-02  4.853093e-01 -4.420752e-01  1.889311e+02  5.000000e-01  1.276002e+00  1.509968e+00  2.413109e-01  8.478613e-01
-4.009442e-03  7.927826e-02  1.578333e-02  1.925246e+02  1.000000e+00  9.670682e+00  3.429979e+00  2.407857e-01  8.988160e+00
3  3.347641e-01  1.619777e-01  2.431150e+00  1.495260e+00  4.372744e-01  9.976580e+00 6 3 -1.000000e+00
-8.224255e-01 -2.846412e-01 -1.820087e+00  5.727293e+01  5.000000e-01  6.231462e-01 -5.488196e-01 -6.246921e-01  1.342185e-01
 1.451142e+00  5.763934e-01  4.162344e+00  0.000000e+00  0.000000e+00  3.816432e-01 -2.188249e-01 -3.069716e-01  2.657222e-02
-5.535182e-03 -1.076045e-03  2.415013e-04  8.955222e+01  1.000000e+00  7.102350e+01 -2.758857e+01  1.181676e+00  6.927643e+01
3 -1.204039e-01 -8.489564e-02  1.297444e+00  5.681317e-01  6.531891e-01  3.894215e+00 6 3 -1.000000e+00
-8.259338e-01 -3.276382e-01  4.354845e+00  0.000000e+00  0.000000e+00  4.949680e-01 -1.096701e-01 -1.157604e-01  1.860281e-02
 2.757347e-01  3.576994e-01 -2.844537e+00  7.581677e+01  5.000000e-01  7.293615e-01  2.492636e-01 -6.022158e-01  1.395924e-01
 2.705696e-03  2.272108e-03  7.141194e-04  1.119059e+02  1.000000e+00  3.977773e+01  6.366421e-01 -1.014795e+01  3.836182e+01
3 -5.597132e-01 -6.774165e-02  1.182627e+00  5.119919e-01  7.298175e-01  1.290737e+00 6 1  3.009369e-01
 7.402492e-01 -2.911125e-01  2.764650e+00  0.000000e+00  0.000000e+00  2.922446e-01 -2.743558e-01  2.528580e-01  2.533588e-02
-3.528851e-01  1.601790e-01 -2.017690e+00  2.454988e+01  5.000000e-01  6.168899e-01 -5.514944e-01  5.815870e-01  1.520603e-01
-7.645202e-03  3.764326e-03  3.032501e-03  3.114570e+01  1.000000e+00  1.926558e+01 -4.910397e-02  1.966725e+00  1.744165e+01
3 -1.822811e-01  1.130851e-01  1.003326e+00  3.731047e-01  5.928584e-01  5.558768e+00 6 1 -1.000000e+00
 3.013026e-01 -1.477845e-01 -1.218657e+00  7.269260e+01  5.000000e-01  3.568690e-01 -7.931095e-01  7.779269e-01  6.436141e-02
-4.935033e-01  4.645441e-01  2.055562e+00  0.000000e+00  0.000000e+00  2.268171e-01 -1.235675e-01  3.099321e-01  1.142070e-02
 4.363883e-04 -4.143272e-04  1.379877e-05  1.261954e+02  1.000000e+00  2.756881e+02  5.207554e+01  1.647556e+01  2.746529e+02
3  2.939368e-01 -1.689070e-02  1.585277e+00  6.589537e-01  3.765379e-01  8.618891e+00 6 1 -1.000000e+00
 1.173391e+00 -5.262745e-01  2.411633e+00  0.000000e+00  0.000000e+00  3.506032e-01 -8.401889e-02 -4.518392e-04  2.446106e-03
-3.572843e-01 -1.137995e-01 -9.080711e-01  2.158229e+02  5.000000e-01  8.332855e-01 -7.397368e-01 -7.627704e-01  9.122048e-02
-1.600700e-03  2.178811e-05  4.562245e-05  2.683972e+02  1.000000e+00  1.509517e+02 -2.330317e+01 -4.841477e+00  1.486054e+02
1  3.975385e-01 -9.332842e-01  0.000000e+00  3.616456e-01  0.000000e+00  3.106819e+00 0 2  2.983135e-01
 2.077714e-01 -4.390305e-01  4.166682e+00  0.000000e+00  0.000000e+00  3.865420e-01  1.675184e-01  3.290429e-01  3.650268e-02
3  9.389021e-01  3.575695e-01  3.834572e+00  1.440522e+00  2.626646e-01  3.636931e+00 6 3 -1.000000e+00
-5.949317e-01 -2.925357e-01 -7.890133e-01  6.285494e+02  5.000000e-01  1.012616e+00 -7.367111e-01 -8.513646e-01  2.501134e-01
 3.043524e+00  9.180777e-01  3.003882e+00  0.000000e+00  0.000000e+00  3.995193e-01 -1.208054e-01 -1.143699e-01  3.624274e-03
-2.501624e-02 -1.373401e-02  1.960568e-03  6.651989e+02  1.000000e+00  2.443308e+01 -1.327166e+00 -6.106673e+00  2.290496e+01
3  3.519800e-01 -1.505206e-01  1.223688e+00  4.028503e-01  3.109562e-01  5.949071e+00 6 1 -1.000000e+00
 8.908239e-01 -4.080788e-01  1.701190e+00  0.000000e+00  0.000000e+00  2.253200e-01 -8.218579e-02  7.450405e-02  1.509890e-03
-2.230248e-01  9.862965e-02 -5.289956e-01  8.405859e+01  5.000000e-01  6.503517e-01 -9.993962e-01  1.006894e+00  8.065022e-02
-7.537430e-04  4.239267e-04  1.143199e-05  1.020836e+02  1.000000e+00  2.985070e+02  2.987727e+01  1.199783e+01  2.962529e+02
1  1.122060e+01 -1.448639e+01  0.000000e+00  3.132013e+00  0.000000e+00  1.486975e+01 0 2 -1.000000e+00
 1.300720e+01 -1.686487e+01  3.190395e+00  0.000000e+00  0.000000e+00  3.352239e-01  7.646049e-02  3.502003e-01  3.090168e-04
1  4.638572e+00  8.559279e+00  0.000000e+00  4.052391e+00  0.000000e+00  1.949864e+00 0 2 -1.000000e+00
 9.719657e+00  1.400321e+01  3.804082e+00  0.000000e+00  0.000000e+00  4.438581e-01  1.005361e-01 -1.905539e-01  1.001506e-03
3  6.428770e-01 -5.671670e-01  1.652405e+00  7.311599e-01  1.722362e-02  7.685966e+00 6 2 -1.000000e+00
 9.630929e-01 -1.127204e+00  3.265470e+00  0.000000e+00  0.000000e+00  3.481708e-01  4.539630e-03  3.444212e-01  5.190211e-03
-7.526732e-03  7.682273e-03  3.100817e-04  2.390004e+02  1.000000e+00  6.294395e+01  2.711248e+00  2.459158e+01  6.144482e+01
-1.254708e-01  1.159658e-01 -5.624320e-02  2.319374e+02  5.000000e-01  2.234100e+00 -6.462199e-01  4.345726e+00  1.387041e+00
3  1.460686e-01  5.500467e-01  1.393873e+00  5.379368e-01  1.086214e-01  5.688352e+00 6 1 -1.000000e+00
 2.819157e-01  1.168496e+00  1.591592e+00  0.000000e+00  0.000000e+00  2.051344e-01  4.046341e-02 -4.326891e-02  2.186292e-03
-3.783688e-02 -1.882066e-01 -1.728809e-01  1.550053e+02  5.000000e-01  8.257328e-01  2.139169e+00 -1.112949e+00  3.532795e-01
-3.776801e-04 -3.456692e-03  8.712434e-05  1.681508e+02  1.000000e+00  1.098346e+02  1.621018e+01  1.021494e+01  1.087389e+02
3 -9.816079e-02 -6.774267e-02  5.162058e-01  2.392950e-01  2.815522e-01  7.998652e+00 6 1 -1.000000e+00
-3.187465e-01 -1.560305e-01  2.430285e+00  0.000000e+00  0.000000e+00  2.812358e-01 -1.707822e-01 -2.756467e-01  2.289746e-02
 1.266209e-01  1.049605e-01 -6.842521e-01  2.635010e+01  5.000000e-01  5.547627e-01 -1.897447e-01 -1.274238e+00  2.055104e-01
 4.181493e-04  3.107283e-04  1.910348e-05  4.146258e+01  1.000000e+00  2.416083e+02 -1.598223e+01 -7.273543e+01  2.405678e+02
3 -3.302078e-02  9.616988e-01  4.700963e+00  2.622670e+00  3.540762e-01  3.636387e+00 6 3 -1.000000e+00
 8.010725e-03 -1.032728e+00 -1.638825e+00  3.478101e+02  5.000000e-01  9.960610e-01  7.807268e-01  2.597341e-02  9.981502e-02
-4.075104e-01  3.649835e+00  4.628451e+00  0.000000e+00  0.000000e+00  4.728013e-01  2.482219e-01  1.641392e-02  3.179290e-03
-1.317777e-03 -2.811285e-02  2.033531e-03  3.790421e+02  1.000000e+00  2.364293e+01  4.249052e+00 -1.700729e+00  2.143205e+01
3 -6.958296e-01 -1.586498e-01  1.749156e+00  1.062272e+00  4.679146e-02  1.583558e+00 6 2 -1.000000e+00
-1.275303e+00 -6.708457e-01  3.225811e+00  0.000000e+00  0.000000e+00  3.216048e-01 -2.824759e-01 -2.653826e-01  2.356035e-02
 1.892413e-02  4.607586e-03  9.917309e-04  8.142713e+01  1.000000e+00  3.779390e+01 -1.641560e+01 -8.716738e+00  3.613483e+01
 3.099788e-01  6.836337e-02 -1.509404e-01  7.685663e+01  5.000000e-01  1.797596e+00 -2.484072e+00 -1.044354e+00  1.046739e+00
