# num_image x_src y_src, sep, ein, fr, zs, fs, flag_out, frac_sh_trunc
# x_img, y_img, mag, delay, n_i, kappa, gamma1, gamma2, kappa*
# zmin, zmax, log10Mhmin, log10Mhmax, log10mshmin, log10mshmax, n_bins: 0.10, 3.00, 10.00, 16.00, 9.00, 16.00, 100
3 -2.162031e-01  4.788497e-01  1.272624e+00  5.013097e-01  1.267114e-01  5.945360e+00 6 1 -1.000000e+00
 3.409861e-01  1.278402e-01  1.810995e+00  0.000000e+00  0.000000e+00  2.363745e-01 -1.031960e-01 -1.424490e-01  3.539882e-02
-1.428890e-02 -6.330067e-04  1.830984e-02  1.059586e+01  1.000000e+00  1.009708e+01 -5.291173e+00  3.807300e-01  9.533572e+00
3  8.269814e-01  9.087123e-01  7.722269e-01  4.471661e-01  1.952222e-01  5.917990e+00 6 1  2.916319e-01
-5.213376e-01  4.028624e-01  2.995546e+00  0.000000e+00  0.000000e+00  3.428364e-01 -1.174170e-01  2.902556e-01  5.188870e-03
 1.231837e-01 -2.249248e-02 -5.847970e-01  3.615890e+01  5.000000e-01  1.726781e+00 -1.340388e+00  6.645052e-01  5.387124e-01
 2.723923e-02 -3.947765e-03  3.990992e-02  3.653951e+01  1.000000e+00  7.240198e+00 -3.660801e+00  6.943942e-01  5.106654e+00
2 -1.543185e-02  6.757258e-01  2.283685e+00  1.006356e+00  2.279597e-01  1.454040e+01 6 1 -1.000000e+00
-2.383430e-01  1.879473e+00  2.010626e+00  0.000000e+00  0.000000e+00  2.836191e-01  1.256526e-01  7.440542e-03  9.280772e-04
-3.003574e-02 -3.946920e-01 -4.583416e-01  3.073536e+02  5.000000e-01  8.653730e-01  1.459903e+00 -2.618888e-01  9.666043e-02
5 -2.788736e-02  2.592363e-01  9.506465e-01  3.848162e-01  1.000000e+00  1.070300e+01 6 3 -1.000000e+00
 1.051753e-02 -1.900346e-01 -3.029046e-01  1.280546e+01  5.000000e-01  1.738795e+00  1.927685e+00  3.622401e-01  1.180770e+00
-4.859905e-01  3.896869e-01  3.703079e+00  7.094047e-01  0.000000e+00  3.035573e-01  8.887164e-02  4.550700e-01  4.884458e-02
-1.187092e-01  5.688850e-01 -3.985453e+00  1.079446e+00  5.000000e-01  4.534349e-01  6.662694e-01  3.251629e-01  1.149051e-01
 4.574171e-01  5.067805e-01  2.611352e+00  0.000000e+00  0.000000e+00  2.920595e-01  1.995810e-01 -2.800067e-01  6.352834e-02
 7.301608e-04 -2.718190e-02  1.590282e-02  1.334301e+01  1.000000e+00  1.053713e+01  5.298472e+00  3.195603e-02  9.580298e+00
3  4.555474e-03 -4.388699e-01  1.441073e+00  7.660471e-01  2.708874e-01  5.552890e+00 6 1 -1.000000e+00
 1.198666e-02 -1.074557e+00  1.967620e+00  0.000000e+00  0.000000e+00  2.536245e-01  2.209022e-01 -7.103609e-03  4.034249e-03
-1.788716e-02  3.662059e-01 -5.330035e-01  9.258851e+01  5.000000e-01  4.679902e-01  1.466537e+00  9.199832e-02  8.743368e-02
-9.622603e-05  8.243581e-04  7.157545e-06  1.299624e+02  1.000000e+00  3.768798e+02 -1.357985e+01  3.726282e+01  3.757400e+02
3  2.296087e-01  8.432759e-02  1.136718e+00  4.997124e-01  8.803471e-01  5.432380e+00 6 1 -1.000000e+00
-3.305806e-01  1.560069e-02 -1.486260e+00  5.301185e+01  5.000000e-01  6.276371e-01 -8.909433e-01  1.330563e-01  2.451151e-01
 7.552866e-01  3.517860e-01  1.688266e+00  0.000000e+00  0.000000e+00  2.208628e-01 -7.403811e-02 -9.617312e-02  1.327442e-02
-5.121177e-03 -7.472500e-04  7.258337e-04  6.550851e+01  1.000000e+00  3.972753e+01 -1.063615e+01  2.994613e+00  3.855350e+01
3  1.057959e-01  2.258475e-01  1.125125e+00  4.903930e-01  6.190657e-01  3.872710e+00 6 1 -1.000000e+00
-1.032980e-01 -2.627633e-01 -1.257780e+00  1.931776e+01  5.000000e-01  9.437582e-01  7.840119e-01 -4.284161e-01  4.703602e-01
 5.121350e-01  6.791218e-01  2.031739e+00  0.000000e+00  0.000000e+00  2.775759e-01  8.859996e-02 -1.478424e-01  5.269109e-02
-1.407922e-02 -2.378842e-02  2.108177e-02  2.063196e+01  1.000000e+00  8.623877e+00  1.325472e+00 -2.988691e+00  7.621734e+00
3 -8.620425e-01  1.737863e-01  2.501514e+00  1.173190e+00  9.712507e-02  1.947420e+00 6 2 -1.000000e+00
-1.914109e+00  6.971363e-01  3.037632e+00  0.000000e+00  0.000000e+00  3.610902e-01 -2.403531e-01  1.457134e-01  1.024550e-02
 4.719440e-01 -5.407949e-02 -2.950302e-01  3.761580e+02  5.000000e-01  1.048549e+00 -1.782545e+00  4.630045e-01  4.764124e-01
 1.724336e-02 -2.010990e-03  7.692089e-04  4.090820e+02  1.000000e+00  3.843722e+01 -1.007325e+01  1.950161e-01  3.737393e+01
1 -6.659771e-01 -2.713668e+00  0.000000e+00  1.287695e+00  0.000000e+00  2.693690e+00 0 2 -1.000000e+00
-9.289417e-01 -4.424685e+00  3.381549e+00  0.000000e+00  0.000000e+00  3.819911e-01  2.765496e-01 -9.865529e-02  4.156713e-04
3  7.327578e-02 -8.739934e-01  2.383965e+00  9.244657e-01  1.749178e-01  1.339800e+01 6 1 -1.000000e+00
 2.737365e-01 -2.206218e+00  1.642816e+00  0.000000e+00  0.000000e+00  2.195729e-01 -1.457968e-02 -1.196276e-02  2.271999e-03
 2.460262e-02  1.646932e-01 -2.873577e-01  1.693522e+02  5.000000e-01  2.394917e+00  2.301006e+00 -3.621454e-01  1.606565e+00
 1.296822e-02  7.179904e-02  5.746484e-02  1.695182e+02  1.000000e+00  6.512637e+00  3.308775e+00 -1.428015e+00  5.527582e+00
3 -1.222877e+00 -3.046313e-01  1.679680e+00  9.534053e-01  6.093675e-02  5.142800e+00 6 2  2.728695e-01
 5.564535e-01 -2.210069e-01 -1.271200e+00  1.110968e+02  5.000000e-01  7.360273e-01 -6.624828e-01  6.461087e-01  6.615762e-02
-1.056699e+00  2.470359e-01  2.086097e+01  0.000000e+00  0.000000e+00  4.836499e-01 -4.084344e-01  2.277332e-01  1.306715e-02
 1.086350e-03 -3.758405e-04  2.480889e-05  1.920569e+02  1.000000e+00  2.060993e+02 -3.633760e+01  2.090823e+01  2.030840e+02
3 -8.270649e-02 -8.097327e-02  4.199495e-01  1.894354e-01  4.149109e-01  1.410580e+01 6 1 -1.000000e+00
-2.318744e-01 -2.209885e-01  2.519641e+00  0.000000e+00  0.000000e+00  3.154955e-01  1.881479e-02 -2.670402e-01  1.096915e-02
 7.243063e-02  6.841778e-02 -1.045426e+00  1.127991e+01  5.000000e-01  7.299423e-01 -6.843013e-02 -1.012322e+00  2.119871e-01
 2.672844e-03  2.762620e-03  3.428746e-03  1.251297e+01  1.000000e+00  1.809508e+01  3.986614e-01 -6.566169e-01  1.695657e+01
3 -5.545229e-01 -2.020686e-01  1.185072e+00  4.861903e-01  2.715785e-02  8.847500e+00 6 2 -1.000000e+00
-9.821126e-01 -1.033691e-01  3.109731e+00  0.000000e+00  0.000000e+00  3.005480e-01 -3.546772e-01 -2.046118e-01  2.181884e-03
 6.696789e-04  4.548341e-04  1.912718e-06  2.232732e+02  1.000000e+00  7.920443e+02  1.589036e+00 -3.208308e+02  7.902934e+02
 1.872272e-01  8.909185e-02 -8.445363e-02  1.829146e+02  5.000000e-01  9.560234e-01 -2.430696e+00 -2.436076e+00  3.480680e-01
3  2.630139e-01  5.869672e-02  1.224277e+00  7.202296e-01  2.084086e-01  1.083990e+01 6 3 -1.000000e+00
 9.104748e-01 -3.589511e-01  3.208746e+00  0.000000e+00  0.000000e+00  3.713377e-01 -2.376151e-01  1.646425e-01  3.348607e-02
-2.952368e-01 -1.465523e-01 -6.687303e-01  3.150896e+01  5.000000e-01  1.618724e+00 -8.631122e-01 -1.064532e+00  1.015988e+00
-4.901462e-02 -2.267109e-02  4.782631e-02  3.270437e+01  1.000000e+00  6.969742e+00 -2.109555e+00 -3.206026e+00  6.007517e+00
3 -2.589885e-02  2.620265e-01  8.303826e-01  3.804082e-01  2.280428e-01  7.737220e+00 6 1 -1.000000e+00
-1.459531e-01  6.494168e-01  1.988205e+00  0.000000e+00  0.000000e+00  2.729396e-01  1.600024e-01  7.068381e-03  5.743122e-03
 3.896308e-03 -1.673332e-01 -4.533960e-01  5.547703e+01  5.000000e-01  7.781826e-01  1.499756e+00  7.424111e-02  2.524364e-01
 4.655286e-05 -2.888858e-03  2.455221e-04  6.290563e+01  1.000000e+00  6.572754e+01  1.006749e+01 -3.917524e+00  6.436284e+01
4  8.048830e-02  2.074629e-02  1.741275e+00  7.868600e-01  1.000000e+00  1.460910e+01 6 3 -1.000000e+00
-5.594214e-01 -4.213801e-01 -2.616042e+00  5.003104e+01  5.000000e-01  5.718541e-01 -1.695076e-01 -7.326889e-01  1.785654e-02
 8.942635e-01 -4.386563e-01  4.424061e+00  0.000000e+00  0.000000e+00  4.316084e-01 -2.178070e-01  2.226936e-01  4.541248e-03
 2.289619e-01  7.901418e-01 -9.077970e+00  2.351309e+01  5.000000e-01  4.926086e-01  4.722102e-01 -3.802898e-01  1.658903e-02
-3.103735e-01  8.186781e-01  9.658002e+00  2.211228e+01  0.000000e+00  4.559933e-01  3.791204e-01  2.206127e-01  1.068315e-02
3 -6.121461e-02 -2.471263e-01  1.126827e+00  5.488762e-01  1.162115e-01  6.431380e+00 6 3 -1.000000e+00
 3.417240e-01 -7.265591e-01  4.026456e+00  0.000000e+00  0.000000e+00  3.325219e-01  3.705497e-01  2.446682e-01  3.643595e-02
 9.871010e-02  3.737516e-01 -4.679206e-01  1.999574e+01  5.000000e-01  7.860032e-01  1.267744e+00 -7.587709e-01  3.185736e-01
 8.617184e-04  3.542680e-03  2.307259e-04  2.890093e+01  1.000000e+00  7.016672e+01  1.892868e+01 -9.570474e+00  6.876682e+01
3  1.857155e-01 -2.012420e-01  1.093706e+00  3.123495e-01  7.279447e-01  1.553090e+01 6 3 -1.000000e+00
-1.819488e-01 -7.197701e-01  1.924829e+00  0.000000e+00  0.000000e+00  2.402936e-01  4.670668e-02  2.354689e-01  4.321216e-02
 3.887805e-01 -2.216600e-01 -2.305308e+00  4.913642e+00  5.000000e-01  4.948882e-01 -4.070008e-01  7.233740e-01  2.611478e-01
 5.200992e-01  1.188725e-01  3.166872e+00  4.353052e+00  0.000000e+00  2.868181e-01 -3.841789e-01  2.127579e-01  7.285161e-02
3  3.196849e-02  3.774950e-01  1.430349e+00  6.020415e-01  4.594922e-01  9.692560e+00 6 1 -1.000000e+00
 3.840258e-02 -4.321985e-01 -7.822728e-01  6.306657e+01  5.000000e-01  4.253229e-01  1.262371e+00  1.224709e-01  1.511978e-01
 1.439377e-01  9.942514e-01  1.702473e+00  0.000000e+00  0.000000e+00  1.858937e-01  2.637608e-01 -7.627810e-02  1.051643e-02
 2.278341e-04 -1.409181e-03  1.768500e-05  9.421667e+01  1.000000e+00  2.515919e+02  4.752086e+01  6.318983e+01  2.505818e+02
5 -2.983543e-02 -1.053712e-02  6.465397e-01  2.532189e-01  1.000000e+00  1.213200e+01 6 1 -1.000000e+00
 1.023210e-01 -3.030289e-01  2.311903e+00  1.066016e+00  0.000000e+00  3.342828e-01  8.979838e-02 -5.071013e-02  1.757841e-02
-1.740808e-01 -9.500898e-02 -1.241926e+00  5.929403e+00  5.000000e-01  5.540555e-01 -5.280117e-01 -8.516286e-01  9.655895e-02
 1.432584e-01  6.493550e-02 -6.555643e-01  1.008850e+01  5.000000e-01  6.769506e-01 -7.838959e-01 -1.007607e+00  1.796639e-01
-1.944428e-01  2.713793e-01  2.226682e+00  0.000000e+00  0.000000e+00  3.255391e-01 -6.121851e-02  4.528764e-02  1.755760e-02
 3.108465e-04  9.216749e-05  1.113896e-04  1.826321e+01  1.000000e+00  9.820664e+01 -1.999348e+01 -8.478986e+00  9.660519e+01
1 -3.396558e+00 -6.826830e+00  0.000000e+00  5.509260e+00  0.000000e+00  1.140070e+01 0 2 -1.000000e+00
-2.896087e+00 -1.304305e+01  3.386597e+00  0.000000e+00  0.000000e+00  3.832376e-01  2.516185e-01 -1.476562e-01  4.873024e-04
3  1.720263e-01 -6.787129e-02  1.651812e+00  9.000344e-01  4.892109e-01  9.999930e+00 6 1 -1.000000e+00
-5.636213e-01  3.723802e-01 -1.438969e+00  1.568483e+01  5.000000e-01  3.908324e-01 -2.303453e-01  1.006463e+00  1.075395e-01
 1.086433e+00  2.961963e-01  2.941409e+00  0.000000e+00  0.000000e+00  3.038808e-01 -3.784318e-01 -3.739303e-02  7.266012e-02
-2.030647e-03  3.119291e-04  1.818491e-04  3.368978e+01  1.000000e+00  7.722504e+01 -1.357270e+01 -1.126826e+01  7.609974e+01
1 -6.123389e-01 -6.317678e-01  0.000000e+00  1.916675e-01  0.000000e+00  8.084720e+00 0 2  3.288129e-01
-6.649235e-02  3.788321e-01  3.216645e+00  0.000000e+00  0.000000e+00  3.432240e-01  3.466854e-01  1.676593e-02  5.778105e-04
3  1.848400e-01  2.972703e-01  9.743935e-01  4.137891e-01  1.741892e-01  1.065250e+01 6 1 -1.000000e+00
 4.109804e-01  6.919951e-01  1.575877e+00  0.000000e+00  0.000000e+00  2.011901e-01  4.879145e-02 -3.390065e-02  4.857805e-03
-1.018309e-01 -1.365381e-01 -2.745008e-01  8.630260e+01  5.000000e-01  7.756368e-01  5.861793e-01 -1.830221e+00  3.546159e-01
-1.421613e-03 -1.900870e-03  7.706945e-05  9.738641e+01  1.000000e+00  1.181586e+02  3.508594e-01 -2.739877e+01  1.170976e+02
1  1.515952e-02 -2.097707e-02  0.000000e+00  4.255177e-02  0.000000e+00  1.097550e+01 0 2 -1.000000e+00
 1.830060e-02 -8.372844e-02  6.657519e+00  0.000000e+00  0.000000e+00  4.937452e-01  1.751079e-01  2.746362e-01  1.236372e-01
3  4.098919e-01 -1.973335e-02  1.859793e+00  1.046368e+00  3.245972e-01  7.576680e+00 6 1 -1.000000e+00
-5.892371e-01  1.673558e-01 -5.375163e-01  2.689207e+01  5.000000e-01  6.643429e-01 -1.084626e+00  8.925591e-01  4.941040e-01
 1.250421e+00  4.402817e-01  1.655948e+00  0.000000e+00  0.000000e+00  1.827523e-01 -2.311268e-01 -1.029108e-01  5.178425e-02
-8.709790e-03  9.278790e-04  4.718060e-04  3.661245e+01  1.000000e+00  5.049029e+01 -1.727997e+01  5.583591e+00  5.007432e+01
3  6.381068e-03  4.529423e-01  1.329138e+00  5.050807e-01  3.315958e-01  5.868040e+00 6 1 -1.000000e+00
 6.408825e-02 -3.048473e-01 -5.058954e-01  4.906372e+01  5.000000e-01  5.724919e-01  1.461669e+00  1.515925e-01  2.712735e-01
-8.930694e-02  1.015410e+00  1.525639e+00  0.000000e+00  0.000000e+00  1.635899e-01  2.019171e-01 -5.786285e-02  8.482403e-03
 2.340667e-03 -5.434286e-03  2.225719e-04  5.742468e+01  1.000000e+00  7.838443e+01  1.044088e+01  3.723451e+01  7.754116e+01
1  2.509412e+00  1.171258e+00  0.000000e+00  1.283522e+00  0.000000e+00  9.430350e+00 0 2  2.891691e-01
-2.122789e+00  7.842685e-01  3.754351e+00  0.000000e+00  0.000000e+00  3.682944e-01 -2.309048e-01  2.817397e-01  7.927819e-03
2 -2.019897e-01 -7.669660e-02  1.971643e+00  9.780751e-01  6.384623e-01  1.534530e+01 6 3 -1.000000e+00
-9.278048e-01 -9.446944e-01  3.345287e+00  0.000000e+00  0.000000e+00  3.554945e-01 -7.800762e-02 -3.322259e-01  8.697555e-03
 8.138196e-01 -2.050729e-02 -2.135839e+00  7.355535e+01  5.000000e-01  5.498790e-01 -8.132349e-01  9.725189e-02  2.751669e-02
3  1.437553e-02  3.038274e-01  8.711008e-01  3.955808e-01  1.916120e-01  4.935580e+00 6 1 -1.000000e+00
 1.708186e-01  6.523241e-01  1.762513e+00  0.000000e+00  0.000000e+00  2.059685e-01  2.511621e-01 -5.665453e-03  1.693604e-02
 1.380362e-03 -2.021391e-01 -3.377188e-01  3.040353e+01  5.000000e-01  6.926350e-01  1.742680e+00  1.363215e-01  3.887613e-01
-1.911210e-04 -3.621801e-03  2.394258e-04  3.578339e+01  1.000000e+00  6.720085e+01  1.424089e+01 -1.758110e+00  6.645047e+01
3  3.050406e-02  3.574691e-02  2.431270e-01  1.085730e-01  1.365280e-01  1.099850e+01 6 3 -1.000000e+00
-4.171897e-02 -6.647274e-02 -9.946118e-01  2.964420e+00  5.000000e-01  9.788969e-01  3.308431e-01 -9.467870e-01  5.283092e-01
 1.279777e-01  1.076358e-01  7.285037e+00  0.000000e+00  0.000000e+00  4.215004e-01 -1.128335e-01 -4.297241e-01  7.751979e-02
-2.343230e-03 -3.851050e-03  1.174475e-02  3.435133e+00  1.000000e+00  1.124597e+01  2.792193e+00 -3.469759e+00  1.038641e+01
3  9.448536e-02  7.233717e-02  4.495029e-01  2.030295e-01  3.118083e-01  5.658530e+00 6 1 -1.000000e+00
-8.372448e-02 -9.386586e-02 -6.162176e-01  2.016104e+01  5.000000e-01  5.900486e-01  2.581588e-01 -1.313095e+00  2.664757e-01
 3.212905e-01  1.011104e-01  1.976271e+00  0.000000e+00  0.000000e+00  2.427127e-01 -1.061642e-01 -2.370859e-01  2.142869e-02
-1.472080e-03 -1.165974e-03  4.717078e-04  2.531191e+01  1.000000e+00  4.737378e+01 -5.703567e-01 -5.499637e+00  4.660067e+01
3  2.048204e-01 -8.406547e-02  5.440462e-01  2.304680e-01  1.087421e-01  7.980980e+00 6 1 -1.000000e+00
 4.289492e-01 -9.177083e-02  1.905978e+00  0.000000e+00  0.000000e+00  2.274252e-01 -2.036983e-01  1.752534e-01  1.293628e-02
-2.440706e-03  1.197010e-03  2.601326e-04  4.257804e+01  1.000000e+00  6.528793e+01 -7.876948e+00  1.505653e+01  6.453256e+01
-9.646161e-02  4.940221e-02 -2.072601e-01  3.800520e+01  5.000000e-01  9.074005e-01 -1.290136e+00  1.780163e+00  5.437111e-01
3  1.855055e-01 -3.104554e-01  9.584093e-01  3.758614e-01  2.370545e-01  7.877550e+00 6 1 -1.000000e+00
 4.891398e-01 -5.823906e-01  1.908780e+00  0.000000e+00  0.000000e+00  2.193763e-01  1.235707e-01  2.649694e-01  6.404785e-03
-6.305426e-02  2.009548e-01 -4.524848e-01  1.145183e+02  5.000000e-01  5.909477e-01  1.078207e+00  1.102185e+00  2.540834e-01
-1.300385e-03  6.198166e-03  9.677667e-04  1.278500e+02  1.000000e+00  3.476726e+01  6.698230e+00 -7.877476e+00  3.407155e+01
1  3.352624e-02  6.000103e-02  0.000000e+00  5.722073e-02  0.000000e+00  5.735780e+00 0 2  2.914422e-01
 1.234878e-01 -8.384669e-02  3.505331e+00  0.000000e+00  0.000000e+00  4.003787e-01 -1.089636e-01  2.497857e-01  7.843116e-03
3 -2.904396e-02 -6.497147e-02  2.881538e-01  1.806190e-01  3.613051e-01  5.358400e+00 6 1 -1.000000e+00
-1.723890e-02 -2.063640e-01  2.262080e+00  0.000000e+00  0.000000e+00  2.444414e-01  3.065911e-01 -1.865468e-01  1.730581e-02
 5.538239e-02  7.248856e-02 -8.173011e-01  5.948767e+00  5.000000e-01  4.742524e-01  3.505212e-01 -1.173493e+00  1.581820e-01
 4.052895e-04  7.332515e-04  3.528416e-04  8.157416e+00  1.000000e+00  5.457556e+01 -5.985759e+00  6.147939e-01  5.379125e+01
