# num_image x_src y_src, sep, ein, fr, zs, fs, flag_out, frac_sh_trunc
# x_img, y_img, mag, delay, n_i, kappa, gamma1, gamma2, kappa*
# zmin, zmax, log10Mhmin, log10Mhmax, log10mshmin, log10mshmax, n_bins: 0.10, 3.00, 10.00, 16.00, 9.00, 16.00, 100
3  4.280552e-01  4.166784e-01  2.833738e+00  1.220724e+00  7.149505e-01  9.311530e+00 6 1 -1.000000e+00
-4.417335e-01 -3.551637e-01 -2.749846e+00  7.875368e+01  5.000000e-01  1.113128e+00 -9.470925e-02 -6.062053e-01  4.914693e-01
 1.768226e+00  1.418575e+00  1.966004e+00  0.000000e+00  0.000000e+00  2.794681e-01  6.893937e-02 -7.594450e-02  2.446190e-02
-1.058130e-01 -8.570233e-02  1.432102e-01  7.983542e+01  1.000000e+00  4.244429e+00 -5.088930e-01 -1.812348e+00  3.187409e+00
5  5.226348e-01 -7.158778e-01  4.888118e-01  2.749324e-01  1.000000e+00  8.847590e+00 6 3  2.900801e-01
-3.359719e-01 -1.228669e-01  5.458907e+00  0.000000e+00  0.000000e+00  4.429721e-01 -3.524539e-01 -5.356721e-02  9.320809e-03
-1.226672e-01  3.169490e-01  8.271871e+00  4.133365e-01  0.000000e+00  4.608348e-01  1.507135e-01  3.835270e-01  9.335049e-03
 6.472343e-02 -3.100443e-02 -9.465514e-01  1.007725e+01  5.000000e-01  1.909175e+00 -8.334211e-01  1.090172e+00  5.547381e-01
-2.587241e-01  1.757646e-01 -1.039201e+01  5.749749e-01  5.000000e-01  5.231896e-01 -2.396323e-01  5.158995e-01  2.158319e-02
 2.415703e-02 -1.129995e-02  1.963198e-01  1.012412e+01  1.000000e+00  4.265016e+00 -1.496521e+00  1.824013e+00  2.223163e+00
3 -3.842408e-01  1.233512e-01  1.562589e+00  7.232298e-01  1.664559e-01  5.553130e+00 6 1 -1.000000e+00
 4.050545e-01 -1.356581e-01 -4.000602e-01  1.138105e+02  5.000000e-01  8.963146e-01 -1.432114e+00  6.778087e-01  4.709159e-01
-9.328462e-01  6.716250e-01  2.403401e+00  0.000000e+00  0.000000e+00  3.025553e-01 -1.649689e-01  2.076952e-01  4.390386e-02
 4.060020e-03 -1.906143e-03  7.581535e-05  1.469264e+02  1.000000e+00  1.422692e+02 -4.678231e+01  6.766424e+01  1.410195e+02
3  1.223623e+00 -7.882898e-01  7.656510e-01  3.975846e-01  2.968706e-01  1.065270e+01 6 3  2.877904e-01
 2.101522e-01 -5.376233e-01  6.907454e+00  0.000000e+00  0.000000e+00  5.353065e-01  6.400999e-02  2.589818e-01  1.025088e-02
-1.581264e-01  1.336384e-01 -2.050620e+00  1.766551e+01  5.000000e-01  9.246465e-01 -2.110328e-01  6.699259e-01  8.167090e-02
-6.263256e-03  7.014734e-03  1.535802e-02  1.974943e+01  1.000000e+00  9.259867e+00  1.070703e+00  1.402303e+00  6.849559e+00
3 -2.263744e-02 -1.307019e-02  1.517134e-01  7.026533e-02  9.382342e-01  1.407750e+01 6 1 -1.000000e+00
-8.180980e-02 -6.222811e-02  2.941519e+00  0.000000e+00  0.000000e+00  3.412795e-01 -1.084960e-01 -2.866721e-01  3.206743e-02
 4.984830e-02  1.315822e-02 -2.759834e+00  1.425155e+00  5.000000e-01  5.921807e-01 -6.109027e-01 -3.942780e-01  1.982587e-01
 1.030677e-03  4.427327e-04  4.191373e-03  1.848392e+00  1.000000e+00  1.655964e+01 -1.782001e+00  5.844471e-01  1.569367e+01
3  4.705073e-02 -4.863778e-05  2.295910e-01  1.395778e-01  1.090962e-01  1.454090e+01 6 3 -1.000000e+00
 1.656505e-01 -2.485435e-02  8.708974e+00  0.000000e+00  0.000000e+00  4.937505e-01 -3.580229e-01  1.152567e-01  3.489661e-02
-6.290225e-02 -3.044009e-03 -9.501161e-01  5.131285e+00  5.000000e-01  1.070105e+00 -1.021482e+00 -1.182885e-01  3.521678e-01
-3.028855e-03 -1.424594e-05  5.764881e-03  5.761929e+00  1.000000e+00  1.545197e+01 -5.947538e+00 -1.490999e-01  1.395660e+01
3 -1.360282e-01 -3.032653e-02  6.152574e-01  2.181209e-01  8.381039e-01  1.373640e+01 6 1 -1.000000e+00
-4.182156e-01 -1.708513e-01  1.840032e+00  0.000000e+00  0.000000e+00  2.424361e-01 -1.719276e-01 -2.958210e-02  4.245393e-02
 1.561280e-01  4.976408e-02 -2.195470e+00  7.724255e+00  5.000000e-01  6.793547e-01 -7.115711e-01 -2.279546e-01  3.704461e-01
 1.137495e-02  5.568571e-03  1.980817e-02  8.462543e+00  1.000000e+00  8.444374e+00 -1.937319e-01 -2.212910e+00  7.877003e+00
2 -1.623334e+00  2.621726e+00  2.466323e+00  8.866041e-01  7.954452e-01  7.284690e+00 6 1  2.798350e-01
-2.294324e-01 -5.807815e-01 -2.578852e+00  2.415060e+02  5.000000e-01  6.467674e-01  6.130599e-01 -3.697301e-01  3.333089e-02
 1.308830e+00  1.347041e+00  2.051335e+00  0.000000e+00  0.000000e+00  3.015533e-01 -1.296004e-02  1.313207e-02  9.878299e-04
3 -4.656073e-01  1.222145e-01  3.323853e-01  1.347573e-01  4.292838e-01  3.048060e+00 6 1  2.686084e-01
 1.986340e-01 -5.423891e-02  2.821566e+00  0.000000e+00  0.000000e+00  1.857256e-01 -4.771599e-01  2.845138e-01  1.961075e-02
-1.195462e-01  4.189333e-02 -1.211252e+00  2.123006e+01  5.000000e-01  2.774364e-01 -9.249228e-01  7.015752e-01  7.622672e-02
-1.808619e-04  6.840731e-05  1.986705e-05  4.443381e+01  1.000000e+00  2.267480e+02  2.502368e+01 -1.176364e+00  2.260626e+02
1 -4.919039e-01 -2.652131e-01  0.000000e+00  1.082055e-01  0.000000e+00  9.193420e+00 0 2  3.114238e-01
 1.679926e-01  9.971219e-02  3.098839e+00  0.000000e+00  0.000000e+00  4.075300e-01 -1.130197e-01 -1.246824e-01  9.160773e-03
3  2.150871e-01 -8.939178e-01  2.414380e+00  1.190577e+00  2.398191e-01  6.002010e+00 6 1  2.741418e-01
 1.584302e+00 -1.183994e+00  2.197355e+00  0.000000e+00  0.000000e+00  2.615108e-01 -1.620263e-01  2.530241e-01  1.391094e-03
-4.354018e-01  1.388924e-01 -5.269676e-01  4.124247e+02  5.000000e-01  1.309407e+00 -1.239052e+00  6.768544e-01  6.232753e-02
-4.323503e-03  2.659181e-03  8.330375e-05  4.463242e+02  1.000000e+00  1.156695e+02 -2.181196e+00  3.376482e+01  1.088707e+02
2 -4.603190e-01  1.955391e-02  3.759966e+00  1.670602e+00  3.066852e-01  1.643440e+01 6 3 -1.000000e+00
-2.511677e+00  3.314480e-01  3.139584e+00  0.000000e+00  0.000000e+00  4.032536e-01 -1.938204e-01 -5.131508e-03  9.771399e-04
 1.229949e+00 -3.947612e-02 -1.023715e+01  4.082828e+02  5.000000e-01  7.556847e-01 -3.948964e-01 -3.781780e-02  7.036045e-03
2  1.247592e-01  2.360944e-01  6.665040e-01  2.788783e-01  1.179072e-01  5.813140e+00 6 1 -1.000000e+00
 2.012310e-01  4.641973e-01  1.650303e+00  0.000000e+00  0.000000e+00  1.758089e-01  1.583181e-01 -2.197200e-01  3.967414e-03
-8.040311e-02 -1.398804e-01 -1.945825e-01  8.882066e+01  5.000000e-01  3.743424e-01  1.167317e+00 -2.041574e+00  1.175033e-01
5  1.748911e-01  5.311580e-02  1.120694e+00  5.771782e-01  1.000000e+00  1.692430e+01 6 1 -1.000000e+00
 3.977937e-01 -4.664272e-01  2.000534e+00  6.213837e-01  0.000000e+00  2.542539e-01 -1.638627e-01  1.715219e-01  3.192829e-02
-2.119383e-01 -4.791319e-02 -2.775614e-01  2.589552e+01  5.000000e-01  1.332509e+00 -1.662639e+00 -9.741659e-01  8.754209e-01
 4.478400e-01  1.034755e-01 -1.544957e+00  5.787961e+00  5.000000e-01  5.212628e-01 -8.055301e-01 -4.770510e-01  1.776007e-01
 8.829531e-02  6.106822e-01  2.051696e+00  0.000000e+00  0.000000e+00  2.628706e-01  5.666182e-02 -2.296684e-01  2.088609e-02
-9.191239e-03 -1.729531e-03  2.524304e-03  2.996721e+01  1.000000e+00  2.392407e+01 -1.096043e+01 -3.038606e+00  2.298237e+01
3  3.729884e-01  2.532535e-01  1.121478e+00  4.065855e-01  1.373203e-01  1.134200e+01 6 1 -1.000000e+00
 9.014716e-01  3.794911e-01  1.674981e+00  0.000000e+00  0.000000e+00  2.143112e-01 -4.901464e-03 -1.423410e-01  6.121789e-03
-1.147189e-01 -9.492346e-02 -2.300089e-01  9.819777e+01  5.000000e-01  1.272082e+00 -3.759066e-01 -2.068908e+00  7.359266e-01
-1.115768e-02 -8.765508e-03  3.149161e-03  1.008699e+02  1.000000e+00  1.956378e+01 -3.787128e-01 -5.188983e+00  1.858280e+01
3 -6.314881e-02  2.637482e-01  1.064206e+00  4.327925e-01  2.975591e-02  1.084060e+01 6 2 -1.000000e+00
 7.071265e-02 -3.230764e-01 -3.758437e-01  8.277293e+01  5.000000e-01  9.325436e-01  1.451520e+00  7.472087e-01  3.810168e-01
 5.044280e-02  7.409366e-01  1.263089e+01  0.000000e+00  0.000000e+00  3.884905e-01  5.429185e-01  3.521380e-03  3.866294e-02
 4.052005e-04 -2.202220e-03  4.814863e-05  1.164517e+02  1.000000e+00  1.672582e+02  7.887985e+01  2.550941e+01  1.653448e+02
