mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[1.82719, -0.393433, 0.000129455]","[0.0, 14416910.0, 16647260.0]","[0.0,0.5,1.0]",28415,1.6827793064221406,1.4908007094563458,0.0308665474441911,0.0223319633398832,33259.188505384416,3.680881868201928,155.44155037947533,0.3878618019303489,-1.0,0.923,0.5242867300355771,0.24332338036965728,0.0,0.0,0.0
"[2.2601, -0.276945, 4.48881e-06]","[0.0, 10509160.0, 14703600.0]","[0.0,0.5,1.0]",27971,1.5083546199300135,1.4344677601909628,0.0001420680614858,0.0038479465391145,31600.427518764423,3.526129383272798,185.87701221202045,0.2686387176070628,-1.0,1.109,0.4278909242822657,0.0,0.0,0.0,0.0
"[-0.560762, 5.68313, 0.00133019]","[3530497.0, 0.0, 4334361.0]","[0.5,0.0,1.0]",36203,1.7413317883913884,1.483545931986599,0.0112771968221768,0.025343314734873,51156.54445764604,5.302574487827059,92.43478531839872,0.0699611525079439,-1.0,1.042,0.17483601626987322,0.0,0.0,0.0,0.0
[3.04786],[0.0],[0.0],46855,1.350536239872276,1.1094380968051352,0.0115969578074449,0.0464511027634725,102927.16293449892,9.725568760338817,60.03122133493381,0.0974929395802874,0.916,0.916,0.17020435669695255,0.0,0.0,0.0,0.0
"[3.05405, -0.255912, 0.00103039]","[0.0, 19396390.0, 20640600.0]","[0.0,0.5,1.0]",47168,1.644969883348023,1.4545357509519563,0.0373054660733392,0.0271589349067205,101831.6302356847,9.63445759186947,41.18443154592866,0.1646800961480211,-1.0,0.676,0.2877923088240948,0.08347549280443932,0.0,0.0,0.0
"[3.50157, -0.863677, 0.00131143]","[0.0, 1756351.0, 2109215.0]","[0.0,0.5,1.0]",40488,1.1725376915667791,1.1047306916562802,0.0491260338064398,0.0458294706893538,71598.64569515901,7.08323540997661,108.43171297233502,0.1348928196093167,-1.0,1.263,0.28187624057340815,0.0,0.0,0.0,0.0
"[1.40145, -0.935714, 0.000350481]","[0.0, 2967213.0, 3807263.0]","[0.0,0.5,1.0]",49639,1.6031093872241875,1.5771070574107071,0.0335657339286861,0.0190530465001571,120139.316231252,11.147424241770429,31.49423656700771,0.0957394960902876,-1.0,0.729,0.11333914738687127,0.09262836971803025,0.0,0.0,0.0
"[2.13087, -0.246245, 8.00754e-06]","[0.0, 11006680.0, 13965130.0]","[0.0,0.5,1.0]",22741,1.5998618837236471,1.5884003752746017,0.0027346655432243,0.0224108574615004,23776.86382492855,2.781405199789881,219.32949323711128,0.8822592083757268,2.066,2.066,1.36026031422507,0.0,0.0,0.0,0.0
"[3.20175, -0.0185237, 7.17264e-05]","[0.0, 156130200.0, 157390500.0]","[0.0,0.5,1.0]",47340,1.864502378198725,1.779255341229962,0.0128601923478497,0.0097450082163029,100220.46756811392,9.500318062282142,32.020003644964255,0.1374806729140937,-1.0,1.536,0.2460001422696988,0.018747558603324967,0.0,0.0,0.0
"[3.34339, -1.03853, 7.09951e-06]","[0.0, 878193.8, 2231429.0]","[0.0,0.5,1.0]",25830,1.781668891304622,1.2242814539965194,0.0484912713401175,0.0062871879183154,28229.16121338136,3.20847470743431,209.6305887513745,0.6533007568472896,-1.0,1.602,1.3675579400016684,0.0,0.0,0.0,0.0
[3.46397],[0.0],[0.0],38219,1.6637894947392498,1.6125274864515764,0.0246799129177641,0.0209525191919342,59769.75555873453,6.060038289779975,74.05508697567043,0.1895257197565102,0.963,0.963,0.35274041025682873,0.0,0.0,0.0,0.0
"[2.31406, -1.64644, 2.84483e-05]","[0.0, 5079658.0, 6347515.0]","[0.0,0.5,1.0]",49046,1.5351293843491058,1.343116724081859,0.000685487434327,0.0248692144785648,142609.30817704528,12.980594077411578,29.55412098155099,0.0662013617944547,1.605,1.605,0.10070574134268129,0.08494613617165528,0.0,0.0,0.0
"[2.15663, -0.348529, 7.19878e-05]","[0.0, 62815450.0, 65409450.0]","[0.0,0.5,1.0]",50363,1.4097393250390835,1.1319338883221253,0.0331733244991352,0.0385188744217487,169926.2707493859,15.181690495936769,28.71334131731909,0.048281195031075,-1.0,0.651,0.07090319933228308,0.028503452742073505,0.00040964481449297537,0.0,0.0
[3.66945],[0.0],[0.0],43059,1.5054799920282735,1.4611633999207307,0.0001853648747787,0.0219819241705848,75914.5296426505,7.452480939557985,64.73182701737959,0.1383043550552506,-1.0,0.951,0.26493317427222696,0.0,0.0,0.0,0.0
"[-0.36726, 1.65929, 0.00294904]","[5597282.0, 0.0, 5810370.0]","[0.5,0.0,1.0]",27352,1.464639661637834,1.1615167793737389,0.0488894601032076,0.0487123668176329,32179.9245599653,3.5803017931445,223.13650117549628,0.1875886129714798,-1.0,1.083,0.26723965188358123,0.0,0.0,0.0,0.0
"[3.22894, -0.208842, 0.000159571]","[0.0, 25394510.0, 27834500.0]","[0.0,0.5,1.0]",47543,1.85208194303364,1.4448103202984843,0.0400472884246573,0.0458161423255268,99395.11416946173,9.431533862450872,38.817460719266506,0.1203172951860414,-1.0,1.506,0.21620117387712418,0.05500508440186333,0.0,0.0,0.0
"[1.93715, -0.37682, 0.00992415]","[0.0, 21006350.0, 21442190.0]","[0.0,0.5,1.0]",35847,1.628444704341964,1.4099298820318933,0.0330553323169075,0.0112761862123568,50487.56899062677,5.243223753832783,103.57905163534764,0.2531095841830794,-1.0,2.012,0.3522818073627527,0.15740570430820325,0.0,0.0,0.0
"[1.43634, 0.000544785, -0.200418]","[0.0, 4944812.0, 4461956.0]","[0.0,1.0,0.5]",15634,1.392765736024422,1.374650341636771,0.0268369236281245,0.0482708257516323,16073.202885224424,2.01452043253482,405.1672234047832,1.24362557819894,-1.0,1.431,1.5913076333890275,0.0,0.0,0.0,0.0
"[2.29574, -0.488828, 1.82206e-05]","[0.0, 30256730.0, 36051640.0]","[0.0,0.5,1.0]",37454,1.3967705203502272,1.1725519322070714,0.0455605862501465,0.012189859479003,58497.39227190517,5.948872750731172,114.8687730585059,0.2706577559050926,-1.0,1.951,0.4100925005018905,0.18923724099982236,0.0,0.0,0.0
"[-1.43862, 2.42062, 0.00298102]","[287400.5, 0.0, 339296.4]","[0.5,0.0,1.0]",46300,1.882169411189056,1.441545240836202,0.0042331287327591,0.0104632765680123,103310.63191350624,9.757441728368589,36.46834957989543,0.1686661051284297,-1.0,0.377,0.3314716405930581,0.0,0.0,0.0,0.0
"[2.43096, -0.411077, 6.99831e-06]","[0.0, 3670030.0, 5075697.0]","[0.0,0.5,1.0]",15945,1.0427216004364896,1.036110793936884,0.0064895790835024,0.0382063542480604,16831.025558555342,2.092001439324389,625.6661146085981,0.5819074456242365,0.472,0.472,0.9810006895356902,0.0,0.0,0.0,0.0
[3.48871],[0.0],[0.0],46621,1.840663905008697,1.7653006364094874,0.0166210951413352,0.0257042381134819,105365.85342221556,9.92810452516973,30.48007980756365,0.1865727325088614,-1.0,0.255,0.34848220593625345,0.0,0.0,0.0,0.0
"[3.3543, -1.41627, 0.000174095]","[0.0, 8650791.0, 11954390.0]","[0.0,0.5,1.0]",12770,1.0821998046418648,1.0313460944291666,0.0284541757267263,0.0306236383331469,13952.291627994466,1.7945703028293818,720.7928542092465,1.0291492354051432,-1.0,0.75,2.2478711654157673,0.0,0.0,0.0,0.0
"[3.10516, -1.78532, 0.000191008]","[0.0, 12553030.0, 17756640.0]","[0.0,0.5,1.0]",47273,1.2928700186546347,1.267082159650207,0.012644290804822,0.0069136189065798,111507.81191777089,10.436559083197665,49.99603197460154,0.1046553434561097,-1.0,1.008,0.1844180386411706,0.13983614485687534,0.0014463959127726134,0.0,0.0
"[-1.30016, 2.56432, 0.000112711]","[4435309.0, 0.0, 5222292.0]","[0.5,0.0,1.0]",41266,1.5253752366687685,1.3585558877051152,0.021010475156774,0.0482030288414884,65805.34070003292,6.584310011066933,81.5437769349392,0.3194011596789937,2.155,2.155,0.6278969216086315,0.0,0.0,0.0,0.0
"[1.81166, -0.228187, 0.00302417]","[0.0, 8732128.0, 9195759.0]","[0.0,0.5,1.0]",15157,1.0537740738909345,1.051067863954353,0.0086099344355249,0.0090921693447279,16205.018565841316,2.0280371552262646,634.5557043448332,0.9803241383960276,-1.0,1.502,1.4011679218969386,0.0,0.0,0.0,0.0
"[2.15644, -0.273612, 0.00247122]","[0.0, 3048398.0, 3236662.0]","[0.0,0.5,1.0]",43976,1.472475009847659,1.3713101809192272,0.0414536316796194,0.0133468394723171,91979.87503281278,8.811378902055457,54.23447075984007,0.0895927935945275,-1.0,0.787,0.13973383416068053,0.0,0.0,0.0,0.0
"[-0.380881, 3.13189, 0.000109981]","[5181704.0, 0.0, 6633054.0]","[0.5,0.0,1.0]",13733,2.0479314422891592,1.8008451469249678,0.0300650791795696,0.0374747667367453,14663.99030522918,1.868924572907916,254.9729389882316,1.6267558709268763,-1.0,0.662,3.048976665883837,0.0,0.0,0.0,0.0
"[1.54973, -0.311737, 0.000176285]","[0.0, 4001772.0, 4559765.0]","[0.0,0.5,1.0]",29192,1.6931498765870414,1.3937929996220488,0.0493391586223914,0.0462823548245339,33367.410877725015,3.690945822868783,163.1393309576007,0.4201726412573841,-1.0,0.575,0.5732921628348014,0.0,0.0,0.0,0.0
[3.32394],[0.0],[0.0],6092,1.1623962281384363,1.139244674832158,0.0298398401547507,0.0360778107159264,8072.655194415411,1.151015414552098,966.8200362237056,1.4173424455051564,-1.0,0.415,2.5840527867774368,0.0,0.0,0.0,0.0
"[2.44965, -0.357343, 6.32997e-05]","[0.0, 23882900.0, 28752480.0]","[0.0,0.5,1.0]",26170,1.2615602287405343,1.0510603932008706,0.001607306536274,0.0268962762315775,29133.600841471776,3.2941346458040903,305.5506636454973,0.6004777337991728,-1.0,0.634,1.0060567276997583,0.0,0.0,0.0,0.0
"[-0.223701, 1.3771, 0.0256912]","[4850472.0, 0.0, 4870403.0]","[0.5,0.0,1.0]",26816,1.7540939254251904,1.704230492527001,0.0385995591610133,0.0341780784656774,29839.391037086218,3.360749842120885,151.05982183226376,0.749173892549332,-1.0,0.785,0.9554514569134411,0.0,0.0,0.0,0.0
"[6.00799, -2.0268, 7.06623e-05]","[0.0, 1929663.0, 3974724.0]","[0.0,0.5,1.0]",41299,1.178704900004237,1.0556193985053546,0.0052947980465752,0.0431655209164963,70070.74657407978,6.952030579550955,115.27002990508758,0.1163016664478671,0.87,0.87,0.3296667240904234,0.0,0.0,0.0,0.0
"[1.94393, -0.28291, 3.07198e-06]","[0.0, 19248910.0, 26736230.0]","[0.0,0.5,1.0]",35097,1.864043456742733,1.8245837543492232,0.0060966373269054,0.0013245625248359,47964.41053053886,5.018621046217225,79.28973073143828,0.2817504774960329,-1.0,1.304,0.39283029381324147,0.14986106343628555,0.0004938258872457798,0.0,0.0
"[2.48357, -0.549141, 0.000532212]","[0.0, 24233100.0, 25844390.0]","[0.0,0.5,1.0]",42473,1.6444467998131185,1.4665911305976425,0.0452391714835805,0.0157742964777687,82049.81118297997,7.974155303500812,54.28674156643766,0.1038362532718142,1.859,1.859,0.16363914876307012,0.07698414579539942,0.0,0.0,0.0
"[1.52373, -0.24655, 0.00595451]","[0.0, 8274505.0, 8480169.0]","[0.0,0.5,1.0]",19545,1.725105696791167,1.5570415557767745,0.0430527773820638,0.0090826466032921,20705.80398717568,2.4806713445916326,240.55179466506635,0.4189163022985173,-1.0,0.597,0.5583125795826297,0.0,0.0,0.0,0.0
"[1.84135, -0.583686]","[0.0, 4451350.0]","[0.0,0.5]",38231,1.4991371563467517,1.4192377371110303,0.0332180604066947,0.024467679242142,59815.74555742591,6.064051946086803,89.76441905218836,0.2581226628421972,-1.0,1.057,0.4019622159911764,0.0,0.0,0.0,0.0
"[1.37841, 0.000285547, -0.148689]","[0.0, 4772345.0, 4471574.0]","[0.0,1.0,0.5]",39058,1.759881804820126,1.7416226076024648,0.0320516081513077,0.0346357950275317,64115.98321030238,6.438053141846735,60.75640473437272,0.170583995081985,-1.0,1.048,0.21082032455355132,0.0,0.0,0.0,0.0
"[5.05744, 4.92043, -0.414389, -7.45392, 1.04418e-05]","[73829.36, 0.0, 18826530.0, 664375.8, 25398860.0]","[0.0,0.0,0.5,0.5,1.0]",42642,1.3642307385945769,1.147315572933218,0.0431165807219886,0.0498366827233474,78223.37540917154,7.649225475452115,82.8243118952216,0.1466516303229335,1.108,1.108,0.6122910172323415,0.09440532164687122,0.0,0.0,0.0
"[1.79285, -0.34953, 0.00826738]","[0.0, 3913668.0, 4055750.0]","[0.0,0.5,1.0]",26857,1.425836161774268,1.1931346647770682,0.0161619165191526,0.0345319318690776,29618.11459737729,3.339886213927392,243.8919222400292,0.333938113769949,-1.0,0.369,0.48972310502340666,0.0,0.0,0.0,0.0
"[-1.84347, 2.49892, 8.47273, -7.45428]","[1177830.0, 0.0, 796620.6, 806798.5]","[0.5,0.0,0.0,0.5]",37712,2.0448859066180782,1.9085139127773976,0.0372472261016716,0.0446518162806552,57812.25848265072,5.8889145833145,56.461362953853474,0.4102113134816048,-1.0,1.357,1.846834932265005,0.0,0.0,0.0,0.0
"[-2.45216, -1.24789, 4.64481, 0.00523523]","[3943630.0, 6913586.0, 3110130.0, 7780147.0]","[0.5,0.5,0.0,1.0]",37702,1.357323454353666,1.128197564425069,0.0405045669606814,0.0422839875214261,54307.25786638433,5.581046724952188,133.03192276582604,0.2282349268495979,0.537,0.537,0.6595197714682183,0.0,0.0,0.0,0.0
"[2.21199, -0.311631, 0.00143397]","[0.0, 14676690.0, 15538310.0]","[0.0,0.5,1.0]",36358,1.3566137917481418,1.231492589648171,0.0494025721579914,0.0033166339221607,50789.648801183386,5.270033876777615,133.97786566878602,0.2132894602988174,-1.0,0.568,0.3172203025132373,0.11934016475423335,0.0,0.0,0.0
[3.04924],[0.0],[0.0],41562,1.6619201505169994,1.4917069343983484,0.030193522481687,0.0183212265343094,78958.16555720495,7.711729525313352,55.741587696622894,0.2317123989501444,0.62,0.62,0.40461788688814226,0.0,0.0,0.0,0.0
"[-0.548034, 1.7938, 0.000421854]","[1349143.0, 0.0, 1684408.0]","[0.5,0.0,1.0]",17242,1.6062037158932552,1.4578506609167274,0.0471501114855867,0.0122100918319471,18700.91797932837,2.2810180013102515,297.58725445207165,0.608211915520512,-1.0,0.916,0.9308336840744349,0.0,0.0,0.0,0.0
"[3.64203, -0.213537]","[0.0, 207515600.0]","[0.0,0.5]",46979,1.2159537951323716,1.2155951479057017,0.0395748343603768,0.0148217592074626,113052.6613828701,10.56409409348574,53.47028147643802,0.1459357686674023,-1.0,1.18,0.2785053289135348,0.0674370118650716,0.0,0.0,0.0
"[-0.410393, 1.92716]","[10258790.0, 0.0]","[0.5,0.0]",44408,1.5593553466682546,1.4730280374657378,0.0125319508518976,0.0081938223468683,84656.55868040206,8.194744301942933,54.27285798732096,0.1385976586712038,-1.0,2.737,0.08878832561078023,0.19240430287763863,0.0,0.0,0.0
"[1.81414, -0.48912, 0.00102125]","[0.0, 16934730.0, 18508180.0]","[0.0,0.5,1.0]",22649,1.6185183867118065,1.2580520058038789,0.0088580644111899,0.0233901985152826,23788.643855652488,2.782548516807372,264.36955998638734,0.8343382925453068,-1.0,0.586,1.2665137796887045,0.0,0.0,0.0,0.0
"[1.42857, -0.22027, 0.00468267]","[0.0, 29340250.0, 29708040.0]","[0.0,0.5,1.0]",41437,1.0702548011254844,1.0513766972586691,0.0420338468674412,0.0241740250151314,79499.68134202131,7.757759426666607,106.66770667980714,0.0717064990132035,1.282,1.282,0.08570561624294902,0.03400980134798026,0.0,0.0,0.0
"[-1.78756, 2.65156, 0.000955284]","[1011353.0, 0.0, 1501595.0]","[0.5,0.0,1.0]",19177,1.6183492932453143,1.4411719386380517,0.0497033741783826,0.0120530040947784,19799.239006119045,2.390748758794952,282.6922711929127,0.524636893569274,-1.0,0.831,1.1054879034512113,0.0,0.0,0.0,0.0
"[3.53363, -0.514107]","[0.0, 7604217.0]","[0.0,0.5]",44144,1.4545495916702325,1.3420676042031932,0.0255122368151908,0.0156828545783434,88690.31808895561,8.534934759999807,58.50891739587169,0.1774216255336639,-1.0,1.12,0.33351632034021733,0.1272135325378361,0.0,0.0,0.0
"[-0.577377, 4.29065, 0.000298783]","[7455614.0, 0.0, 8591257.0]","[0.5,0.0,1.0]",29258,1.2917259082990422,1.119227982313521,0.0404482656382745,0.0461738087512516,33271.14121956666,3.68199349236693,246.017623417704,0.2076621382734183,1.567,1.567,0.4581916158995528,0.0,0.0,0.0,0.0
"[-1.10584, 1.65285, 0.00333568]","[4322963.0, 0.0, 4797074.0]","[0.5,0.0,1.0]",33005,1.4584688105621757,1.1002504307406669,0.0209657654019206,0.049241857631861,43577.44784535431,4.625062816002678,166.51374198924236,0.1888676435610327,-1.0,0.467,0.31388561854466945,0.0,0.0,0.0,0.0
[3.04575],[0.0],[0.0],25047,1.459918876731178,1.3986374265996755,0.0291629013793983,0.0429599632025783,27683.345194837548,3.156613756471432,224.8152597881055,0.459988881022995,-1.0,1.495,0.8027761481274062,0.0,0.0,0.0,0.0
"[-1.0109, 2.40453, 0.0121595]","[4780779.0, 0.0, 5210057.0]","[0.5,0.0,1.0]",22706,1.1337154618258032,1.1216189952333622,0.0188427716427152,0.0123188124248182,24359.871419719948,2.837884645774798,381.0171766600451,0.6784662694527173,-1.0,0.343,1.256095509649142,0.0,0.0,0.0,0.0
"[2.26939, -0.451891, -2.44489, 2.72918, 0.000367621]","[0.0, 515986.7, 117346.7, 61394.73, 741217.6]","[0.0,0.5,0.5,0.0,1.0]",41967,1.3332817315078824,1.298924558711921,0.0009879582489334,0.0170798018807733,81928.24971859364,7.963853615276482,71.63958285307976,0.1951536236444079,-1.0,0.909,0.5483684389545657,0.0,0.0,0.0,0.0
"[1.97591, -1.8271, 2.59558, -0.609264, 0.0972093]","[0.0, 853955.0, 548358.4, 1766597.0, 1777880.0]","[0.0,0.5,0.0,0.5,1.0]",49212,1.0442669262970976,1.043186737304797,0.0033800888153559,0.0115875529125804,117504.81268613128,10.930887430950367,65.45673079863496,0.085103170531979,2.372,2.372,0.22684526357671664,0.0,0.0,0.0,0.0
"[-1.53, 1.9386, 0.000954672]","[5218221.0, 0.0, 6509789.0]","[0.5,0.0,1.0]",21860,1.5776629631437384,1.550384539992239,0.0388469842808729,0.0008917381597346,23078.797715311503,2.7135350823612683,233.36466196234304,0.485134260250386,-1.0,0.716,0.9036470045561878,0.0,0.0,0.0,0.0
"[5.04102, -3.75708, -5.62872, 6.68733, 0.0065479]","[0.0, 1031009.0, 623219.6, 394626.2, 2231057.0]","[0.0,0.5,0.5,0.0,1.0]",19919,1.3985205992340233,1.2096661111417053,0.0139946406560807,0.0364487178993686,21254.944387810443,2.534871335372608,344.77255177898525,0.7818582830863233,1.135,1.135,3.5932064767212637,0.0,0.0,0.0,0.0
"[2.04468, -0.266363, 9.58864e-06]","[0.0, 8627154.0, 11442350.0]","[0.0,0.5,1.0]",19803,1.7801240377586796,1.6612100490520374,0.0427018560717026,0.0024320092527072,20578.20613613202,2.4680484001806136,223.32417490828587,0.5764389625761143,-1.0,1.305,0.8763109569837492,0.0,0.0,0.0,0.0
"[-0.868127, 4.22567, 0.000466777]","[8321191.0, 0.0, 11089460.0]","[0.5,0.0,1.0]",10869,1.8064551217754687,1.66656345628092,0.0301991214683313,0.0138209211905302,12627.69534921166,1.654524058368006,343.54667637341413,1.1278246333130957,-1.0,0.518,2.5455538589379607,0.0,0.0,0.0,0.0
"[2.98663, -0.547591, 0.00497093]","[0.0, 1426287.0, 1600741.0]","[0.0,0.5,1.0]",47878,1.7176970140227612,1.4929358552170735,0.0351913734603682,0.0453098805670057,99008.92975731466,9.399333543708863,40.356192394507296,0.1739781306395507,-1.0,1.469,0.3273005368353187,0.0,0.0,0.0,0.0
"[4.48743, -2.59784, -2.78648, 3.25624, 0.0162532]","[62712.17, 112231.5, 109281.6, 0.0, 200945.1]","[0.0,0.5,0.5,0.0,1.0]",43183,1.6060663254277436,1.31143795607485,0.0047609656868677,0.0030259251341181,74117.27141153459,7.298955976866274,69.31550061087992,0.132390794590394,-1.0,0.261,0.479982697066576,0.0,0.0,0.0,0.0
"[1.91222, -0.627542, 1.74425e-05]","[0.0, 11770750.0, 15688870.0]","[0.0,0.5,1.0]",34960,1.7754739583799612,1.6380467122243747,0.0277727103388246,0.0396460546982185,48329.93223221479,5.051233966295191,89.54964568539472,0.3463968953067106,2.92,2.92,0.47900816792136053,0.2744109422931128,0.0,0.0,0.0
