mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[4.80501, -0.519481, 0.121547]","[0.0, 3463836.0, 3480038.0]","[0.0,0.5,1.0]",26717,7.047029186585914,1.3876695074544223,0.2381782974511327,0.0317463328687345,43753.59261296317,4.640944862437327,40.4751227514728,0.7770804395733804,-1.0,0.396,1.8134530273920209,0.0,0.0,0.0,0.0
"[1.89358, -0.276486, 0.000427772]","[0.0, 2679564.0, 3246573.0]","[0.0,0.5,1.0]",8220,5.464924879992559,1.5148794585279028,0.1247956098285202,0.0168135075991036,13866.359071598044,1.7855533308531777,145.49337006036262,1.524006722022276,-1.0,0.374,2.2452574938617533,0.0,0.0,0.0,0.0
"[1.73235, 0.0313198, -0.174243]","[0.0, 10294590.0, 10273790.0]","[0.0,1.0,0.5]",25527,6.7595443010681056,1.0945768466122698,0.0079870547533465,0.0121562114710795,37479.23709277183,4.070588619091307,62.39480290120622,0.2121886248632541,-1.0,0.436,0.27928005315699844,0.09620427267603851,0.0,0.0,0.0
"[1.71098, -0.174848, 0.00369033]","[0.0, 7700519.0, 7855280.0]","[0.0,0.5,1.0]",28564,6.983210177762372,1.031879303953125,0.0241375175016737,0.0481387039074628,61349.51822281819,6.197738127853103,35.97511823341631,0.5368506705269104,-1.0,0.436,0.7022244819506628,0.2268397886476972,0.0,0.0,0.0
"[-2.96131, 3.41065, 0.000957917]","[6937465.0, 0.0, 9923412.0]","[0.5,0.0,1.0]",29777,7.802288331276816,1.7026653622924357,0.0017059024097965,0.0403851432621118,114310.43769840965,10.667828944966578,9.233339533517778,0.1013889874782321,0.618,0.618,0.18724462648779694,0.1744748053914751,0.003138012912608877,0.0,0.0
"[-1.15211, 2.40606]","[89547810.0, 0.0]","[0.5,0.0]",26834,4.639825598307857,1.2805420927326752,0.0487904032496483,0.0161283966893537,42643.0236399724,4.540692659012531,60.99919921439738,0.3657666820072432,-1.0,1.229,0.39260074175570836,0.5673582433610621,0.0,0.0,0.0
"[-0.433334, 1.94827, 0.00664826]","[5211869.0, 0.0, 5550356.0]","[0.5,0.0,1.0]",13801,6.037113662751819,1.017708237608718,0.2612508736164624,0.0287999582785486,18612.91751880255,2.27218735758816,150.4374495371307,1.1557883433342602,-1.0,0.498,1.786151977677649,0.0,0.0,0.0,0.0
"[2.08897, -0.693275]","[0.0, 2154347.0]","[0.0,0.5]",30107,6.114769000193534,2.163662468754556,0.1191706386719863,0.0210363628351897,185262.0712103021,16.406656123350043,4.545668136967151,0.0887976542224966,-1.0,1.541,0.12834164297813272,0.07393571257828291,0.0,0.0,0.0
"[2.08983, -0.33224, 0.00129023]","[0.0, 4061186.0, 4653377.0]","[0.0,0.5,1.0]",20600,8.256146378499425,1.9572303621424616,0.0165723778515911,0.0305069166267048,26013.07749954709,2.997090141853634,46.35615518606773,1.514130556017708,-1.0,1.911,2.188864125857304,0.8744418317695604,0.0,0.0,0.0
"[-0.620171, 5.02265, 8.94261e-05]","[6724096.0, 0.0, 8896954.0]","[0.5,0.0,1.0]",16749,6.56434468789162,1.7634425182499769,0.0576776130752502,0.0205981388046044,21915.987803625223,2.5998596068332507,71.97661833393568,1.5606047726803558,-1.0,1.132,3.4975134122578484,1.2290794780996428,0.0,0.0,0.0
