m1_source,m2_source,luminosity_distance,phase,a1,a2,tilt1,tilt2,phi12,phijl,z_merger,theta_s,phi_s,theta_l,phi_l,start_time,snr,duration_time
1.3464033358288907,1.1920452294415191,189.6625215107784,6.2261546651443975,0.0058438573227682,0.0207646400602525,0.5089813817923654,0.1729040664199568,4.490261551822485,2.2296817357565204,0.0416315338217187,2.442293119911982,3.389067976992007,0.3410845532281397,4.548256760497618,8766998.598404061,50.58673068926564,2759.9944032846656
1.8016787317761285,1.7231096419014351,268.5467567718079,4.674235370046542,0.0181873072525377,0.0154351935410608,0.93383953828414,1.8807727180458904,0.4186148855843347,4.254739795665191,0.0582450251647754,2.2173886377512018,4.108311883620654,1.5684334979396852,4.123576888062717,17240898.107174993,52.860710171499484,1550.4361370458068
2.0216526154277754,1.836376152700449,284.41944949141373,1.2955334329897348,0.0458921117440071,0.0121028973005261,1.9882161824894125,2.041500907060195,1.0620146632148422,4.086040115654022,0.0615479034476828,1.4612062827954055,6.207018934955291,2.594933562382332,2.090543225786986,21468390.482996404,61.24830762362276,1329.222975651242
1.4484731887946791,1.1776151412017797,293.35055861707934,1.5643672582756318,0.0175508774428498,0.0450965611332719,1.098644426720543,2.077106803583412,6.092154789584439,3.867663585884823,0.0634063383644629,2.849633178238026,4.678267410858249,0.8457286738587109,2.084162777478187,31227165.452497303,48.687189595763485,2537.468836685716
1.5931923542763955,1.1890718865433292,306.8561052469032,5.135086709451644,0.0171645546229036,0.0252596366319484,2.681340386335413,1.0689480286485544,5.652249547694701,2.6734391876706383,0.0661956082665614,0.9489671855433882,5.187108381334972,1.6879917592497855,5.718943720050386,1379054.204305915,27.674829362243315,2319.0236333266143
1.5051615378364265,1.4557114121617858,314.9279871845775,6.03298291056376,0.0402038527509574,0.0221552761815342,2.450785962915605,1.2353530035859002,0.2443958853934807,1.049806777001998,0.0678517263975328,2.526810114545603,2.4721117126604404,1.9619634961303647,1.0511021876882638,5386341.088606775,30.259315644806584,2041.7698758195304
1.1837296931208263,1.151584893092802,316.68275412805644,2.533070927555273,0.0374971675860387,0.0120286362468035,1.7109377425324526,0.7136499059339328,4.708602543756061,4.440410217993113,0.0682117541299951,1.2781816212591055,2.007350743813156,2.61681058684881,5.643737983318039,6165091.9506485285,27.39312702299841,3030.5019368462013
1.4885706101963896,1.3594328731206828,327.5821309472845,1.5532348758032324,0.0352009765117174,0.0017284963748151,1.3159201891348555,1.4733485273886278,5.1175479610283165,6.148836692082119,0.0704479929285785,1.894676166338388,5.995907770351585,0.8347892234470249,1.376133953845679,9282859.829220118,55.3720157479396,2173.471087386873
1.5730198419153518,1.1534092784110048,345.2851690930964,1.2218055742399432,0.0400477738598532,0.0154137816966989,2.0661276536373734,1.3186556994538765,3.799740158804328,0.1518509426179048,0.0740801474463146,2.397179913498076,3.366090312019791,0.3976870993380763,5.364618721266495,26603802.1966664,26.822271358281302,2375.7248299373305
1.078853246613561,1.0717028869469254,344.43813585829736,0.4652261733714339,0.0422391177048156,0.0367783187438453,2.0260820224664595,1.7268214788957388,3.574317871587894,4.649961561607498,0.0739063605762244,2.424563862322196,0.9675949996515444,1.938307838602476,3.444772563666511,27188668.93465136,7.461999201159545,3445.4529198536925
1.2791383271243624,1.1507975537883863,355.89101213956314,0.3184156480925225,0.0147719423338581,0.0448575281103875,1.4718463233710153,2.0582437659360884,3.060258088248096,4.587338343752852,0.0762458456446073,1.0466984617097044,0.1755816071556578,1.767646521163352,1.650606933643987,25809510.31139604,41.60960243455049,2808.489940156147
1.3543325963912425,1.3277344019433142,409.9564605480642,0.317118867504235,0.0193685297246258,0.001592883324306,1.9291169433501536,0.454739772410678,0.5471269508483545,3.735941627300192,0.0871751769923518,1.5769358040967278,5.163065432416143,1.2371914806067303,2.385600754129657,4501700.047122038,26.90218852283087,2336.3127473198333
1.298893239793801,1.289485414351177,396.7554185705138,2.292788579521304,0.0044143099523812,0.0388948187481536,0.9177780897135102,1.4006166740424413,4.914873623774187,1.9408116892699057,0.0845156445984397,2.4322840167530986,3.582557836100745,1.5745760315731998,1.7279184175002815,27419303.771640345,41.71707274573787,2488.8756604168743
1.397882491624232,1.299389998760397,403.4084871187667,4.723900091840696,0.0155638194800905,0.0252691212329454,1.3365752365088757,1.3343397814896356,5.208094811637939,5.287667874939609,0.0858620373183018,2.092699124423964,1.1176885827715566,1.53978496428829,2.3855602726982226,7331149.143268733,22.880484553582153,2321.937519227098
1.543483853434581,1.3546335390022517,412.7075454925591,4.362306535350026,0.0425883697019361,0.0327466561279251,1.7955295282109731,2.2799939877329947,4.834647870723256,5.090201072663644,0.0877245154797603,1.199287794496231,5.237757252001059,1.3543921624475637,5.1683804406301554,3406631.473495923,50.36272129222258,2060.124206217949
1.3017445387614002,1.1113940014607293,395.5039064594795,5.7764150761595205,0.0337266657520107,0.045660553727034,0.8718844841450636,1.1440456254408529,4.942644001061343,6.228174265508585,0.0842623739785904,2.113185134421211,1.529009320934258,2.73740602460199,5.9831811067797975,17855020.9695044,32.866956237710916,2815.916790116872
1.676901800879343,1.1982382932256468,413.64049297215024,5.756999840753976,0.0326167597425848,0.0219477441126344,0.4193156141846336,1.9771400565584096,5.299302282254327,0.498790636525479,0.0879108070583957,1.471962797896165,5.797812397613732,1.2617046561207927,0.7664763510005577,30514479.624409515,13.60761275843216,2137.421710811365
1.4438008789907226,1.0637115276491145,452.1393586558559,2.0455751913562543,0.0169668642862127,0.044890630904788,0.2377243911261203,1.470543758764249,0.2183567158082149,4.355379870209268,0.0955982863868508,0.8272733305140166,0.0715357133473078,2.7866180030918786,6.108967100172062,19443728.69084881,19.223717704613687,2640.631575571651
1.2282871132950723,1.1157827628149135,427.1685143867964,0.5406927060328581,0.0400748631128905,0.0015337378379514,1.3735975182059643,2.889211867117638,0.3942791813515337,3.0757443330631875,0.0906120914503669,1.752128012882611,0.9011635243446257,2.38490273666279,1.0356861405135735,30418281.30193538,18.537812191205063,2915.4369305277783
