mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
[3.53229],[0.0],[0.0],7811,179359.0,8332.39,0.333156,0.881725,137106.35513928393,12.56,172.60377973836287,61.37388530146855,0.397,0.397,115.34845802869417,0.0,0.0,0.0,0.0
[3.09757],[0.0],[0.0],8416,356140.0,298186.0,0.73271,-0.0546847,211788.9907530765,18.5539,1.9276356511381616,133.30320990622232,0.631,0.631,234.6125133252979,0.0,0.0,0.0,0.0
"[-0.552307, 2.5426, 0.000340111]","[9229248.0, 0.0, 10391140.0]","[0.5,0.0,1.0]",6932,4392.3,1306.04,0.427962,0.377267,144737.09847734869,13.181,13025.719892533316,14.070116749065692,1.046,1.046,24.75399874201812,0.0,0.0,0.0,0.0
"[2.6632, -4.92639, -0.692291, 5.05228]","[0.0, 1494838.0, 5704710.0, 1330240.0]","[0.0,0.5,0.5,0.0]",7073,67982.2,4494.18,0.897411,-0.482528,171512.85045362575,15.3428,450.6363936078751,61.26501378397998,-1.0,1.241,223.71514347118793,0.0,0.0,0.0,0.0
[3.17265],[0.0],[0.0],6892,38108.3,1726.16,-0.572443,0.988327,135996.81081233016,12.4695,2366.5118022746765,21.02495673408207,-1.0,1.823,37.44951459377008,0.0,0.0,0.0,0.0
"[1.89443, -0.364499, 0.00123873]","[0.0, 4124297.0, 4386960.0]","[0.0,0.5,1.0]",9865,2579.24,1100.0,-0.690799,-0.19297,155748.66197696727,14.0731,20562.511712455183,10.272391277187824,-1.0,1.864,15.443363305172845,0.0,0.0,0.0,0.0
"[6.61946, -0.187639]","[0.0, 71036970.0]","[0.0,0.5]",4761,25277.3,9581.15,-0.811732,0.00713333,136861.0958309378,12.54,609.4896926568359,51.51239822722234,-1.0,2.592,132.53270150472898,22.313789119326515,0.0,0.0,0.0
"[-4.74444, 3.69456, 0.000172416]","[1148793.0, 0.0, 2819367.0]","[0.5,0.0,1.0]",4365,18414.7,7942.49,0.196236,-0.7483,179040.26843535108,15.9463,632.553113357689,44.227023603584485,-1.0,0.636,128.48062572718047,0.0,0.0,0.0,0.0
"[-4.18769, 3.67048]","[65466850.0, 0.0]","[0.5,0.0]",1540,1342.19,1100.0,0.862918,-0.853855,159808.6151457339,14.4009,33254.86331349509,8.064970594665358,0.699,0.699,22.608070470116925,0.0,0.0,0.0,0.0
[4.83096],[0.0],[0.0],1739,61564.6,2625.54,0.621707,-0.127049,191307.2297612829,16.9263,701.1451934050891,36.372004055296735,0.719,0.719,79.94364605980077,0.0,0.0,0.0,0.0
"[2.45734, -0.288059, 2.57857e-05]","[0.0, 43067490.0, 47075110.0]","[0.0,0.5,1.0]",8055,49923.3,12303.3,0.89182,-0.725369,127754.57017948042,11.7955,320.3372249723048,96.17635204373823,-1.0,1.859,150.76513653415748,51.621243474758636,0.0,0.0,0.0
"[2.71417, -0.714101, 0.0066573]","[0.0, 742768.8, 866681.9]","[0.0,0.5,1.0]",9471,32705.1,11122.6,-0.529764,0.931683,188844.69058387607,16.7299,279.4389578015296,55.16119228985082,-1.0,0.514,102.23332427580357,0.0,0.0,0.0,0.0
"[13.1248, -0.189561, 0.00262248]","[0.0, 8180643.0, 8634990.0]","[0.0,0.5,1.0]",3801,11317.1,5876.48,0.708517,0.773806,171514.09597554177,15.3429,1281.6400740135127,37.56442564745152,-1.0,1.509,137.08176370066369,0.0,0.0,0.0,0.0
