mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[2.20678, -0.375524, 0.00693118]","[0.0, 11377730.0, 11814540.0]","[0.0,0.5,1.0]",6078,16419.4,1533.25,0.998,0.412995,19556.764501351256,2.368,47771.03558312491,55.33158276414626,-1.0,0.877,89.03460637222244,0.0,0.0,0.0,0.0
"[2.01399, -0.376766, 1.86002e-05]","[0.0, 5667597.0, 7047791.0]","[0.0,0.5,1.0]",2840,9029.1,5164.68,0.863472,0.118386,114485.68874122993,10.7035,2991.327281611177,36.86248081612597,-1.0,0.63,56.99724655939995,0.0,0.0,0.0,0.0
"[1.86033, -0.189332, 0.0308967]","[0.0, 281967.3, 282886.3]","[0.0,0.5,1.0]",7343,293789.0,35557.1,0.441417,0.705813,140645.25791192244,12.8483,28.703904491516752,159.25847151071767,-1.0,1.337,229.71667943245745,0.0,0.0,0.0,0.0
"[3.35567, -0.0127344, 0.000549965]","[0.0, 39862260.0, 40020610.0]","[0.0,0.5,1.0]",6473,63266.2,31905.2,0.657927,-0.368117,169204.68733020185,15.1574,76.12112597628204,141.95666433656902,-1.0,1.93,260.0431442071486,16.36161562208746,0.0,0.0,0.0
"[-0.450593, 2.528, 0.000124813]","[2642529.0, 0.0, 3259682.0]","[0.5,0.0,1.0]",2846,37476.8,28010.9,0.566632,-0.22036,79098.56475846487,7.73722,360.0667624379294,140.50215405447693,-1.0,0.974,242.4921386518296,0.0,0.0,0.0,0.0
"[2.38825, -0.718597]","[0.0, 18708460.0]","[0.0,0.5]",6893,13680.9,2472.82,0.0618164,0.537577,172980.4884510104,15.4606,2438.293158853489,24.766296674602668,-1.0,1.048,43.653694444474816,0.0,0.0,0.0,0.0
"[4.97589, -2.62003, 5.24658e-05]","[0.0, 2276130.0, 5894486.0]","[0.0,0.5,1.0]",4951,193506.0,157228.0,0.0146003,0.53954,131166.70910584537,12.0749,11.075634995503908,391.8016748267224,1.142,1.142,873.9803606413768,634.1900444951629,2.837948027774966,0.0,0.0
"[4.36162, -0.0781818]","[0.0, 59748580.0]","[0.0,0.5]",9893,28912.7,2723.16,0.0147995,-0.581523,118045.89647726872,10.9974,2220.565998608086,34.41355049797316,-1.0,1.57,72.51223197645159,0.0,0.0,0.0,0.0
"[-0.89028, 1.72669, 8.41257e-05]","[3992039.0, 0.0, 5858033.0]","[0.5,0.0,1.0]",973,139581.0,105743.0,-0.212034,0.763413,50069.09402366782,5.21352,70.18796039186942,490.7293756488016,-1.0,0.479,793.8682050970517,0.0,0.0,0.0,0.0
"[6.23071, -0.268648, 1.66759e-05]","[0.0, 15113070.0, 17447680.0]","[0.0,0.5,1.0]",4278,320722.0,45459.3,0.602015,0.940301,35634.830695935365,3.90546,120.40389946985704,503.2087289382504,0.501,0.501,1256.078942784999,260.82754312189707,0.0,0.0,0.0
[-5.31244],[672998.2],[0.5],416,26046.8,12987.0,0.770466,-0.311012,116140.58211197086,10.8402,566.6678427737885,79.21896520793646,0.532,0.532,182.5896617955324,0.0,0.0,0.0,0.0
[5.40714],[0.0],[0.0],1624,198802.0,5459.84,-0.31548,0.0150192,77218.44132592344,7.57681,524.6671491784093,40.73951955640703,0.698,0.698,94.7326552370851,0.0,0.0,0.0,0.0
"[3.84428, -1.00105, 0.119644]","[0.0, 914088.7, 917751.2]","[0.0,0.5,1.0]",278,176504.0,50674.4,-0.48326,0.4336,63766.130421301496,6.41803,84.0242321890101,258.8143981230677,2.398,2.398,576.6959775550425,0.0,0.0,0.0,0.0
