mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[1.80618, -0.227477, 0.00389817]","[0.0, 4731481.0, 4940392.0]","[0.0,0.5,1.0]",2797,10631.5,1725.6,-0.899272,-0.270437,109949.50780317475,10.328,7665.860082441877,21.58306818112144,-1.0,0.497,30.808309677791495,0.0,0.0,0.0,0.0
[3.17863],[0.0],[0.0],9191,58512.8,7412.74,0.575245,-0.254497,129345.01559210633,11.9258,454.7014102110196,72.1818334607131,1.109,1.109,128.6909177936166,0.0,0.0,0.0,0.0
"[1.69958, -0.239889]","[0.0, 19490160.0]","[0.0,0.5]",39,20059.3,2110.73,-0.908537,-0.175062,145760.4282118184,13.2641,2748.807843480105,21.94930953018145,-1.0,1.748,30.567666337815933,0.0,0.0,0.0,0.0
"[2.58908, -3.13079, 0.000694893]","[0.0, 145634100.0, 149023200.0]","[0.0,0.5,1.0]",2888,38404.9,12385.0,0.500684,-0.518033,185104.6488096584,16.4313,230.91883030433516,70.82397179116887,-1.0,2.843,113.96015025759542,125.33011514993011,0.0,0.0,0.0
"[-1.46696, 3.16336, 2.23304, -1.70039, 0.00323078]","[439448.9, 268691.6, 0.0, 388380.1, 790159.9]","[0.5,0.0,0.0,0.5,1.0]",9115,270576.0,135163.0,0.511434,-0.890228,123935.26529896428,11.4821,10.442437665841428,352.845931966846,-1.0,0.285,1032.7590539262424,0.0,0.0,0.0,0.0
"[-2.14416, 7.75855, 0.00084538]","[27872930.0, 0.0, 37109150.0]","[0.5,0.0,1.0]",6800,238797.0,32926.1,-0.851024,-0.428101,151001.90217915422,13.6891,32.44415935294608,72.7095598836205,0.559,0.559,202.5264720425032,106.46824878777238,2.11406093139351,0.0,0.0
"[2.07492, -0.644398, 0.0111941]","[0.0, 12976990.0, 13679630.0]","[0.0,0.5,1.0]",5205,2475.79,2029.65,-0.0647627,-0.146607,117177.78619785693,10.9258,18351.73410337721,14.6413044485607,0.974,0.974,24.19367398116022,0.0,0.0,0.0,0.0
[3.10225],[0.0],[0.0],4913,23639.9,16826.4,0.311041,-0.835653,159504.92549230013,14.3764,315.50796390091773,67.7973179997449,1.424,1.424,119.4128078909853,0.0,0.0,0.0,0.0
"[-1.10304, 2.66639, 7.77607e-06]","[16269220.0, 0.0, 21907750.0]","[0.5,0.0,1.0]",2935,359991.0,121748.0,0.407324,-0.316081,96568.88986731812,9.21295,12.893759695798744,412.2735106990031,-1.0,1.754,673.2048985638573,432.99318644439006,1.1496496521054524,0.0,0.0
"[3.43646, -0.211876, 0.0528675]","[0.0, 10025650.0, 10044980.0]","[0.0,0.5,1.0]",7094,59242.4,1760.57,0.253083,0.709469,108989.77152306438,10.2484,2323.015280814738,32.81838843749824,-1.0,0.947,63.137696491513275,0.0,0.0,0.0,0.0
"[3.34535, 3.26118e-05, -0.20903]","[0.0, 6833149.0, 5270708.0]","[0.0,1.0,0.5]",786,17246.5,4557.69,0.699492,0.566394,193986.45057143463,17.1398,986.4099082380798,37.11723808925526,-1.0,0.999,69.97768535984095,0.0,0.0,0.0,0.0
"[3.47768, -0.0186918, 0.000136304]","[0.0, 83096300.0, 83983850.0]","[0.0,0.5,1.0]",6832,164233.0,34542.4,0.816092,-0.67509,179016.53689360578,15.9444,31.95336747520332,202.1579183250287,-1.0,1.334,376.99497869985873,27.739207620702164,0.0,0.0,0.0
"[3.66008, -0.897797, -3.64093, 2.68531]","[983862.7, 4813908.0, 1366811.0, 0.0]","[0.0,0.5,0.5,0.0]",6121,33410.0,24926.1,-0.663147,-0.49153,137067.11151633292,12.5568,210.0014216641109,85.03741067753411,1.36,1.36,280.54764574041224,0.0,0.0,0.0,0.0
[4.45502],[0.0],[0.0],7986,57718.8,8788.46,-0.492567,0.498152,202008.977942754,17.778,209.2459098991612,43.03570863919124,1.821,1.821,90.83511861047465,0.0,0.0,0.0,0.0
"[-3.1485, 4.02877, 1.43155]","[9634429.0, 0.0, 9646249.0]","[0.5,0.0,1.0]",1586,459552.0,65245.6,-0.281784,-0.0652319,79065.47760741384,7.7344,25.179965165509675,180.0668283174009,-1.0,0.216,361.4264668281638,385.3619443941676,0.0,0.0,0.0
"[2.02492, -0.757451, 8.22086e-05]","[0.0, 4182421.0, 7093287.0]","[0.0,0.5,1.0]",645,7448.81,1118.02,0.362531,0.994645,137034.00034136302,12.5541,11083.185087500531,15.897201148412844,-1.0,0.388,26.517623751816334,0.0,0.0,0.0,0.0
"[-0.255179, 2.37886, 0.00030061]","[23275110.0, 0.0, 24915700.0]","[0.5,0.0,1.0]",8928,21640.1,3201.84,0.50653,0.909878,144873.75921253825,13.1921,1759.4202926235737,36.14237745695283,-1.0,1.724,58.66142358921186,0.0,0.0,0.0,0.0
"[4.36827, 1.26489e-05, -0.0700902]","[0.0, 30177280.0, 26926570.0]","[0.0,1.0,0.5]",7073,67982.2,4494.18,0.897411,-0.482528,171512.85045362575,15.3428,450.6363936078751,61.26501378397998,-1.0,1.884,129.06973752933163,0.0,0.0,0.0,0.0
"[2.68653, 0.853848, -1.48963]","[0.0, 19254530.0, 19252230.0]","[0.0,1.0,0.5]",2360,12961.8,10580.1,-0.860206,0.360197,204810.6230925544,18.0005,536.9004831393842,40.71464914951149,0.347,0.347,91.31350950413285,0.0,0.0,0.0,0.0
[3.0408],[0.0],[0.0],9191,58512.8,7412.74,0.575245,-0.254497,129345.01559210633,11.9258,454.7014102110196,72.1818334607131,1.158,1.158,125.86988560488075,0.0,0.0,0.0,0.0
[3.13419],[0.0],[0.0],2503,13992.6,1100.0,0.217951,0.611481,151219.2384791879,13.7067,6321.450489211467,17.96323844174743,0.563,0.563,31.801477294068388,0.0,0.0,0.0,0.0
"[4.73852, -0.253373, 0.00540656]","[0.0, 2354850.0, 2397967.0]","[0.0,0.5,1.0]",6360,302951.0,296582.0,0.33953,0.87915,150951.27582497243,13.685,3.6532187099240714,282.9835618795713,1.223,1.223,616.002631880155,143.9548143408468,0.0,0.0,0.0
"[6.34584, -0.012698]","[0.0, 241348700.0]","[0.0,0.5]",4808,32887.8,4837.14,0.543488,0.728988,191346.1149342169,16.9294,596.5986893938297,44.955061018802624,-1.0,1.599,113.2460728365469,5.065779157964921,0.0,0.0,0.0
"[1.84187, -1.83478]","[0.0, 1986929.0]","[0.0,0.5]",8383,104164.0,1208.86,0.253502,0.522109,181093.19174657867,16.1106,1147.270697793877,16.285255557485733,-1.0,1.765,31.22631401173573,0.0,0.0,0.0,0.0
[4.3688],[0.0],[0.0],1797,59554.8,56204.4,-0.592268,0.961424,139026.59903161062,12.7165,64.37880386724248,184.0284705640961,-1.0,0.631,384.6503204093129,0.0,0.0,0.0,0.0
[8.51271],[0.0],[0.0],76,97356.5,1483.02,0.224011,0.0628846,216112.4230396176,18.8962,761.7002395651198,15.661321806396074,0.631,0.631,45.6943319989353,0.0,0.0,0.0,0.0
"[-0.833693, 3.42447, 1.08316e-05]","[13975300.0, 0.0, 20463120.0]","[0.5,0.0,1.0]",2230,66648.0,27123.4,0.041448,-0.377725,72683.29081624474,7.18841,262.58074424808933,157.37557138788463,1.364,1.364,324.7498904685155,0.0,0.0,0.0,0.0
"[-1.43983, 1.73345, 0.000153194]","[69668980.0, 0.0, 77019460.0]","[0.5,0.0,1.0]",862,226996.0,16916.4,-0.192794,0.271804,76071.81497931063,7.47881,160.36662057003147,100.23823935948778,1.39,1.39,131.97421562821563,120.28518531106621,0.0,0.0,0.0
"[1.6491, -0.219835, 0.00758295]","[0.0, 2577743.0, 2618627.0]","[0.0,0.5,1.0]",1333,66253.4,19850.5,-0.951913,-0.438469,23173.708066238705,2.72486,1303.8352950429653,213.2199048238112,-1.0,1.78,292.0815379259697,0.0,0.0,0.0,0.0
[3.46151],[0.0],[0.0],1943,188098.0,5290.86,0.705663,-0.491604,155428.18511755628,14.0472,220.06016327613597,61.29798125646337,-1.0,0.8,114.04571368250366,0.0,0.0,0.0,0.0
"[2.49126, -0.332718, 0.00354353]","[0.0, 15760750.0, 16178260.0]","[0.0,0.5,1.0]",420,245526.0,2069.53,-0.57273,-0.764751,172943.10204402343,15.4576,402.6693855623323,7.74943877339377,-1.0,1.108,13.030863982920835,0.0,0.0,0.0,0.0
"[1.43681, -0.483975]","[0.0, 9006258.0]","[0.0,0.5]",28,152324.0,1966.13,0.920559,0.788047,82084.19427994163,7.99126,1600.9100447639878,68.42475133816104,-1.0,1.238,94.83149683412587,0.0,0.0,0.0,0.0
"[4.1927, -0.252417, 4.43617e-05]","[0.0, 18555310.0, 20635780.0]","[0.0,0.5,1.0]",1373,40225.7,1100.48,0.145669,-0.664502,92318.879505661,8.85621,5991.238913683774,26.61417911202761,-1.0,1.385,56.11214110893618,0.0,0.0,0.0,0.0
"[5.34896, 0.00129152, -0.108408]","[0.0, 20352250.0, 19964320.0]","[0.0,1.0,0.5]",5960,217827.0,1100.0,0.818378,0.883996,144931.62731819265,13.1968,1049.4273024753609,33.139291117653286,-1.0,0.578,77.42589198785335,0.0,0.0,0.0,0.0
"[1.97302, -0.225309, 0.00052049]","[0.0, 3444289.0, 3814913.0]","[0.0,0.5,1.0]",1117,140235.0,62290.1,-0.0440224,-0.155295,178724.28099783318,15.921,20.92849888857712,198.091829915608,-1.0,0.846,278.24816422206356,94.13624934057682,0.0,0.0,0.0
"[2.78918, -0.740347, 8.97684e-05]","[0.0, 2340081.0, 4002142.0]","[0.0,0.5,1.0]",8583,158953.0,149942.0,0.509675,-0.0469378,163972.45740380388,14.7365,9.947621836504108,318.81228799114893,-1.0,1.119,532.4432470530576,274.3169936465621,3.0206248738281958,0.0,0.0
"[-1.06319, 3.14002, 2.8391e-06]","[8664399.0, 0.0, 13774380.0]","[0.5,0.0,1.0]",3240,82830.8,52714.9,0.170808,0.264253,173872.9350610247,15.5322,38.098632239489774,190.0390616960723,1.411,1.411,336.7511477392697,195.95137668309027,0.3202087699536752,0.0,0.0
[3.17221],[0.0],[0.0],6327,41025.3,6031.86,-0.0137984,-0.38614,181198.19014907072,16.119,445.9405596364888,42.20622657744232,-1.0,1.843,75.17223988371703,0.0,0.0,0.0,0.0
"[4.92095, -3.59788, -1.41943, 2.25521, 0.00854668]","[3700883.0, 3906587.0, 5211372.0, 0.0, 6334859.0]","[0.0,0.5,0.5,0.0,1.0]",3594,126545.0,80398.4,-0.0233318,-0.232598,156195.4254135808,14.1092,21.86372304569836,243.70456978777463,0.544,0.544,365.97984356254835,768.6090814518167,0.0,0.0,0.0
"[1.96297, -0.379327, 1.68003e-05]","[0.0, 4351913.0, 5451107.0]","[0.0,0.5,1.0]",2179,66492.0,8329.73,0.878668,0.706123,113793.77191675556,10.6463,441.904768141698,96.96160362902306,0.671,0.671,148.39604559564827,0.0,0.0,0.0,0.0
[3.70357],[0.0],[0.0],3478,73956.2,19724.0,0.544733,-0.99118,199329.2025148693,17.565,83.12304088811378,102.4902242203239,-1.0,0.296,197.23896821659307,0.0,0.0,0.0,0.0
"[1.54135, -0.271858, 1.3133e-05]","[0.0, 8561805.0, 10600600.0]","[0.0,0.5,1.0]",507,45886.1,32366.1,-0.964793,-0.121793,211690.53433800527,18.5461,70.56944092334004,93.66595339832897,-1.0,0.425,116.28732794970716,48.83861130735252,0.0,0.0,0.0
"[2.66437, -0.507128, 4.58856e-05]","[0.0, 12284460.0, 14585780.0]","[0.0,0.5,1.0]",7156,26046.0,1100.0,-0.341003,0.32529,87169.4207534279,8.42211,8674.271420286275,23.858877941963343,0.526,0.526,42.489867620041466,0.0,0.0,0.0,0.0
"[1.99953, -1.22683, 0.00018725]","[0.0, 2535024.0, 3635814.0]","[0.0,0.5,1.0]",8393,81523.3,57593.9,-0.999299,0.291497,151104.39329255145,13.6974,43.483577442183446,175.4509227080247,-1.0,1.04,315.15534072501293,0.0,0.0,0.0,0.0
"[2.21683, -0.420758, 0.00377428]","[0.0, 4156236.0, 4380091.0]","[0.0,0.5,1.0]",8739,185263.0,97975.5,-0.0642128,-0.73366,131319.51832944757,12.0874,17.278551100678754,277.82632355937733,1.051,1.051,413.65624664856176,181.02091303201453,0.0,0.0,0.0
"[-1.24276, 3.7679, 0.00603291]","[13322090.0, 0.0, 14415320.0]","[0.5,0.0,1.0]",7502,207163.0,45897.2,-0.751829,-0.414468,73814.7353983699,7.28551,68.13336162603191,200.94074283345483,1.381,1.381,390.04766958586305,224.55008076217192,0.0,0.0,0.0
"[3.25091, -0.820605, 0.000110787]","[0.0, 3444213.0, 3980533.0]","[0.0,0.5,1.0]",9297,6516.03,4499.7,-0.678708,0.89806,137135.78838945695,12.5624,3419.707573246682,27.71703140862069,1.478,1.478,55.9281742336299,0.0,0.0,0.0,0.0
[3.15173],[0.0],[0.0],6806,60489.9,12102.2,-0.590428,-0.862337,169164.86674493487,15.1542,191.84837888167223,54.01059689458716,-1.0,1.767,95.88561976325364,0.0,0.0,0.0,0.0
"[1.68934, -0.662854, 2.43826e-05]","[0.0, 13874890.0, 16446140.0]","[0.0,0.5,1.0]",361,32461.7,20114.4,-0.649278,0.935343,172944.3482490083,15.4577,187.27040871830303,80.06443901261714,-1.0,1.821,122.79437835978096,0.0,0.0,0.0,0.0
"[-0.381563, 1.57396, 0.000366376]","[2207820.0, 0.0, 2603319.0]","[0.5,0.0,1.0]",4483,10132.0,5692.56,0.744859,0.99379,68675.40685171797,6.84332,4886.373533295096,48.86078116327257,-1.0,0.699,68.33332444361201,0.0,0.0,0.0,0.0
"[1.92687, -0.958036, 0.00153255]","[0.0, 1398435.0, 1574962.0]","[0.0,0.5,1.0]",496,85106.0,1100.0,-0.309754,0.252214,185109.65570370143,16.4317,1399.3258135721258,10.199904572779516,1.298,1.298,17.32915023000849,0.0,0.0,0.0,0.0
"[1.88194, -0.254031, 0.00128508]","[0.0, 3562199.0, 3783479.0]","[0.0,0.5,1.0]",5806,25114.2,4982.11,0.868858,0.318152,117215.36178390606,10.9289,1387.4439858359428,52.64795090585495,-1.0,1.342,76.96792056485225,0.0,0.0,0.0,0.0
"[2.06847, -0.269478, 7.25199e-06]","[0.0, 16610670.0, 18096000.0]","[0.0,0.5,1.0]",396,15547.0,1905.01,-0.122155,-0.0636813,103445.56475558745,9.78746,5779.868505427953,27.02996401993968,2.407,2.407,41.3298248587732,0.0,0.0,0.0,0.0
"[-1.98889, 1.83536, 0.0411227]","[53801020.0, 0.0, 54200810.0]","[0.5,0.0,1.0]",453,25626.1,6618.4,-0.428792,0.972545,52626.3906202486,5.44069,2925.550687128793,74.20846198722062,0.517,0.517,145.89792597906393,0.0,0.0,0.0,0.0
"[1.78289, -0.456397]","[0.0, 29362090.0]","[0.0,0.5]",1877,220416.0,163020.0,0.587377,0.437507,172918.17806862693,15.4556,6.563641374634197,327.32778774249533,-1.0,1.66,437.0641144930124,221.13336050527988,0.0,0.0,0.0
"[1.85438, -0.217659]","[0.0, 11683560.0]","[0.0,0.5]",6196,10978.1,6704.2,0.813634,-0.117014,120530.4546839151,11.2021,1902.3614859787797,43.17451177648903,-1.0,1.663,62.147891367371,0.0,0.0,0.0,0.0
"[-0.545527, 1.46759, 0.00765873]","[2514696.0, 0.0, 2618717.0]","[0.5,0.0,1.0]",4969,222233.0,62584.3,-0.796108,-0.689456,151041.41625205323,13.6923,18.62044418953758,130.62826227042223,-1.0,0.428,158.24847060295238,97.15667282675703,0.0,0.0,0.0
[3.19394],[0.0],[0.0],9449,31784.3,2806.58,-0.199717,0.421256,193863.41862331924,17.13,1014.6302270039064,25.51020970061128,-1.0,1.053,45.590820190687126,0.0,0.0,0.0,0.0
"[-4.58966, 4.76273, 0.000586927]","[48535420.0, 0.0, 60750850.0]","[0.5,0.0,1.0]",569,10326.0,8178.23,-0.398467,0.778585,63740.3657365734,6.41579,3860.2489097309967,57.03754685506948,-1.0,0.995,174.43585972046455,0.0,0.0,0.0,0.0
"[1.76229, -0.289729, 0.00232441]","[0.0, 5333885.0, 5542664.0]","[0.0,0.5,1.0]",8159,61856.4,24746.3,-0.692436,-0.108133,87336.28200241878,8.43621,238.40823243960116,119.12825716527004,-1.0,1.365,170.74630326063263,0.0,0.0,0.0,0.0
"[2.88029, -0.813458, 0.0021147]","[0.0, 1847477.0, 2229635.0]","[0.0,0.5,1.0]",4171,68285.5,39640.1,0.582044,0.904469,123919.44077731427,11.4808,91.02901649966152,200.9342008067372,-1.0,2.155,386.2884992604187,0.0,0.0,0.0,0.0
"[3.43242, -0.0350075, 0.00341649]","[0.0, 14671490.0, 14708020.0]","[0.0,0.5,1.0]",6236,130873.0,1100.0,0.779097,-0.212962,115474.53026006758,10.7852,2013.775289042433,36.449523991122376,2.269,2.269,67.90619677974439,0.0,0.0,0.0,0.0
"[-0.419838, 2.83088, 0.00181764]","[3338841.0, 0.0, 3814526.0]","[0.5,0.0,1.0]",5920,53028.0,7570.31,0.67275,0.705525,129371.88134303367,11.928,477.5496028408217,76.59272368783213,-1.0,0.948,138.13335038888337,0.0,0.0,0.0,0.0
"[2.28799, -2.20968, 0.768846]","[0.0, 4098713.0, 4109834.0]","[0.0,0.5,1.0]",3633,91840.6,1729.89,-0.915771,0.998,24658.803251700352,2.86914,10415.497815714814,58.9229872108728,-1.0,1.122,135.22172132975487,0.0,0.0,0.0,0.0
[4.52253],[0.0],[0.0],7565,2812.98,2030.25,-0.446634,-0.667664,178804.21114945298,15.9274,9226.931349011616,13.130563209582444,2.25,2.25,27.923771974502383,0.0,0.0,0.0,0.0
[3.29581],[0.0],[0.0],8132,359524.0,28641.9,0.688443,0.609188,146935.85077228336,13.3595,28.9062298971932,147.84979317536963,-1.0,2.549,268.4119238531992,0.0,0.0,0.0,0.0
"[-0.242902, 1.94381]","[24471760.0, 0.0]","[0.5,0.0]",526,39934.8,1101.02,0.495277,0.910465,58412.72667077263,5.95066,10770.664026412323,35.92901128051707,1.453,1.453,53.13015223025574,0.0,0.0,0.0,0.0
"[2.27318, -0.691051, 0.000396346]","[0.0, 6641050.0, 8268487.0]","[0.0,0.5,1.0]",248,36785.2,3986.68,0.627179,-0.36328,153574.27550718316,13.8973,904.4069873088108,45.35034316639931,-1.0,2.047,78.08464368135773,0.0,0.0,0.0,0.0
"[1.93728, -0.287763, 0.00324049]","[0.0, 24150430.0, 24691080.0]","[0.0,0.5,1.0]",3203,318432.0,24634.7,0.850401,-0.262952,172913.1933019614,15.4552,29.014169474326945,161.58521026043385,-1.0,0.642,224.90432396298425,87.16672045013061,0.0,0.0,0.0
"[3.31286, -0.171126, 0.010276]","[0.0, 2955109.0, 2973117.0]","[0.0,0.5,1.0]",7353,145163.0,5985.77,-0.239078,-0.227392,185147.20768575283,16.4347,181.6664345861807,27.60679235333403,1.236,1.236,51.60522564238951,0.0,0.0,0.0,0.0
"[-6.37655, 4.87263, 5.07177]","[10695670.0, 0.0, 2338393.0]","[0.5,0.0,0.0]",625,2143.42,1658.46,0.696385,0.236962,92530.43961294532,8.874,33579.75474325813,13.936649135894893,-1.0,0.323,56.30294135652391,0.0,0.0,0.0,0.0
"[1.95791, -0.48106, 0.0252577]","[0.0, 713518.1, 726265.6]","[0.0,0.5,1.0]",2894,1025590.0,58758.5,-0.363278,0.290156,156178.09776986504,14.1078,5.956574771489156,17.93604815135782,-1.0,0.929,25.09707586220889,12.762575259441123,0.0,0.0,0.0
"[2.54711, -0.512389]","[0.0, 21238140.0]","[0.0,0.5]",2064,20962.1,16586.0,0.838161,0.31651,122210.0758489724,11.3403,507.9877396584143,82.54816036079916,-1.0,1.008,144.3884841322379,0.0,0.0,0.0,0.0
"[2.16765, -0.395551, 0.000280827]","[0.0, 677910.9, 819425.9]","[0.0,0.5,1.0]",28,152324.0,1966.13,0.920559,0.788047,82084.19427994163,7.99126,1600.9100447639878,68.42475133816104,-1.0,1.404,109.55402782661032,0.0,0.0,0.0,0.0
"[-2.1751, 1.72628, 1.17915e-05]","[3916417.0, 0.0, 6406632.0]","[0.5,0.0,1.0]",8897,135752.0,5413.48,-0.687772,-0.0442977,181289.44195666723,16.1263,216.3232186242729,21.47581464543733,-1.0,1.593,42.418902700157545,0.0,0.0,0.0,0.0
"[1.41899, -0.297614, 0.000204118]","[0.0, 3072657.0, 3629642.0]","[0.0,0.5,1.0]",3379,19386.3,2610.01,0.759145,0.313721,82121.98207654647,7.99447,4947.648603055708,39.80683326295963,-1.0,1.286,52.15770921873068,0.0,0.0,0.0,0.0
[3.05586],[0.0],[0.0],8860,242785.0,16441.1,0.382993,-0.28528,211775.10570587183,18.5528,39.000345068378415,61.21055151708478,1.608,1.608,107.00227698139943,0.0,0.0,0.0,0.0
"[1.78576, -0.409427, 0.0711827]","[0.0, 2875481.0, 2887766.0]","[0.0,0.5,1.0]",65,61402.2,9210.17,-0.729994,0.160472,155217.85821412707,14.0302,277.49712736371083,45.38373776164989,-1.0,0.853,68.3227972439584,0.0,0.0,0.0,0.0
"[3.29901, -0.225071, 0.0633585]","[0.0, 5630274.0, 5636183.0]","[0.0,0.5,1.0]",4147,96472.9,18429.7,-0.0758591,-0.863143,150962.38882588642,13.6859,107.89256090244592,89.62590204347065,1.185,1.185,169.75627330993356,0.0,0.0,0.0,0.0
"[3.07037, -0.0455701]","[0.0, 9739708.0]","[0.0,0.5]",1726,83901.1,5568.37,0.350971,0.474712,72685.15387884298,7.18857,1000.1998364512632,79.51982111984942,1.602,1.602,140.36859231085103,0.0,0.0,0.0,0.0
"[-0.697213, 1.77167, 8.99659e-05]","[16548960.0, 0.0, 19375410.0]","[0.5,0.0,1.0]",2008,31655.5,2355.53,0.277677,0.750383,144903.30867924276,13.1945,1814.867395729251,31.837106472259265,-1.0,0.635,50.02553675584512,0.0,0.0,0.0,0.0
"[3.09124, -3.63366, 0.000631856]","[0.0, 987044.0, 2564600.0]","[0.0,0.5,1.0]",5045,193994.0,15522.8,0.882619,0.453432,147097.3075930968,13.3726,80.62322014239044,158.12656788067633,-1.0,0.675,410.07959674605326,0.0,0.0,0.0,0.0
"[2.02335, -0.222745, 0.000166624]","[0.0, 5375337.0, 6268095.0]","[0.0,0.5,1.0]",3532,61848.7,37063.7,-0.0576531,-0.749281,204780.3904408133,17.9981,51.828565283074006,119.753241435587,-1.0,0.848,170.34240885769344,56.53971766893398,0.0,0.0,0.0
"[-2.1162, 3.01456, 5.12846, -4.06405, 2.69097e-05]","[3161818.0, 0.0, 1852704.0, 2111135.0, 9145794.0]","[0.5,0.0,0.0,0.5,1.0]",9578,63526.2,12566.0,0.959652,0.423799,179049.01168647548,15.947,165.00055801261763,105.43327050367428,-1.0,1.065,399.02414498418204,0.0,0.0,0.0,0.0
"[3.01067, -0.292177, 2.64078e-06]","[0.0, 11029770.0, 16827350.0]","[0.0,0.5,1.0]",1769,46560.5,31864.7,0.605288,0.0326135,185132.18683433463,16.4335,85.54358536011638,126.04563378096314,-1.0,1.815,218.70533836623488,68.1322579064146,0.0,0.0,0.0
"[1.41492, 0.00149169, -0.185934]","[0.0, 7061796.0, 6798496.0]","[0.0,1.0,0.5]",7359,39334.2,27591.2,-0.742732,0.294082,178736.7699308143,15.922,116.57095152865212,91.83660259082302,-1.0,0.655,116.25025582770765,0.0,0.0,0.0,0.0
"[2.43797, -1.74991, -1.57707, 2.74701]","[0.0, 12685600.0, 13559370.0, 4663592.0]","[0.0,0.5,0.5,0.0]",8918,245390.0,27117.7,0.641657,0.106893,221206.66238932064,19.299,22.329305195163418,114.04319728338017,0.991,0.991,178.0670496990511,189.01640757924307,208.01491689221328,0.0,0.0
