mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[2.89253, -3.43412, 0.322589]","[0.0, 35156900.0, 35469230.0]","[0.0,0.5,1.0]",4001,442701.0,140464.0,0.6354,0.994333,58090.74626865916,5.92242,18.540649441738367,840.9405370200018,-1.0,0.549,1430.2245347352618,1629.9304211387516,0.0,0.0,0.0
"[1.71858, -1.51039, 0.0597371]","[0.0, 1052294.0, 1089240.0]","[0.0,0.5,1.0]",7435,19915.9,19027.0,0.998,0.998,97979.4479989142,9.33106,634.4172508781957,96.86922155726177,-1.0,0.372,175.67032619081695,0.0,0.0,0.0,0.0
"[5.06609, -4.01969, 4.3365, -1.75277, 0.000196318]","[220007.1, 679238.4, 0.0, 2354868.0, 3337116.0]","[0.0,0.5,0.0,0.5,1.0]",3123,367657.0,9940.87,0.933241,0.998,84087.14024758025,8.16123,171.17409152646988,186.84709880675013,1.337,1.337,727.870693262116,0.0,0.0,0.0,0.0
"[2.31566, -1.06323, 0.000256338]","[0.0, 9360766.0, 10184480.0]","[0.0,0.5,1.0]",3888,378712.0,247351.0,0.655945,0.688496,53553.21928612036,5.52274,13.914784053107974,1131.4080778532618,0.845,0.845,1721.6967990995627,1166.769942736721,0.0,0.0,0.0
"[3.11554, -0.33043, 0.00444356]","[0.0, 113938500.0, 114444800.0]","[0.0,0.5,1.0]",5577,708891.0,363747.0,0.0709308,0.975514,60627.82280713555,6.14453,5.156944598038291,556.2322198380044,1.65,1.65,981.799502212448,319.7391948585246,37.078458131895836,0.0,0.0
"[-0.539076, 3.28577, 2.03591e-07]","[4258974.0, 0.0, 11770890.0]","[0.5,0.0,1.0]",2323,60879.6,10989.5,0.980732,0.579919,66222.9891545547,6.63124,730.2099223835413,131.91549913785084,-1.0,2.296,257.98996496494215,0.0,0.0,0.0,0.0
"[-0.475835, 2.10858, 0.0186485]","[3788924.0, 0.0, 3851588.0]","[0.5,0.0,1.0]",9225,567580.0,553856.0,0.998,0.653596,40018.79449887922,4.30805,7.077574765248258,1936.004792464364,-1.0,1.121,2811.262953092216,1361.3892919631269,0.0,0.0,0.0
"[2.68485, -0.287948, 3.52745e-05]","[0.0, 14149320.0, 17203240.0]","[0.0,0.5,1.0]",1776,61645.8,54844.3,0.75439,0.561714,98278.4709781592,9.35608,102.0355447809264,238.2131257437408,-1.0,0.61,390.324400497443,127.83486600655529,0.0,0.0,0.0
"[-0.865729, 3.19429]","[5011133.0, 0.0]","[0.5,0.0]",3151,500316.0,150736.0,0.998,0.617983,90460.4853672338,8.69979,9.00302433764727,884.9554671280456,-1.0,1.866,823.4029136614632,1581.6434514385562,0.0,0.0,0.0
"[3.04496, -0.0316997, 0.00137168]","[0.0, 19483360.0, 19597770.0]","[0.0,0.5,1.0]",5366,155684.0,147759.0,-0.246362,0.708672,91635.83921035964,8.79875,22.61131285275099,470.7949078179247,-1.0,2.735,821.5283457089496,85.61658785359782,0.0,0.0,0.0
