mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[1.38667, -0.175706, 1.62123e-05]","[0.0, 9864279.0, 11370780.0]","[0.0,0.5,1.0]",2390,70025.2,61655.3,-0.333345,0.498237,58352.28494748764,5.94536,161.99033696661206,266.36295685774525,-1.0,1.17,332.9422116139229,0.0,0.0,0.0,0.0
"[3.0116, -1.1107]","[0.0, 44168120.0]","[0.0,0.5]",1281,150209.0,10201.0,-0.530526,-0.647258,92214.83873095324,8.84746,272.3846180050773,55.899527383618285,1.419,1.419,97.00782787080396,58.91237373857377,0.0,0.0,0.0
"[-0.562422, 2.59865]","[37220310.0, 0.0]","[0.5,0.0]",923,83158.6,5432.15,0.116851,0.888439,169182.28817429842,15.1556,332.1829554789335,41.62122787003448,-1.0,1.822,31.213756523642218,67.09478775241463,0.0,0.0,0.0
"[-0.33351, 2.12987, 0.000407501]","[2647930.0, 0.0, 3264132.0]","[0.5,0.0,1.0]",1912,39565.7,21094.7,0.14721,0.897988,15415.924266926442,1.94752,2700.3929868652317,283.1935337669107,-1.0,0.445,444.51350149181684,0.0,0.0,0.0,0.0
"[2.81185, -2.71034, 0.23108]","[0.0, 33047990.0, 33258680.0]","[0.0,0.5,1.0]",5430,28341.1,2454.15,-0.780476,0.332686,49276.49094291185,5.14287,7602.152154073575,46.02395377993055,0.496,0.496,110.39294079319671,0.0,0.0,0.0,0.0
"[1.78626, 4.03273e-05, -0.183418]","[0.0, 22243970.0, 19983710.0]","[0.0,1.0,0.5]",807,127537.0,79621.4,-0.0527721,0.153681,67688.2538560726,6.75804,66.60340816840765,348.5450973566782,-1.0,0.802,465.834141056739,149.28896015584064,0.0,0.0,0.0
[3.08164],[0.0],[0.0],5260,86895.7,34653.6,0.540401,-0.156626,91693.47577840331,8.8036,127.31462595647048,199.2410146374415,1.105,1.105,349.7596422469446,0.0,0.0,0.0,0.0
"[5.17068, -1.28919, 3.43398e-05]","[0.0, 3253626.0, 7795237.0]","[0.0,0.5,1.0]",1319,55003.4,5671.58,0.365828,0.380505,51698.523725555766,5.3584,2006.1989106544563,90.1090187924848,-1.0,1.165,229.0241627071149,0.0,0.0,0.0,0.0
"[1.79967, -0.674519, 0.000115109]","[0.0, 10829570.0, 12929590.0]","[0.0,0.5,1.0]",1109,104898.0,25575.6,-0.445889,0.13712,147409.16404619935,13.3979,77.09589260994414,108.82287994679024,0.643,0.643,145.98783018289012,89.38288384997516,0.0,0.0,0.0
"[1.6794, -1.47589, 0.000683814]","[0.0, 1157771.0, 1376557.0]","[0.0,0.5,1.0]",7868,86435.9,13257.5,-0.0805947,-0.768284,137524.59537508173,12.5941,181.61590871672624,73.97972713291598,-1.0,0.93,131.42543425137498,0.0,0.0,0.0,0.0
"[2.64713, -13.9072, 0.100293]","[0.0, 513266.2, 561602.2]","[0.0,0.5,1.0]",2503,190956.0,22919.8,0.915842,-0.179856,114479.6391089729,10.703,78.68977739294417,221.014143912844,0.979,0.979,901.9604001694005,0.0,0.0,0.0,0.0
