mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[-5.41338, 2.93627, 0.024541]","[341937.6, 0.0, 439908.0]","[0.5,0.0,1.0]",3079,913087.0,162243.0,0.985454,0.998,33792.83614634049,3.73463,17.94812742225106,1862.0165139570688,-1.0,0.413,5388.339601350856,0.0,0.0,0.0,0.0
[3.10725],[0.0],[0.0],1069,4508.66,1414.95,0.827053,0.723156,65672.56893042808,6.58354,33676.92821024253,19.632508967247272,0.476,0.476,34.606996006480664,0.0,0.0,0.0,0.0
"[2.05656, -0.455247, 0.00553868]","[0.0, 5079122.0, 5239305.0]","[0.0,0.5,1.0]",194,12012.8,6942.31,0.658291,0.998,46098.92097019944,4.85841,5836.776596404526,66.54409422045302,1.125,1.125,105.57982705252063,0.0,0.0,0.0,0.0
[6.82127],[0.0],[0.0],1889,347327.0,59726.0,0.502114,0.211677,66085.5164877054,6.61933,42.05299072636993,396.598983845126,1.689,1.689,1035.819820938377,0.0,0.0,0.0,0.0
"[2.51764, -0.288078, 6.93108e-06]","[0.0, 4963005.0, 7125602.0]","[0.0,0.5,1.0]",1390,2528890.0,1783520.0,0.961112,0.998,41593.84911508614,4.45145,0.6029549129919781,924.2237222405414,-1.0,0.77,1466.4725106397298,496.05765747617,2.4331986523299594,0.0,0.0
"[1.56033, -0.356311, 0.00016514]","[0.0, 3995754.0, 4530053.0]","[0.0,0.5,1.0]",9421,576941.0,489898.0,0.958603,0.99797,56516.817365576906,5.78415,5.126258561912808,1573.0920675793009,-1.0,1.104,1964.9991661478514,939.0068407087969,20.21530421165566,0.0,0.0
"[1.7896, -0.538298]","[0.0, 7299428.0]","[0.0,0.5]",3126,715825.0,486153.0,0.924027,0.937607,38327.8164570681,4.15339,6.869679483997441,2213.7901565874754,-1.0,1.173,2961.518415949744,1624.2311496848724,0.0,0.0,0.0
"[3.24611, -0.238525, 3.23435e-05]","[0.0, 5119272.0, 6325792.0]","[0.0,0.5,1.0]",9383,542782.0,21948.7,0.994355,0.998,69148.61854291701,6.88416,77.0425921246486,422.0121137187045,-1.0,1.319,787.7811414825204,0.0,0.0,0.0,0.0
"[3.27944, -0.000853089]","[0.0, 644345500.0]","[0.0,0.5]",3118,112294.0,42934.3,0.979091,0.883665,105339.78169058116,9.94516,71.79550613236071,296.1155923347723,-1.0,2.083,536.2423641501316,8.64885163867415,0.0,0.0,0.0
"[-2.04657, 4.42459, 5.37078e-05]","[3090155.0, 0.0, 4667469.0]","[0.5,0.0,1.0]",8959,28535.3,9145.97,0.460946,0.844981,87779.83951198238,8.47368,1052.6310093403238,78.2139158235378,1.701,1.701,198.96509830208595,0.0,0.0,0.0,0.0
"[4.07756, -0.147167, 2.44129e-05]","[0.0, 68224250.0, 75256880.0]","[0.0,0.5,1.0]",6298,947755.0,576100.0,0.998,0.998,41500.851048425946,4.443,4.298557436506843,2096.90748371521,-1.0,1.213,4234.278796847918,804.4230160864084,10.360696591214499,0.0,0.0
"[-0.892722, 1.66791, 0.00016608]","[17758540.0, 0.0, 20445380.0]","[0.5,0.0,1.0]",3648,1773350.0,1281630.0,0.99763,0.998,37817.55216506695,4.10657,1.3729089121496358,1362.0973626742884,-1.0,1.317,1759.1159171993202,1286.9636212113126,17.553625157076194,0.0,0.0
"[1.49965, 0.000247434, -0.180799]","[0.0, 15209460.0, 13967930.0]","[0.0,1.0,0.5]",1674,551042.0,296994.0,0.0203637,-0.0884775,49737.30818057218,5.18396,9.615548403583494,780.8476452836154,-1.0,2.246,956.2275694894231,332.02005487495006,12.282760762646145,0.0,0.0
"[-2.00253, 2.7576, 2.30172, -0.351643, 4.86256e-05]","[3353923.0, 2083934.0, 0.0, 10451170.0, 15085910.0]","[0.5,0.0,0.0,0.5,1.0]",7211,67094.2,16785.0,0.509761,0.57355,91295.07348206892,8.77007,302.56399393789087,133.12701266190706,-1.0,0.823,362.47582904877714,0.0,0.0,0.0,0.0
[4.61454],[0.0],[0.0],410,63442.2,30831.7,0.643567,0.485452,68320.58175971107,6.81268,262.9010290643768,203.0921549415541,-1.0,1.17,436.2720144940746,0.0,0.0,0.0,0.0
"[1.47566, -0.176248, 0.000452295]","[0.0, 3250060.0, 3526677.0]","[0.0,0.5,1.0]",1008,600631.0,467688.0,0.856804,0.953326,65528.17026800565,6.57102,4.285603645763493,1098.0792378613426,-1.0,1.739,1333.9109348475997,461.5856697676468,0.0,0.0,0.0
