mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[2.35363, -0.293528, 0.00376526]","[0.0, 1447097.0, 1524749.0]","[0.0,0.5,1.0]",1188,701.78,700.408,0.998,0.998,68691.3006959585,6.83738,255943.4554484449,6.943473568833562,0.696,0.696,11.30512489239391,0.0,0.0,0.0,0.0
"[-0.450921, 2.19343, 0.000713578]","[13048210.0, 0.0, 14069710.0]","[0.5,0.0,1.0]",9990,295.754,293.989,0.986999,0.953789,117987.98005728866,10.9795,534490.8517540657,2.838416669038017,-1.0,1.593,4.616302804140542,0.0,0.0,0.0,0.0
"[1.61051, -2.95457, 0.000140778]","[0.0, 27648940.0, 31399630.0]","[0.0,0.5,1.0]",3862,562.358,516.977,0.980338,0.973195,76333.26359140045,7.49295,346882.6519413744,5.395174810683036,2.282,2.282,11.527534046235363,0.0,0.0,0.0,0.0
"[2.13973, -2.65359, 2.44007e-05]","[0.0, 1846057.0, 5024223.0]","[0.0,0.5,1.0]",9045,2895.81,832.747,0.998,0.998,45493.97445772069,4.79947,119388.4050006378,15.197992738077012,-1.0,0.632,33.27404117507423,0.0,0.0,0.0,0.0
"[1.85163, -0.32441, 0.000901198]","[0.0, 44944500.0, 47745880.0]","[0.0,0.5,1.0]",8236,698.907,400.782,0.995955,0.998,73274.39230126061,7.2313,381675.1196941644,5.367443448427269,-1.0,0.937,7.9193735102187786,0.0,0.0,0.0,0.0
"[1.6201, 8.41148e-06, -0.221795]","[0.0, 12212050.0, 8946236.0]","[0.0,1.0,0.5]",7602,1949.35,748.885,0.998,0.998,102418.59609816724,9.69057,63889.92890052478,9.198084718001052,-1.0,1.057,12.483340924547855,0.0,0.0,0.0,0.0
"[-1.15256, 5.19484]","[1701850.0, 0.0]","[0.5,0.0]",3092,805.29,356.507,0.89951,0.983326,46952.4426287595,4.93029,655051.3849528887,6.47011659660217,1.257,1.257,16.30084210860651,0.0,0.0,0.0,0.0
"[1.99029, -0.199271, 0.000770845]","[0.0, 17190710.0, 18365180.0]","[0.0,0.5,1.0]",2820,276.335,213.047,0.618837,-0.151602,153607.62340152852,13.8827,516670.9044486597,2.212045753636355,-1.0,2.577,3.2737767818848087,0.0,0.0,0.0,0.0
"[2.06269, -0.309661, 8.50703e-06]","[0.0, 8266793.0, 10661090.0]","[0.0,0.5,1.0]",9167,479.509,146.891,0.848515,0.861051,77304.40667123048,7.57582,1175108.7958321108,2.9633939123659405,0.69,0.69,4.564357319309553,0.0,0.0,0.0,0.0
"[3.112, -1.33522, 2.34101e-06]","[0.0, 3447439.0, 8644882.0]","[0.0,0.5,1.0]",5013,449.104,421.471,0.982799,0.594155,46264.40363607088,4.86863,918272.8978878574,5.586059954326576,-1.0,1.757,11.78012812389543,0.0,0.0,0.0,0.0
