mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[20.94, -1.42377, 0.000368402]","[0.0, 15368380.0, 21970640.0]","[0.0,0.5,1.0]",466,6680.07,1150.76,0.0497792,0.7104,164148.7979768891,14.7507,9072.267897819538,14.406430149809603,-1.0,0.482,68.12907045322984,0.0,0.0,0.0,0.0
"[-0.739492, 2.01679, 0.00992084]","[2942202.0, 0.0, 3153765.0]","[0.5,0.0,1.0]",8706,234027.0,24622.4,-0.639218,0.610369,98037.047724142,9.33588,78.31752527577657,98.59233176787563,-1.0,1.103,163.97783551811924,0.0,0.0,0.0,0.0
"[-0.999347, 2.83966, -1.4722, 2.09154, 0.000101421]","[1331185.0, 689591.0, 1046493.0, 0.0, 2471415.0]","[0.5,0.0,0.5,0.0,1.0]",3483,16418.0,1100.0,0.273793,-0.386681,188749.4396276541,16.7223,4149.1567289302375,17.07637197752583,1.143,1.143,46.46169344736779,0.0,0.0,0.0,0.0
"[2.496, -5.12965]","[0.0, 21570390.0]","[0.0,0.5]",7377,19698.0,13603.6,-0.526969,-0.229088,81998.73591507124,7.984,1074.8329177735795,74.68121826180918,-1.0,2.146,206.22904375470017,0.0,0.0,0.0,0.0
"[4.32271, -3.44021, -2.71059, 4.49355, 0.000123718]","[0.0, 265328.0, 380410.9, 24764.03, 1823446.0]","[0.0,0.5,0.5,0.0,1.0]",7648,224863.0,8638.38,-0.330382,-0.843791,142668.61120123597,13.0129,135.1510221043056,33.387229618254565,-1.0,0.647,129.1666597119315,0.0,0.0,0.0,0.0
"[1.85844, -0.358883, 0.00336241]","[0.0, 45784400.0, 46324940.0]","[0.0,0.5,1.0]",587,8320.6,1100.0,-0.399001,0.535588,159714.40516951395,14.3933,8419.857419040121,14.691176872551411,1.229,1.229,21.89273937734263,0.0,0.0,0.0,0.0
"[5.54412, -0.533536]","[0.0, 42294120.0]","[0.0,0.5]",3735,159729.0,146956.0,0.0587612,-0.0461562,153093.4259089037,13.8584,11.09314991607639,304.45815383595453,-1.0,2.432,716.8758009892068,222.38703972887618,0.0,0.0,0.0
"[3.72971, -0.0175878]","[0.0, 261342600.0]","[0.0,0.5]",330,34169.7,30849.0,0.464627,0.882764,164186.0546598506,14.7537,133.92218787064803,123.34395454103787,-1.0,1.144,238.2074833047218,16.357752297439106,0.0,0.0,0.0
"[3.56306, -0.346042, 1.55035e-05]","[0.0, 27957340.0, 33102580.0]","[0.0,0.5,1.0]",4730,105581.0,6200.03,0.767105,0.204542,145654.5004406399,13.2555,305.13272525589275,77.70764102534854,-1.0,1.212,146.68148331513618,45.712803890136335,0.0,0.0,0.0
"[-1.80953, 3.65966, -2.46271, 3.34102, 0.000162343]","[296551.5, 57271.45, 199805.2, 0.0, 971826.3]","[0.5,0.0,0.5,0.0,1.0]",1613,22922.7,6078.13,0.0542466,-0.849361,122286.68509613918,11.3466,1162.0722498443242,47.759998894831085,-1.0,1.581,160.35615997080072,0.0,0.0,0.0,0.0
"[3.99659, -5.72438, 0.00280979]","[0.0, 344863.8, 504088.1]","[0.0,0.5,1.0]",7539,33956.3,12862.2,-0.54448,0.820893,131263.28301373296,12.0828,394.85990311915975,69.86108475840331,-1.0,1.525,217.84765145503135,0.0,0.0,0.0,0.0
"[4.21981, -0.504651]","[0.0, 16908380.0]","[0.0,0.5]",4115,230440.0,4560.07,-0.86802,0.991042,199224.82440587465,17.5567,156.59865741237908,9.496294735757152,-1.0,1.902,19.507455900827065,6.746053085882302,0.0,0.0,0.0
"[2.02292, -0.663471, 0.0528961]","[0.0, 2478388.0, 2494603.0]","[0.0,0.5,1.0]",7890,58052.9,34070.3,0.463932,0.487505,136988.62670790553,12.5504,103.04238417452042,158.22660100712497,0.473,0.473,261.87755342814125,0.0,0.0,0.0,0.0
"[5.35389, -0.306594, 0.00108447]","[0.0, 3207580.0, 3739051.0]","[0.0,0.5,1.0]",8958,23477.2,1100.0,0.428506,-0.719598,77191.63018198324,7.57452,10893.498449687935,27.33757800286641,-1.0,1.044,65.04717160306815,0.0,0.0,0.0,0.0
"[1.72467, -0.310528, 0.0028913]","[0.0, 2259206.0, 2388674.0]","[0.0,0.5,1.0]",1055,5708.08,3425.19,-0.444785,-0.121732,131395.31655633837,12.0936,5108.747143547982,23.65129285452208,-1.0,0.948,33.76497947846619,0.0,0.0,0.0,0.0
"[2.69333, 0.17848, -0.306426]","[0.0, 98713900.0, 98712090.0]","[0.0,1.0,0.5]",4193,399843.0,49345.2,0.572868,-0.630788,93713.01822801236,8.97338,29.12943645106301,263.05389225412017,-1.0,1.101,431.7074232568624,183.17808359803547,0.0,0.0,0.0
[3.00912],[0.0],[0.0],7698,148206.0,24814.9,0.0958342,-0.00824052,131334.18870304507,12.0886,72.41890023357948,128.66081339027042,0.752,0.752,223.18553623262963,0.0,0.0,0.0,0.0
[5.42777],[0.0],[0.0],2465,3857.28,2591.02,-0.425492,0.539642,150833.9754005836,13.6755,7358.463531158499,17.625373944449578,1.63,1.63,41.06284710407491,0.0,0.0,0.0,0.0
"[3.2593, -0.120503, 0.000173753]","[0.0, 110311500.0, 112710800.0]","[0.0,0.5,1.0]",1474,17565.7,6137.32,0.106105,0.224531,107400.9261821704,10.1165,1672.5864311198786,49.01496948313152,-1.0,1.962,90.11261509270192,0.0,0.0,0.0,0.0
"[2.25659, -1.15549, 0.0439605]","[0.0, 10703420.0, 10877930.0]","[0.0,0.5,1.0]",187,494069.0,1362.97,-0.6238,0.314977,144857.7534294388,13.1908,487.3095443774868,3.3953166593823623,0.858,0.858,6.312039325186839,0.0,0.0,0.0,0.0
"[2.52275, -0.314453, 0.000747052]","[0.0, 6077040.0, 6617042.0]","[0.0,0.5,1.0]",7093,36034.7,25014.8,-0.943571,-0.971592,49288.03673805595,5.1439,736.6820377230129,131.97176835434334,-1.0,1.051,222.32249613545406,0.0,0.0,0.0,0.0
"[-0.57346, 2.47099, 7.62697e-05]","[20356540.0, 0.0, 22218930.0]","[0.5,0.0,1.0]",517,215352.0,7411.57,-0.454272,-0.854594,164425.75291928108,14.773,132.91148252861146,24.506050445668823,1.179,1.179,38.52199912912301,18.558965602513688,0.0,0.0,0.0
"[2.84571, -0.292302, 5.61424e-05]","[0.0, 21950450.0, 24588500.0]","[0.0,0.5,1.0]",7390,13179.7,2679.65,-0.8014,-0.800718,204678.35726791725,17.99,1829.285085475509,20.43332475783,-1.0,1.426,36.19680369610639,0.0,0.0,0.0,0.0
"[2.98085, -0.422794, 9.78838e-06]","[0.0, 3834596.0, 4746341.0]","[0.0,0.5,1.0]",216,32185.3,1248.56,0.00824861,0.281985,85169.71226179405,8.25295,6832.394250516547,28.02862603623319,-1.0,2.38,51.709995298273306,0.0,0.0,0.0,0.0
