mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[-0.741694, 2.44982, 0.00190943]","[12372040.0, 0.0, 13631660.0]","[0.5,0.0,1.0]",7887,100439.0,19851.7,-0.327982,0.272844,137471.85033483204,12.5898,111.17338410553288,95.317392156044,-1.0,0.632,149.18983706424746,82.19451627041953,0.0,0.0,0.0
"[2.22792, -0.511758, 0.000138068]","[0.0, 46794760.0, 53044900.0]","[0.0,0.5,1.0]",2337,10486.1,9809.57,-0.839968,0.313079,211045.5873677708,18.495,652.6932440044792,36.67240732587429,-1.0,0.715,60.70159795319591,0.0,0.0,0.0,0.0
"[3.05603, 0.00124423, -0.15424]","[0.0, 3029910.0, 2988165.0]","[0.0,1.0,0.5]",4683,7712.59,3082.57,0.576087,-0.717844,156243.69597417256,14.1131,3497.4590486556663,24.35543029709996,1.877,1.877,43.64663152225911,0.0,0.0,0.0,0.0
"[1.67571, -0.400437, 2.00159e-05]","[0.0, 8476648.0, 9706729.0]","[0.0,0.5,1.0]",1761,14107.3,14028.1,0.562451,0.706032,83726.59008036595,8.13066,1339.2131835380042,74.88929925701348,2.247,2.247,107.9073209864063,0.0,0.0,0.0,0.0
[3.46367],[0.0],[0.0],4449,11633.2,10332.0,-0.624352,-0.65795,147677.91549443643,13.4197,948.0089823031234,42.47626562386161,-1.0,1.11,79.05231308883859,0.0,0.0,0.0,0.0
[3.98688],[0.0],[0.0],167,68279.5,2985.04,0.723211,-0.761189,122482.48075625638,11.3627,1069.6157778618608,51.194419582251584,-1.0,1.311,102.22078354948277,0.0,0.0,0.0,0.0
"[-1.87187, 3.43348, -1.41849]","[5741979.0, 2880289.0, 6363316.0]","[0.5,0.0,0.5]",4343,10541.0,6984.73,-0.0377683,-0.0676785,56220.66047536163,5.75809,5076.130700544593,56.34555810967157,1.46,1.46,146.10610736641743,0.0,0.0,0.0,0.0
"[1.50765, -0.323235, 0.000572772]","[0.0, 1084555.0, 1251347.0]","[0.0,0.5,1.0]",2758,20055.2,1280.22,0.166213,0.719691,43860.68902389549,4.65679,20906.63681801343,35.48991005273855,-1.0,0.722,48.028978881949826,0.0,0.0,0.0,0.0
"[1.9739, -0.222557, 2.48251e-05]","[0.0, 14006030.0, 16499630.0]","[0.0,0.5,1.0]",7949,32175.3,4845.96,0.64998,-0.270663,124254.22262515404,11.5083,1102.2853755230767,52.51189053552025,-1.0,0.738,77.8254178416216,0.0,0.0,0.0,0.0
"[-0.531448, 1.88293, 9.13161e-05]","[4259884.0, 0.0, 6060244.0]","[0.5,0.0,1.0]",1325,82951.3,22533.4,-0.447983,-0.254074,127798.49223685736,11.7991,125.44486913700432,102.41701650162192,-1.0,1.049,159.14132351866795,0.0,0.0,0.0,0.0
"[2.28775, -0.617715, 0.00202078]","[0.0, 1701368.0, 1988528.0]","[0.0,0.5,1.0]",6147,45876.1,3173.1,0.320296,0.384833,82446.59598760349,8.02204,2235.335084965988,51.41842388863106,-1.0,1.314,87.67536042588767,0.0,0.0,0.0,0.0
"[3.25052, -0.0780337, 5.76854e-06]","[0.0, 37398120.0, 41442670.0]","[0.0,0.5,1.0]",4615,13560.5,11830.0,-0.730706,-0.630317,191565.6373775437,16.9469,517.6356997964064,41.31485978994659,-1.0,1.464,75.37623545158203,0.0,0.0,0.0,0.0
"[-7.3695, 6.48734, 0.229343]","[48065.05, 0.0, 52270.85]","[0.5,0.0,1.0]",5751,10800.3,4253.7,-0.923018,0.88515,103736.6642405836,9.81171,3533.751811714098,34.52591165671923,2.684,2.684,129.5811464710745,0.0,0.0,0.0,0.0
[3.21929],[0.0],[0.0],7552,8688.66,1100.0,0.980634,0.299767,21598.981027111786,2.57051,93266.14805332354,36.02895015959935,-1.0,1.179,64.64451146999333,0.0,0.0,0.0,0.0
"[1.73418, -0.441232, 1.2773e-05]","[0.0, 4021361.0, 6017418.0]","[0.0,0.5,1.0]",6743,252164.0,40908.7,0.914178,-0.771922,66010.96243667815,6.61287,75.94011623504419,384.2753326112048,-1.0,1.526,566.7800328668181,0.0,0.0,0.0,0.0
"[3.76557, -0.144196]","[0.0, 29075240.0]","[0.0,0.5]",8480,197508.0,5783.05,-0.880819,0.965818,185162.2286152916,16.4359,152.4318546516335,14.490662189311172,-1.0,1.849,28.119241057036156,5.502560658418558,0.0,0.0,0.0
"[1.55058, -0.483127, 0.000474069]","[0.0, 4152017.0, 4680701.0]","[0.0,0.5,1.0]",4244,22858.2,10669.4,-0.111151,-0.169038,30839.85928310796,3.45842,3805.069485364499,116.1565100099202,-1.0,1.645,165.6678968984147,0.0,0.0,0.0,0.0
[3.47244],[0.0],[0.0],2192,10898.8,3747.35,-0.0904616,0.502726,171639.89676922784,15.353,1976.3064929033208,28.14072134025353,-1.0,0.612,52.43878261344202,0.0,0.0,0.0,0.0
"[-1.1263, 2.31073, 0.00157065]","[1936692.0, 0.0, 2436084.0]","[0.5,0.0,1.0]",1504,15742.1,10426.5,-0.5894,-0.289946,127892.44040191371,11.8068,896.8141771300758,51.053823353091246,-1.0,0.671,94.6714746258975,0.0,0.0,0.0,0.0
"[1.46135, -0.315238, 0.000263057]","[0.0, 3082755.0, 3528706.0]","[0.0,0.5,1.0]",6351,10652.1,8282.61,-0.330686,0.0553222,64001.739418543126,6.43851,3704.41211490579,56.9890004525676,-1.0,0.734,75.96552652105666,0.0,0.0,0.0,0.0
"[-1.05319, 2.20123, 0.000744478]","[37215760.0, 0.0, 39595840.0]","[0.5,0.0,1.0]",3528,18089.8,2912.83,-0.922492,-0.379209,198061.8051070776,17.4642,1410.919581133581,21.437135138363136,-1.0,0.993,38.67703865811769,0.0,0.0,0.0,0.0
"[2.55272, -0.802369, 0.0116198]","[0.0, 9171706.0, 9476084.0]","[0.0,0.5,1.0]",2890,72404.9,14415.6,0.716816,0.983797,181244.4406939529,16.1227,129.61242362483728,108.78339893430308,1.217,1.217,199.60223564313418,0.0,0.0,0.0,0.0
"[3.84648, -0.0553818, 2.71026e-05]","[0.0, 28030970.0, 29929560.0]","[0.0,0.5,1.0]",7757,50077.8,1249.15,-0.232227,-0.679083,151999.85220703797,13.7699,2322.360579734745,17.220383971680018,-1.0,1.866,34.015767996033816,0.0,0.0,0.0,0.0
"[1.79121, -0.284425, 0.000250022]","[0.0, 7939957.0, 8945744.0]","[0.0,0.5,1.0]",6375,90088.2,17413.8,-0.17953,-0.906986,22939.23766846268,2.70197,1189.1406406663189,234.621460297348,1.277,1.277,338.04100268427203,0.0,0.0,0.0,0.0
[4.70179],[0.0],[0.0],8383,49212.6,11178.9,0.784459,-0.624153,126884.90124201894,11.7242,357.4119092688302,89.6360493414033,2.831,2.831,194.36332544339075,0.0,0.0,0.0,0.0
[4.31991],[0.0],[0.0],292,45269.9,1350.09,-0.206691,-0.0112435,143558.0108107387,13.0852,2491.455330562707,19.677190262522227,-1.0,0.307,40.897845915980724,0.0,0.0,0.0,0.0
"[-0.6085, 2.5018, 0.00791156]","[2106593.0, 0.0, 2390708.0]","[0.5,0.0,1.0]",202,244760.0,102017.0,-0.00562557,-0.914655,181394.44771151853,16.1347,8.54597521673518,155.03888720633367,-1.0,0.8,245.22623853745495,121.72394802764964,0.0,0.0,0.0
"[2.08806, -1.05217]","[0.0, 6671867.0]","[0.0,0.5]",2488,95630.3,13756.9,-0.354388,0.195936,139841.90104681617,12.7829,159.45202557225647,69.98986974905628,0.82,0.82,124.02690731348457,0.0,0.0,0.0,0.0
"[1.57625, 3.17119e-05, -0.224323]","[0.0, 1695229.0, 1401596.0]","[0.0,1.0,0.5]",8941,19437.1,11714.0,0.968941,0.712253,162498.9004448922,14.6178,492.22565383251134,65.65083482893846,-1.0,1.409,88.09463168907834,0.0,0.0,0.0,0.0
"[1.87413, -0.396079, 0.00355107]","[0.0, 34010590.0, 34577330.0]","[0.0,0.5,1.0]",8775,187781.0,65045.6,-0.556168,0.111107,146022.80758648863,13.2854,21.3669323332008,186.2436023819018,-1.0,0.564,254.96538297727764,117.73631609641227,0.0,0.0,0.0
