mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
[3.1579],[0.0],[0.0],8948,124906.0,35871.2,0.926556,0.589108,202254.42001030792,17.7975,31.71611129752744,225.28458156649475,0.591,0.591,400.3415408195533,0.0,0.0,0.0,0.0
"[-1.09671, 2.91002, 8.96785e-05]","[9012315.0, 0.0, 11870380.0]","[0.5,0.0,1.0]",9586,14067.6,1452.81,-0.384825,-0.203386,202211.6236570073,17.7941,3193.1148581834827,16.61290015000702,0.859,0.859,33.25411189739751,0.0,0.0,0.0,0.0
"[3.68888, -0.510463, 0.000281215]","[0.0, 49632120.0, 53602090.0]","[0.0,0.5,1.0]",5340,42436.8,2767.07,-0.59483,-0.23359,41477.96274766967,4.44092,6264.50811006255,57.53627281898453,-1.0,1.182,117.90899579926915,0.0,0.0,0.0,0.0
"[2.23409, -0.226356, 0.0121158]","[0.0, 5820937.0, 5894935.0]","[0.0,0.5,1.0]",8767,101689.0,8931.09,0.484104,0.67227,38654.41161407613,4.18332,1183.3893019191148,153.78293041764445,-1.0,1.275,241.81414975783025,0.0,0.0,0.0,0.0
[3.33218],[0.0],[0.0],1607,11510.3,10852.5,0.999325,-0.895816,142872.7815906777,13.0295,960.5795865420696,48.15014360927019,-1.0,1.702,87.89452297352973,0.0,0.0,0.0,0.0
[4.66531],[0.0],[0.0],6481,32678.1,3549.09,0.469369,0.123442,150942.63241918824,13.6843,1126.1368791607213,40.46695844394121,2.117,2.117,87.40591366476622,0.0,0.0,0.0,0.0
"[-1.32371, 2.70156, 5.70751e-05]","[2480005.0, 0.0, 4328979.0]","[0.5,0.0,1.0]",576,39993.1,29181.5,0.620633,0.289637,188918.6375116904,16.7358,101.34896877379676,117.20401929502272,-1.0,1.328,235.1489763288301,0.0,0.0,0.0,0.0
"[-0.866523, 2.25287, 0.0220216]","[4486124.0, 0.0, 4590084.0]","[0.5,0.0,1.0]",3905,34484.5,2387.77,0.743519,-0.889555,178831.68767575137,15.9296,1258.6726029476176,33.839387660016754,1.088,1.088,59.977053261761284,0.0,0.0,0.0,0.0
"[1.99792, -0.868577, 0.00182942]","[0.0, 1244688.0, 1509209.0]","[0.0,0.5,1.0]",9112,44280.2,15585.2,-0.848114,-0.224324,198021.5785249248,17.461,152.78004572009533,59.7215261012083,-1.0,1.123,101.14517813128744,0.0,0.0,0.0,0.0
"[-0.419561, 2.02905, 1.10885e-06]","[16729350.0, 0.0, 26257270.0]","[0.5,0.0,1.0]",6481,32678.1,3549.09,0.469369,0.123442,150942.63241918824,13.6843,1126.1368791607213,40.46695844394121,-1.0,2.344,63.32286555822242,0.0,0.0,0.0,0.0
[4.96546],[0.0],[0.0],127,3694.17,2724.66,0.218298,-0.831224,104545.36444018556,9.87905,12014.803373775205,20.0455206636884,-1.0,0.868,44.66805939898713,0.0,0.0,0.0,0.0
"[3.13876, 0.0147403, -0.0572485]","[0.0, 17421260.0, 17417370.0]","[0.0,1.0,0.5]",7171,50879.9,1100.0,-0.358602,-0.958019,114021.14921910288,10.6651,3862.7763055298983,19.004129686330632,1.119,1.119,34.052668444682276,0.0,0.0,0.0,0.0
"[-0.87705, 2.49583, 0.00282304]","[5145781.0, 0.0, 5682990.0]","[0.5,0.0,1.0]",7216,21925.2,1100.0,-0.905883,-0.0383027,173840.52249696868,15.5296,3822.420681021132,13.808111378741046,1.128,1.128,25.369762343433937,0.0,0.0,0.0,0.0
"[1.72713, -0.261166, 0.00216625]","[0.0, 28171150.0, 29011410.0]","[0.0,0.5,1.0]",6494,150217.0,27025.2,0.321145,-0.812466,199366.9303786691,17.568,36.90107885475497,118.8631784515386,-1.0,1.796,156.21036718179784,60.99572029764725,0.0,0.0,0.0
"[2.58344, -0.927445, 5.305e-05]","[0.0, 22465060.0, 26574030.0]","[0.0,0.5,1.0]",4025,66134.7,27079.9,-0.136604,0.125613,202144.9128112521,17.7888,66.25494551488967,107.69079559115492,-1.0,2.107,173.0923105504391,103.71345163388797,0.0,0.0,0.0
"[1.78536, 1.32403e-06, -0.198169]","[0.0, 7717687.0, 5980869.0]","[0.0,1.0,0.5]",1739,187244.0,57118.9,0.910683,0.110119,173860.46864320108,15.5312,18.90668038982012,310.7551092884842,-1.0,2.493,415.2227859648891,138.33629397448496,0.35757503563095555,0.0,0.0
