mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[4.55407, -2.45986, 0.000204839]","[0.0, 12960360.0, 18085660.0]","[0.0,0.5,1.0]",1814,789.793,536.127,0.989174,0.918531,59949.59018549355,6.07897,345530.90717314824,6.881442751420174,-1.0,0.986,18.224958851766687,0.0,0.0,0.0,0.0
"[2.57182, -0.441313, 3.00688e-06]","[0.0, 18721830.0, 27852970.0]","[0.0,0.5,1.0]",6582,9183.69,627.427,0.998,0.998,23269.122630148908,2.73227,143796.89631717373,27.00963765309448,-1.0,0.816,46.884374423735295,0.0,0.0,0.0,0.0
[11.0149],[0.0],[0.0],3564,487.102,475.343,0.650685,0.769629,137473.19028870025,12.5745,191868.68277388165,3.9868833133523767,-1.0,1.237,13.231948577273975,0.0,0.0,0.0,0.0
[3.48994],[0.0],[0.0],213,447.804,122.648,0.451246,0.9389,72717.86533306073,7.18359,1579296.5892226987,2.719475976275203,-1.0,0.564,5.080356711939859,0.0,0.0,0.0,0.0
[3.03551],[0.0],[0.0],600,325.167,241.371,0.249873,0.88068,140605.64831337222,12.8293,459899.92329006427,2.55575995718668,0.898,0.898,4.45282774912775,0.0,0.0,0.0,0.0
[3.45122],[0.0],[0.0],6980,1770.97,1596.11,0.998,0.998,76326.3534195026,7.49236,52136.5152330669,13.666199155596148,0.681,0.681,25.388326078980825,0.0,0.0,0.0,0.0
[3.22726],[0.0],[0.0],1232,463.258,317.429,0.756815,0.911386,135807.0164109488,12.4388,286506.29928018345,3.323065019361512,-1.0,0.904,5.9697454938635,0.0,0.0,0.0,0.0
"[2.29311, -1.75178, 0.00414576]","[0.0, 465044.0, 581975.7]","[0.0,0.5,1.0]",8981,950.618,517.823,0.998,0.992308,76125.8658661264,7.47524,227801.71762358243,6.627668075694703,-1.0,1.048,13.33633684718111,0.0,0.0,0.0,0.0
"[1.88328, -0.228519, 0.00250379]","[0.0, 59797790.0, 60605380.0]","[0.0,0.5,1.0]",1062,1669.26,317.464,0.998,0.884344,75991.33634299976,7.46375,234567.69650284777,6.5331495152951415,-1.0,1.697,9.49961903074259,0.0,0.0,0.0,0.0
[11.6157],[0.0],[0.0],120,13283.2,1395.45,0.998,0.998,56767.70741147043,5.80032,18809.40096930788,30.308496798525297,-1.0,0.179,103.29685302620625,0.0,0.0,0.0,0.0
"[1.3207, -0.22013, 0.00140099]","[0.0, 3162051.0, 3347990.0]","[0.0,0.5,1.0]",4587,686.016,677.573,0.996652,0.972768,73474.53796880417,7.24845,246242.18443584023,6.6139385031246585,-1.0,0.58,8.21362489521917,0.0,0.0,0.0,0.0
[12.6262],[0.0],[0.0],4682,894.957,230.306,0.998,0.232929,156294.5874167147,14.0996,190143.0221823206,3.517971426085902,-1.0,0.649,12.50053613455644,0.0,0.0,0.0,0.0
"[-0.901726, 3.07029, 6.00049, -4.6787, 0.0557815]","[475792.1, 0.0, 84134.95, 98581.36, 518579.3]","[0.5,0.0,0.0,0.5,1.0]",4451,2112.62,1308.28,0.997857,0.998,33969.8609009355,3.74792,141274.76328685117,18.76192655012548,-1.0,0.818,71.95140735812168,0.0,0.0,0.0,0.0
