mu_list,td_list,n_list,idx,m1,m2,a1,a2,Dl_s,z_merge,duration_time,Mean_SNR,z_lens_sbh,z_lens_hh,Signal_1,Signal_2,Signal_3,Signal_4,Signal_5
"[1.70618, -0.261675, 0.000437073]","[0.0, 4264475.0, 4717983.0]","[0.0,0.5,1.0]",8217,498.792,349.011,0.997633,0.991291,12786.74826497748,1.67099,3675063.304720901,9.63280470753043,-1.0,0.662,13.514423596367578,0.0,0.0,0.0,0.0
"[3.87268, -2.5319, 0.314378]","[0.0, 732439.4, 751309.9]","[0.0,0.5,1.0]",1183,511.532,319.672,0.61691,0.888741,46256.821841410725,4.86795,1046871.3979397416,5.242090153274734,-1.0,0.71,13.587997203703065,0.0,0.0,0.0,0.0
"[3.03737, -0.14438, 0.00281066]","[0.0, 5592566.0, 5702816.0]","[0.0,0.5,1.0]",1751,758.368,227.221,0.997977,0.998,85185.34008318922,8.24501,492912.74417309655,4.0825619663305135,0.858,0.858,7.285469564035753,0.0,0.0,0.0,0.0
[3.47105],[0.0],[0.0],7715,312.467,226.39,0.649192,0.62927,221368.68722893868,19.2866,264967.8660132749,2.115914375756744,-1.0,0.923,3.942108052594572,0.0,0.0,0.0,0.0
"[1.77576, -0.326578, 5.17925e-05]","[0.0, 46380350.0, 51409230.0]","[0.0,0.5,1.0]",1699,374.66,369.853,0.642532,0.710045,81996.106834764,7.97489,586526.901093026,3.904954565957814,-1.0,1.636,5.66203572032159,0.0,0.0,0.0,0.0
"[2.3256, -1.02799, 7.90075e-06]","[0.0, 12065140.0, 16740160.0]","[0.0,0.5,1.0]",8433,101620.0,700.855,0.998,0.932841,34001.52424400584,3.75086,17000.820064244042,52.95424927200144,1.646,1.646,96.97422333233986,0.0,0.0,0.0,0.0
"[3.49701, -2.38729, 0.000102932]","[0.0, 3300367.0, 5557935.0]","[0.0,0.5,1.0]",205,729.736,688.753,0.673681,0.343527,83157.83837688493,8.07339,196853.114534658,6.50379305425696,-1.0,2.972,15.776763505615467,0.0,0.0,0.0,0.0
"[3.35371, -0.218281, 4.13076e-05]","[0.0, 15915680.0, 17618360.0]","[0.0,0.5,1.0]",4680,781.755,492.697,0.998,0.998,71682.95645266687,7.09478,299797.2867759924,6.162673694125982,0.528,0.528,11.647342919953887,0.0,0.0,0.0,0.0
"[-0.548792, 2.17069, 0.000837159]","[14039770.0, 0.0, 15589900.0]","[0.5,0.0,1.0]",6187,961.036,957.416,0.998,0.998,95729.36651541236,9.13208,98936.7933254944,7.936320605078512,-1.0,1.268,13.089683143579663,0.0,0.0,0.0,0.0
[6.1208],[0.0],[0.0],6552,293.18,271.736,0.764915,0.9943,108030.15450802694,10.1568,647429.6219434593,2.8287602437623542,-1.0,1.488,6.998423733224428,0.0,0.0,0.0,0.0
