m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
321.349,319.859,0.916876,0.63183,197697.83174238552,17.4128,1.821687371816543e-11,227113.6631541277,2.554563141378915
1060.84,788.787,0.998,0.998,88544.76342613416,8.5286,2.2595605740339865e-11,119055.31805077536,7.83110073134646
987.745,653.29,0.998,0.998,85282.31980603543,8.25321,4.933086394151008e-11,155780.56418207815,7.123743930251119
4155.33,1024.92,0.998,0.998,98730.61724723836,9.38304,6.711804695078959e-12,28575.427680919496,14.19871363368276
483.823,323.673,0.96942,0.984193,122142.12768675551,11.3211,2.3437446306536126e-10,314448.9956496156,3.534385503518253
882.626,672.131,0.998,0.998,113998.84496230527,10.6506,5.560192994853721e-11,113358.80257089876,6.231334458753544
615.937,331.41,0.577083,0.531143,155896.72952794022,14.0675,5.4052022080836905e-11,181932.93736735397,3.604023039736208
8764.35,1916.91,0.998,0.998,53955.7661925378,5.55277,9.414920003196124e-12,19855.921318083823,31.112138703356027
4964.66,1058.69,0.998,0.998,37889.36191032213,4.10952,1.0327871408653231e-09,79377.92511028498,22.2983341302255
800.863,606.294,0.996442,0.997149,119122.71238150056,11.0729,1.7467642713253348e-11,126250.2417489779,5.655217065177807
7183.22,5313.74,0.997962,0.998,45556.75094965793,4.80511,1.6115396528657663e-11,11269.641262728695,48.96904651085547
423.205,354.158,0.996998,0.63141,172585.6532114102,15.4094,2.250795302641139e-11,201226.1780023024,3.1043281843555524
982.232,382.611,0.998,0.973622,106125.7853552363,9.9988,1.2928316622018356e-11,188593.21566936013,5.209885074177179
457.728,305.003,0.907129,0.86015,198095.63398145468,17.4444,1.291553080475139e-11,176664.86831549034,2.882254386450379
657.672,600.942,0.998,0.932977,61512.56821564993,6.21531,3.955700900830815e-10,352432.6671724874,6.644016452736398
504.636,244.192,0.998,-0.12067,98693.97671692989,9.37998,1.3199781576967015e-10,518564.0138559893,3.438561360229658
382.307,294.131,0.0647969,0.440772,117998.91033334998,10.9804,8.766035509894988e-11,432563.2549907388,3.133358813797634
515.365,479.155,0.958251,0.714891,98367.49427046436,9.35271,1.422065295589001e-11,285694.8113758658,4.595075366808324
2839.19,737.516,0.998,0.998,38388.82411696814,4.15528,2.136726488233176e-11,165001.14312931805,15.36313169289708
2428.88,991.663,0.998,0.998,76309.95662684151,7.49096,3.1123802781880657e-11,61524.16515610284,12.57956348010337
493.057,380.142,0.734405,0.998,156150.80518117954,14.088,9.869624075430736e-12,192392.2199229881,3.5070698528345434
4047.75,498.858,0.998,0.998,70145.78559449025,6.96265,2.2758495086187544e-10,89809.31284978805,11.313340349317777
409.492,245.492,0.32973,-0.0749798,155935.1488976292,14.0706,2.2692646939755503e-11,326554.31900625955,2.711365862562096
3425.77,497.392,0.998,0.998,17872.607494266515,2.19748,8.85326948726815e-10,463575.9470882392,20.00989522916677
853.083,482.777,0.998,-0.0985342,161291.62600461167,14.5023,1.9145911931005912e-12,96434.94407092677,4.756444495122331
574.801,449.968,0.724523,0.9221,58394.360980529375,5.94296,5.808750066267499e-10,536184.122035056,5.724166030176768
593.165,552.088,0.970959,0.972936,85298.759998063,8.2546,3.0623526612783525e-10,272207.0941446415,5.426741278631963
742.253,411.905,0.998,0.998,118168.94684407728,10.9944,7.205005795716804e-12,189737.88526552363,4.667522465838228
1294.03,1050.09,0.998,0.998,61535.18054748708,6.21728,3.201730988407151e-11,126060.40384155924,10.9562227627739
729.736,688.753,0.673681,0.343527,83157.83837688493,8.07339,1.04032362509874e-09,196853.114534658,6.50379305425696
452.276,318.25,0.600823,0.89369,85303.13621049064,8.25497,2.0662453257287457e-11,542638.9846266654,3.895203050122448
2921.65,591.096,0.998,0.998,98708.82437908948,9.38122,1.916343567462213e-11,61929.02642877914,9.675045011506942
411.629,265.959,-0.142571,0.689692,128097.56453848135,11.8093,1.2453094119067015e-09,397653.1777012349,3.00373903392618
542.869,212.817,0.687222,0.337045,184765.9103089356,16.3833,5.22222821764085e-10,234911.49201911665,2.684483386773193
746.331,686.756,0.996733,0.986022,129306.57728908135,11.9082,1.5856946758071855e-11,107636.51745888236,5.635954651828745
582320.0,33052.8,0.998,0.998,51758.003512339536,5.35838,2.93222266152323e-12,70.27349316426272,602.0699672515661
