m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
323197.0,8038.62,-0.490806,-0.339217,126780.03421280767,11.7156,1.7218757601915368e-10,133.3662481897849,23.108792287597204
60909.9,1502.67,-0.522122,0.911493,61417.20477140945,6.21345,1.778601951025777e-10,5593.42134748542,32.85126987120313
410694.0,6547.51,0.352724,-0.267042,118077.42926859536,11.0,6.132838155877012e-11,153.09222912158324,36.74212227816383
39991.3,5511.26,-0.0311543,0.048103,198055.5196700325,17.4637,9.585527946097615e-11,436.4808261068088,38.59289685988466
20604.8,4607.65,-0.894002,-0.447424,155377.45742400785,14.0431,9.094316005603595e-10,1171.041825698979,31.44712140909124
213484.0,60732.2,0.834501,0.394691,198130.9457353092,17.4697,1.2976605472557082e-10,13.453221639319224,284.25776819545683
497024.0,28610.3,0.343553,0.470116,172924.40904027835,15.4561,9.167917420872343e-11,18.285482977483497,51.02344035823496
224199.0,67222.1,0.268781,-0.326485,156230.0810969838,14.112,8.247375016655754e-11,16.516940717378446,221.54588730780125
69423.1,8557.03,0.367003,-0.710071,171482.95810710397,15.3404,1.6707877571814267e-09,237.54227789793504,62.29132808228852
450336.0,206824.0,-0.486266,0.81567,109947.09557580708,10.3278,8.556484964797647e-11,5.628543924005871,213.01206358736783
57453.6,24894.5,-0.818896,0.29551,131320.7408559787,12.0875,9.93018632313884e-11,145.45419104013507,101.14452452679856
326053.0,175142.0,0.51827,0.0794565,164117.7511758914,14.7482,6.580046554298431e-11,4.836245987010497,229.88807114064028
139969.0,102746.0,0.381817,-0.959732,198037.92051247647,17.4623,3.275701974590956e-11,11.663244987743903,217.17789981647792
20808.2,6238.65,-0.998,-0.246632,126730.04174155458,11.7115,2.1379064920321648e-11,1160.816536007119,40.5755738337697
16706.6,1100.24,-0.615935,0.141533,60840.64731008691,6.16312,8.017142082982413e-10,18550.766885217345,25.71213072175388
21643.9,16054.0,-0.494973,-0.197305,136972.68487847582,12.5491,9.306428634610408e-10,435.55739853845375,65.70172052672075
106740.0,81859.5,0.552712,-0.857536,211924.0572734821,18.5646,3.4121248440834796e-10,16.03705199835169,208.6484774227795
123628.0,3415.46,-0.190481,0.745239,193821.99060311777,17.1267,4.19196652841975e-09,330.6985046038691,19.40475232990005
34043.3,6489.42,-0.867269,-0.589489,178802.96222296235,15.9273,9.51136266505719e-10,484.2732706279859,33.61624569488308
9162.86,1178.12,-0.570479,-0.633704,37986.173653073456,4.12205,1.070680265776233e-09,46089.90671464164,28.084433491153
159191.0,50867.4,0.972215,0.225107,197966.2678065036,17.4566,9.551925333206618e-11,19.764172338602965,287.4152802717053
61185.2,11340.0,0.0906399,-0.46047,164131.41171962552,14.7493,1.8811988162797902e-10,211.09986074007512,67.21340140236431
41408.2,39265.4,-0.62476,0.716739,68680.96683391025,6.8438,2.811052642233646e-09,298.29327742811165,168.95857787016865
36857.7,1143.42,0.587517,0.860105,109943.47724256491,10.3275,2.3063478964402512e-10,4853.089495175556,27.93728241800316
31332.6,19488.6,0.34094,0.787159,178985.3114922997,15.9419,9.266644105272207e-11,188.65477998172844,90.131150169626
51556.0,19337.8,-0.0361762,-0.449427,150779.6489346603,13.6711,2.4059399994054053e-10,164.09834165810778,90.30305507936684
435669.0,116846.0,-0.903886,0.912135,164073.04447707752,14.7446,1.2630910911498575e-10,5.589334586970297,73.25553781743942
35848.0,29877.3,-0.878673,0.403822,156168.1963184413,14.107,1.2429458025473606e-10,141.85197215740035,96.6968466214742
152324.0,1966.13,0.920559,0.788047,82084.19427994163,7.99126,4.96751523989257e-09,1600.9100447639878,68.42475133816104
16810.0,2505.67,-0.740209,0.790868,156138.49222284643,14.1046,6.768488919293995e-11,2398.876123176853,24.16593347662361
312130.0,123100.0,0.200783,-0.727289,150966.09317217863,13.6862,9.693738410924832e-11,7.738043234912521,200.4732782822836
60412.3,4371.9,0.725367,0.543008,183683.0434407067,16.3177,1.605445804344025e-09,455.9299523187816,52.5956185909313
95129.4,23686.0,-0.481341,0.919177,151058.7038851763,13.6937,2.5930679241843197e-10,86.01317849419061,105.51161269330382
205899.0,15167.2,-0.913879,0.991363,85170.89321610933,8.25305,2.0787262872939038e-10,164.96693191528598,66.89064580256496
29120.7,12001.4,-0.680501,0.11807,118036.19420973626,10.9966,2.375192218726342e-10,546.0141226508086,65.02268438218846
244480.0,12831.7,0.656742,-0.146047,221312.97297058773,19.3074,1.1714108337477884e-10,46.46175536755624,68.48611859508968
43554.0,5943.33,0.66554,0.101536,194218.71813214227,17.1583,2.051658025635044e-09,392.9850486429497,54.24936563336979
41835.0,1614.7,-0.129751,-0.0887723,85957.48577567277,8.31963,1.525609018159406e-09,4382.71717065702,31.369433133737857
254359.0,6640.25,-0.490684,-0.100877,100415.37620536724,9.5347,2.2243858158030472e-10,259.61065380661506,31.71101849183121
20059.3,2110.73,-0.908537,-0.175062,145760.4282118184,13.2641,4.87622171463981e-10,2748.807843480105,21.94930953018145
51450.4,18333.5,0.417086,-0.758764,172946.84066075366,15.4579,5.6416637233228015e-11,142.4556559567391,91.48094395841984
263351.0,91120.5,0.3757,-0.702064,178970.32342543316,15.9407,9.266404847722867e-11,9.128145515454436,193.1454414891046
37487.9,4544.18,0.93706,-0.905675,129545.29747466772,11.9422,3.070083723465118e-09,994.356523951264,55.58828586105314
9674.46,1291.04,0.339439,-0.417206,221326.89481951244,19.3085,1.381453111935057e-10,4089.703723277184,15.414510377342934
10099.7,2996.62,-0.598697,-0.998,172919.42426177324,15.4557,1.2451767353688268e-10,2542.694877328705,22.883898192538645
122216.0,1100.01,-0.0257065,0.0825589,100405.19844338836,9.53385,3.59286982713416e-10,2542.0215143247547,18.91854037681997
92262.4,50288.3,0.229159,-0.3922,221269.94213084347,19.304,9.893757059527456e-11,25.878199711519464,164.89232635573018
120112.0,4912.53,0.787013,0.0357236,197996.4371698305,17.459,1.0554793754198719e-10,228.36925806192764,60.14769723356861
546630.0,296603.0,-0.754937,-0.505445,178966.57642146404,15.9404,1.0238772164286246e-10,1.7221318792783775,72.8616702266728
20649.9,12348.7,0.814278,-0.0469538,31366.764861053227,3.50793,8.6827702564035e-10,3553.934886988648,123.08539951777615
37880.8,11904.5,-0.347495,-0.0329475,211727.1396039728,18.549,1.0997862179190219e-10,199.8594075227908,54.43147473507536
270318.0,4712.48,0.0476469,-0.114098,178987.8095113754,15.9421,2.1490236978059028e-10,158.37102616469508,18.62568125138873
28650.6,23767.7,0.781104,0.779958,103100.77225097505,9.75873,3.4607571472214176e-10,364.3175079715178,119.45148704559256
414776.0,341340.0,-0.420332,0.232917,91628.82795977197,8.79816,6.348134305852659e-11,4.941846183251429,297.5787437129691
28429.0,6306.66,-0.995444,0.916508,198107.0606209136,17.4678,2.8172384436305604e-10,490.2063496825724,33.06204572445532
61778.0,37383.9,0.846909,0.267196,131309.7381473239,12.0866,6.20146241422133e-10,95.8431755269363,181.6402843451257
461792.0,71182.9,0.874148,-0.925013,109937.44670798712,10.327,6.838051843164183e-11,14.930806802841609,382.1473790229454
33330.2,6787.16,0.113511,-0.552062,126675.17364820788,11.707,3.745124520301543e-10,760.1318686990547,54.42691638811302
30898.1,13037.2,-0.337637,0.527086,103393.2338561392,9.7831,8.37207254340641e-10,578.4850256488181,78.61716926083332
