m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
420379.0,347372.0,0.827575,0.978858,44014.2759084429,4.67066,2.523526362811896e-11,12.06095326066005,1683.853732286013
240562.0,106201.0,0.942957,0.937496,32505.29609136435,3.61457,2.64202952318854e-11,74.7169141174864,931.9805148023546
1017340.0,493734.0,0.913674,0.975878,38301.75042201084,4.151,4.374073394340303e-11,5.117415357431779,2014.381626867384
460202.0,316165.0,0.25315,0.528131,11705.818258190666,1.55566,2.589412582182376e-11,45.94677612911524,2722.235550764948
119294.0,77664.7,0.808962,0.853938,72951.84971449693,7.21147,2.3055646732381407e-11,65.29728914153948,429.7919089660237
347410.0,278615.0,0.998,0.931501,51416.74613894938,5.33338,5.385307045530808e-12,14.1457529875144,1441.3095120335906
319160.0,250435.0,0.972661,0.972862,17705.878449518623,2.18186,2.8250374101199643e-11,52.35694368778855,2121.547742784444
562555.0,207016.0,0.95343,0.990731,53281.94727748709,5.49874,2.186243789577789e-11,12.048231453811203,1426.9873652136378
219259.0,109092.0,0.217116,0.296176,98274.4070152452,9.35574,1.8323775712261395e-11,20.35328034393729,426.0712361374256
174907.0,171432.0,0.998,0.794909,112702.12852160748,10.556,1.9003296868346472e-11,13.758539718316747,632.0142384101105
62201.9,48827.9,0.613257,0.784571,78673.1016455955,7.70095,1.4751347253708824e-11,149.42598502976918,244.4368552531334
308182.0,285077.0,0.982906,0.916983,33651.8473910321,3.72151,2.704879260630438e-11,25.000084059161303,1659.12940376565
410947.0,96830.1,0.997881,0.99656,32300.911997769064,3.59546,1.5118577236922175e-10,54.83855078331582,1148.4952761121172
164752.0,100028.0,0.713297,0.966929,21617.562271361432,2.57234,4.5197219222659553e-11,162.22512905444225,876.8219953032286
209158.0,19898.5,0.998,0.310341,75942.27327665118,7.46773,1.8624648527687804e-11,145.21598048501457,272.4594649005945
232536.0,111085.0,0.789164,0.22695,69057.63736252498,6.87631,2.31305185963008e-11,30.208690905038164,617.3319946827199
2736500.0,957535.0,0.845634,0.997843,49520.58199835762,5.16464,1.684288054337632e-11,0.8182118403944364,625.7794945692857
949255.0,834684.0,0.962998,0.995343,32418.860519333768,3.60649,1.1468592694023612e-11,4.124106847871734,2548.4741801825835
361591.0,125182.0,0.565197,0.99367,51434.98592798557,5.335,1.457222692693655e-11,27.826190709710904,815.618958322796
543708.0,396472.0,0.68715,0.998,64834.04958726025,6.5108,2.176608980118056e-11,5.441749751673106,1070.2744897213588
95309500.0,47582700.0,0.213692,0.228587,11499.888785448657,1.53336,9.710155532991552e-12,0.0,118.41461873698812
336283.0,188113.0,0.982541,0.998,65367.31433660901,6.55707,2.1855508132726032e-11,15.19997332534482,1114.6688323749297
168882.0,164471.0,0.279906,0.480863,51279.29363399867,5.32117,4.539070139655283e-11,40.13718438466611,676.9546087342648
3969180.0,941280.0,0.993013,0.997803,18435.53386006745,2.25556,1.1988202879294917e-11,2.06229155805791,3239.398021598652
38980.9,26928.7,0.998,0.679988,53664.5943180127,5.53259,2.0651149566451287e-10,585.8911513770986,181.47913998097405
332696.0,244567.0,0.896044,0.946191,46100.59058075886,4.85856,1.257636676204387e-10,18.661289036372565,1368.8205172665494
381981.0,346817.0,0.863208,0.874487,41397.86469963022,4.43364,7.164370055950269e-11,14.03608603526999,1673.7324542127112
131678.0,56921.9,0.992859,0.998,24065.07403115534,2.8116,3.273331304250024e-10,285.9216717320448,605.1109569159994
526247.0,243198.0,-0.109019,0.978967,54155.48854607248,5.57598,4.0998098469318e-11,10.747932049949766,741.3222820947175
259010.0,152473.0,0.480253,0.437606,49700.17055741319,5.18065,5.283477232425053e-12,31.432512169151288,794.8501261183212
265250.0,102772.0,0.998,0.507868,24860.444027076668,2.88864,1.5279753169887492e-11,95.00872001377768,1037.730493366768
293131.0,207107.0,0.946066,0.980917,44296.35368702498,4.69612,2.849774001468835e-11,24.998944925351505,1265.2219564347326
7836420.0,2747890.0,0.650129,0.90385,24679.784534009945,2.87117,7.177059429225949e-12,0.0637102391788939,793.2867818201023
1081250.0,392011.0,0.998,0.947038,16712.611815297652,2.08081,1.0608253600026815e-10,14.270966164358578,4498.345526254971
97256.2,32787.5,0.998,0.998,56919.93475394274,5.8196,7.371049995012688e-11,225.1671948406409,292.01449997943075
695214.0,459699.0,0.992421,0.969659,72980.27147463265,7.21391,1.6062289482122482e-11,3.355214755118818,1006.385438769996
325219.0,324783.0,0.957331,0.935831,35225.50968166604,3.86759,2.193686342503626e-11,20.37051764333628,1752.6738930387323
711578.0,193354.0,-0.102119,-0.353462,32575.063684194723,3.62109,6.18768237260446e-10,19.023127998896317,818.5192955782285
94675.4,71735.9,0.661406,0.566764,41576.01811769216,4.44983,6.157979651389342e-11,166.78127496436855,428.7656069238144
380734.0,328569.0,-0.347243,-0.302965,53975.66392649149,5.56009,3.684530090476167e-10,10.75149276767389,730.0463132188911
477240.0,419889.0,0.998,0.998,10089.587756475172,1.37871,3.654162257666699e-11,39.45365216326153,4414.383771365515
