m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
5082.03,3538.4,0.997442,-0.0292682,162404.5837096065,14.6102,5.619039188536319e-09,4064.7156259399458,22.38642288559952
4506.15,1100.0,0.54072,-0.654282,205099.10677202247,18.0234,1.651469585334243e-09,9188.723188456732,11.683389022763746
8858.53,1886.43,-0.00905566,-0.235276,169203.44292747855,15.1573,2.101007590451982e-08,4444.572230469065,19.29693511599036
9566.41,2771.71,0.258633,0.382309,34184.57263165754,3.77105,3.2194094145760407e-09,22401.398635676167,45.60382583375839
135427.0,6323.81,0.271948,-0.351677,198227.7451417607,17.4774,2.3721174417211315e-10,163.76966153651435,39.91461008230683
170830.0,8397.85,-0.00854166,-0.331128,104821.45121150184,9.90203,4.7991908505220735e-09,254.7779786776676,56.531478929634375
22226.3,11942.8,-0.933248,0.0213601,92966.41219007462,8.91065,1.250164564622569e-09,929.2063124153116,66.83419914534075
8845.53,4481.92,0.67428,0.37255,152073.97560251938,13.7759,6.642716973452014e-09,2336.234632911852,31.19430139947308
176301.0,115706.0,0.399344,-0.64624,156291.96755868627,14.117,3.587150501256774e-10,12.204222536973491,290.4833930693083
85275.3,5303.4,0.845019,0.852775,194430.9129497007,17.1752,1.6258914797350843e-09,274.66909017495755,66.79354435069735
7590.56,4251.73,0.0624836,-0.48242,171551.461911141,15.3459,2.0392303278808884e-09,2331.6837860104656,26.1911208024786
35440.9,1706.26,0.112633,0.3277,98921.34786281853,9.40985,2.331807862980809e-09,3864.220580727225,31.46793281327849
96703.4,35600.2,-0.821111,-0.561616,60982.99053128778,6.17555,1.026186665686958e-09,192.70850795245343,172.7869669985938
8277.36,1189.66,0.697892,0.354955,115677.94745599054,10.802,8.76065526107761e-10,12205.13341916851,18.17405324180193
34080.0,4332.73,-0.716469,0.412489,156407.08085144387,14.1263,3.73577460274698e-12,858.4545302258285,31.02523571277719
187554.0,135717.0,0.483475,-0.448783,47026.986590951376,4.9417,1.159759587009662e-09,48.06768438098149,614.9342474045094
19182.1,11718.7,0.710106,-0.00901207,137857.04537807248,12.6212,7.929352788296583e-09,624.5479437929368,64.18928807935835
182037.0,19437.7,0.54759,0.352415,72703.08607974835,7.19011,1.458885919775164e-09,173.0200290268114,186.14413562573776
78362.0,65246.3,-0.546324,0.0359058,164614.54737273388,14.7882,1.544509227595e-09,35.814834464157215,184.5732996077635
11748.9,6111.01,0.375819,-0.0891398,137464.4906779532,12.5892,2.7091216614327755e-09,1635.2024489566552,39.62255590398888
143364.0,2512.44,-0.926525,-0.0255299,122546.94040303589,11.368,1.394842957155115e-09,767.8068699967345,13.08615941372188
37967.5,9253.58,-0.991059,-0.68035,45533.40808379302,4.80757,1.5512584538072971e-10,1905.6555232795804,90.78198222530747
60563.8,42091.1,-0.597085,-0.774166,146129.9861966546,13.2941,7.126114558450564e-11,75.8211812488404,128.98473672147074
87933.6,7910.99,-0.330702,-0.440389,145353.9908033032,13.2311,1.482164137957891e-09,273.57537790366524,44.45826738709945
131961.0,9632.79,-0.396514,0.474185,103629.33990462184,9.80277,8.39154383445899e-10,269.928054916062,56.395020254631135
83366.2,15669.4,-0.690705,0.285425,151346.4396912668,13.717,6.85162634367261e-10,139.26828236339566,69.37002671582373
228230.0,18022.6,0.408852,0.1655,145744.41552560258,13.2628,6.836219362530725e-11,63.06572636006424,101.75930809713338
54326.1,9573.53,-0.445044,-0.180688,129828.66214675667,11.9654,4.472680718348003e-09,373.3735697058953,57.03813591799781
190192.0,21951.5,-0.841487,0.0718585,131522.46918592174,12.104,3.5547067834560987e-10,68.12663625296199,74.16039711622916
55767.5,19805.5,0.296232,0.369566,16313.044958501952,2.03991,5.5169039342614155e-09,2085.60730670301,297.6958829054999
152754.0,96436.4,-0.295666,-0.673846,114025.98741679918,10.6655,1.6565219522989702e-09,24.72708975517072,291.093373079808
452162.0,81991.9,0.656731,0.707286,88472.2523424609,8.53214,1.2089036848767895e-11,17.694282190687307,422.6573136686233
21155.7,15394.0,-0.244577,0.20986,185175.99786932205,16.437,3.7847165510418285e-10,302.06672916577435,60.87848559318017
12062.6,9486.56,0.159906,0.0959814,181496.957119713,16.1429,1.592536645223233e-09,741.5906008942336,43.03337739070814
53634.3,9841.22,0.706064,-0.254347,178950.3394631911,15.9391,8.639625885655907e-09,235.0987422158304,76.21258970274452
179536.0,36570.9,-0.705792,-0.0420473,183793.1426181901,16.3265,2.1556772035396497e-08,27.34343920995021,92.3717910900376
17470.4,8504.83,-0.486853,0.964317,4067.4064191102166,0.658127,2.684096528766849e-10,29824.08978245921,332.8118768211739
26784.0,19506.9,-0.161247,-0.48891,178730.52545722952,15.9215,8.636351213133479e-09,214.16059024238257,69.47841889627564
90948.6,5757.22,0.144448,0.267969,122469.10266000532,11.3616,8.95056316693304e-10,460.9997927636121,52.2618651441226
189364.0,1347.38,-0.324807,-0.704385,162676.37485703934,14.6321,1.877632312887095e-09,801.7197982326978,9.197240180747809
80402.3,1488.14,-0.0214336,-0.336598,160408.6724911036,14.4493,2.854127114500493e-09,1316.2222840092293,17.498342957656767
103460.0,65937.6,0.0347589,-0.665787,92804.96930382604,8.89708,1.0236888210045022e-09,61.78158054531469,247.8596044004491
35169.2,3858.01,0.0259894,0.0143668,145421.72480372307,13.2366,1.1612668904209302e-09,1039.0297169823502,38.04329289265766
158190.0,1801.56,-0.857476,-0.202608,216724.16431263727,18.9446,1.3141654330379682e-09,450.9653093617309,6.46417368527725
245009.0,134147.0,0.207404,-0.14492,216731.7485338308,18.9452,3.1261046580566507e-09,5.170112788776479,140.6319703532223
15036.0,1715.49,-0.200637,0.941353,110730.0813342416,10.3927,4.904111609544776e-09,5977.205566171528,24.769341615501403
50211.1,26368.7,-0.865573,-0.293757,139552.08582233,12.7593,6.4509521481532215e-09,141.09572776693878,95.12801628401785
68279.5,2985.04,0.723211,-0.761189,122482.48075625638,11.3627,2.598702246957873e-09,1069.6157778618608,51.194419582251584
31873.0,4718.87,-0.00747164,-0.0581723,172981.73467374902,15.4607,7.154704944598254e-10,720.2682747283882,38.07411427622563
25120.3,1100.0,-0.338412,-0.710411,171608.75739096774,15.3505,2.916433326926174e-09,3547.755132576728,16.120432376983764
203416.0,1100.0,0.717482,-0.113284,145424.1879002889,13.2368,1.931717598815108e-09,1093.564477943973,27.58484720982068
85465.0,63486.3,0.439322,-0.0788469,204939.1149233904,18.0107,3.000925063667837e-09,25.05949608427752,200.0333645650799
61513.9,44159.8,0.929484,-0.840567,27155.63663921798,3.1092,2.738730225711124e-09,573.8125841161095,326.44619694928195
152246.0,21862.0,-0.00244938,0.459309,114005.42518664748,10.6638,2.4109247833335817e-10,97.17695738256892,120.9268350107554
126719000.0,231152.0,0.576702,-0.998,27330.7789579966,3.12593,1.8122531258759369e-12,0.0,1.374358956169629
91223.2,2160.42,-0.452866,-0.377253,139434.2072398663,12.7497,9.377754989593975e-10,1013.8377526370904,17.07047546166018
101292.0,47730.2,-0.384825,-0.00196919,205135.64141977305,18.0263,1.6515544188783871e-09,28.0896556814788,150.27327844703214
